FeatureID	Domain	Phylum	Class	Order	Family	Genus	Species
b2ff465f3ce89a33862c4c1864f4e1d2	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
b6f7e10ef0d83e8306ba4eb420c14bbd	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
c3c2da82d96e8b8ee73b62eb5edf06ab	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Incertae_Sedis	Incertae_Sedis	Unassigned
c956153958c5408cfdf9fbf3a704ef79	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Candidatus_Methanoperedens	Unassigned
cd4db2247c8b7c4f75eb8a4865698645	Bacteria	Elusimicrobiota	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
cd8c962b4550c99da2caee4c6971c513	Bacteria	Patescibacteria	ABY1	Candidatus_Buchananbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
ce85443cc7037212c3e6874653adfe72	Bacteria	Patescibacteria	ABY1	Unassigned	Unassigned	Unassigned	Unassigned
d4e30f24312f021ed1d0a0fc500579bd	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
d52ed7a499c1ebeeb759cfd1c7693e11	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
db77c725d3290421d640c536d7308bcc	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
de748aa343b823ec00677351c8e34391	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	Unassigned	Unassigned
e2abb44e2cebc46c751257175cf3c492	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
e5b20010c5bbeae5bec6579ac93d74b2	Bacteria	Patescibacteria	Berkelbacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
ec383b5ea1ac0a64505989f027e4b15e	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Wolfebacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
ed5e2e6b6f5969ad62b34c00a9eeb9b3	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
f0e700e94a65a451697b223e274bb5bf	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Incertae_Sedis	CG1_02_55_41	Unassigned
f1d6186e0cc7872886280904c9c97698	Bacteria	Patescibacteria	WWE3	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
f3f9a9f0b503cf4f0c256f629c1b0398	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae_Sedis	SCGC_AAA011-D5	Unassigned
f902b43a22213959daa997684d1faf7f	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
fb0b88be5b18227ded51803b6c755eab	Bacteria	WOR-1	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
fbdf2eaac4b7661c323e259ef3fe4d74	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Ryanbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
fdefb06175a6456a85d0355132685321	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
