FeatureID	Domain	Phylum	Class	Order	Family	Genus	Species
576ec6e8c13362133c1dbe96985d47d1	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Incertae_Sedis	CG1_02_55_41	Unassigned
b9f03ef799adb58dd96176ffad7ec24a	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
b75f9fb9a9fd532cab665ef8cfe95eed	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
c22b16cc6108c04f29fea3b6d4c81571	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unassigned
e76dea2cf35d73edade78d85ddf243b1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Unassigned	Unassigned
afacc69f169eac6016e7060822fabcb3	Bacteria	Nitrospirota	Thermodesulfovibrionia	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
c02e74171a45a7d8308e4581e6b79eab	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
7da5a08a0f3713731b1ec0bdefe97783	Bacteria	DTB120	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
cb7417898e26dc23903ed96497486210	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unassigned
0413f9fe237af7a8c9c37b0825a63520	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
80d3501f78a03f9396161c0abd018c18	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
906a06fc904a9a11c50b0a100467961b	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
a9cdace376f468b22ea7bac7de7e029c	Bacteria	MBNT15	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
aea5c45decda07ef9ad9a8e1ad4125ba	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Unassigned
1e4c881a8860dc325bcfe839a009aebd	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Unassigned	Unassigned
48f748d17bb24e9a8e162c71e7eedba3	Bacteria	Patescibacteria	Parcubacteria	UBA9983	Incertae_Sedis	Incertae_Sedis	Unassigned
571e0de2d6989f71ebd61045f7277b9a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
67793ee2b745d7e3f566a720a5e77c26	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
7caa9381452864233f5bc89d1bca5a92	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
ce3110731e628641298e8682b8fe8a2b	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12	Unassigned
cea7cb895e7a2b5146a013ed6552cb5b	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	Unassigned
debe02fd9e20519d37ec03ff98fac594	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Incertae_Sedis	Incertae_Sedis	Unassigned
e81376d3f9c2ef0b083f13dc5093421b	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
f4d1542e29aeb1488c5d71993c3a5a39	Bacteria	Nitrospirota	Thermodesulfovibrionia	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
3bf4d00fc2bd96c04242fb5d743b1daf	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Incertae_Sedis	Unassigned
54c05a1e59ddd42bd97a0a8f522bf591	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
ca38cab53ae08168f46b291cbce18ea5	Bacteria	Nitrospirota	Thermodesulfovibrionia	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
2eb524be6fd8ca1d369b90802ec920f7	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
60e788e44b093e436155116d1e8c46c8	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfuricaulis	Unassigned
868e0165fe32a8925b7f20afa5e1dbfc	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
adfb67f460d65aa8614bed0880411c61	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Ferribacterium	Unassigned
d8a60bf7621dd59dc59f19a8894129c9	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	Unassigned
003d0470f23082c7bf6de11e71a56898	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6	Unassigned
67e959ec1398cee2946858ecda5af98b	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Incertae_Sedis	Unassigned
a1190d2a5f87036e8b339276c40fbbc2	Bacteria	Nitrospirota	Thermodesulfovibrionia	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
a968dacbd6e0a3f2f1738f0e64bc955d	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
e149acb95b2ccf99ebccc818ef8aac1f	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
f7f89283e208e3a486e0cc7dcc427ea5	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	Unassigned
fbd7bc6b442654c4168fd874eb49dc9b	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
0e47b1c8584c7a957e4ec39127224c0f	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unassigned
37210dbdd24c1f5b8c4339e77a1dea9f	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
5a7b179b1b45f0fe2282f260bf073f60	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unassigned
7fc72bae05914d2a9d0ddadb3af5fbb7	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
8a42d1b77fa69e52beee81716fc28799	Bacteria	Patescibacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
8f15d3aaf8afd2c23436f6902502d156	Bacteria	Myxococcota	bacteriap25	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
b0eef4ca69519df0621c615120e56ff1	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	Unassigned
eabb1ceac9d2502dc96f059992d8887f	Bacteria	Pseudomonadota	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
1059d2483862d83ac9f6c0e5d65166ff	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Incertae_Sedis	Unassigned
18ff009abc8eccc4c9515ba5d20b2ea9	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	Unassigned
211f84cff854705248e5f6256a2727a9	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
282f2a4eae6189311ff7312c03d5f7d7	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
287bbe44da5c1f5deb2b747d3e8dd297	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Incertae_Sedis	Unassigned
3aaa89901133838c319d53c68be8fa75	Bacteria	Cyanobacteriota	Vampirivibrionia	Caenarcaniphilales	Incertae_Sedis	Incertae_Sedis	Unassigned
3cffb8b7f8e218c4e0d2c03d54fdb136	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
3dbf66ee7707a9c91038139380697b07	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
4a6524e6dcbe15f3e25bb337b3f3d7ea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
68f7e28cb4418c9b9994ff0e555addcf	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unassigned
8980c65cc2b3c63bf079e3397ed5ceaf	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
dc44a88a9e09760406765da06826cd7c	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae_Sedis	Unassigned
e95d9802c603aade0272e2c129719179	Bacteria	Patescibacteria	ABY1	Candidatus_Falkowbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
08bdc6c81f6b9daab3d132b54e1d45bc	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Unassigned
0b3152b92e28d3ab3d32c8247beff2d3	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Incertae_Sedis	Unassigned
160083d0a5f65a88f14333860e7aac77	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woykebacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
16f300a764ed32dd3259f6be8ff697de	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	Incertae_Sedis	Incertae_Sedis	Unassigned
25ac4f5d6d2d91f28705ee0fa3f10bdb	Bacteria	Patescibacteria	Parcubacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
26dbef51cdba97c1f8b84a235ea06f3c	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhabdus	Unassigned
29c348ca28837d49e58c55fc98ac9e80	Bacteria	Myxococcota	bacteriap25	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
2a51ac1efc8e7a7807d008295442731e	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
2cd04b1d0e1b11f8c96708fa90e0def8	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrio	Unassigned
4e2314979e808957a86b1e112676bc20	Bacteria	Patescibacteria	Gracilibacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
5ea0169ea1bec162f836ed8493e22f2c	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
7c2457a2da138c586b4fb5072997efbb	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
7eb03f37e0df2e91756000f54b92a3ff	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
80d11785b5400ad33e1293d8c72d736d	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
851e56d6147b8e4d3d28cafb27228449	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
8657067009fc7880ffa92458ac4b5103	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
98906d02d6744198e90b8a0a9cce2d44	Bacteria	Pseudomonadota	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
bae6856b75ab0f9f9fa7755cdb153642	Bacteria	Patescibacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	Unassigned
cafa8b61b1350ad69f557a8e5a27bb6b	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	Incertae_Sedis	Unassigned
cec03d066a8a4113768af9614bb8328c	Bacteria	Elusimicrobiota	Lineage_IIc	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
ecf6b5c0e4d8b0c9394b881f44dcd962	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
f133a3f75e18e211fffbfb6b58564651	Bacteria	Patescibacteria	ABY1	Candidatus_Buchananbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
f3c8b681c470c28f8b1be635bc3559a9	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned
132bee48373460dce6dc3682fc023242	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
17df3d296faa86b1b301701e1eebdc7d	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
1878c877726ea800913b57df800be272	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Unassigned
2abc8c5b975a1b33aec4bffcc84e84c2	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Incertae_Sedis	Incertae_Sedis	Unassigned
3715428636032e0e71f8f766bd207496	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Incertae_Sedis	Incertae_Sedis	Unassigned
3bc08fee0eec65a1d1aa91483402d80a	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
42e61a0cfc40a43c642c24c4a280c530	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
5c92bac0e203e2d9b207cfacf4afd4d8	Bacteria	Candidatus_Kryptonia	Kryptonia	Kryptoniales	BSV26	Incertae_Sedis	Unassigned
74b0e284d972ddedb9ca556e2d0ca028	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Oleiharenicola	Unassigned
8180787793ddae9c1ce4a8f5fdd43e42	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
82c5d781264721f87110d8a4dfb8f8a2	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
999e583df5c3def13d79bd7985a2db02	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Spechtbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
9b72bc0ce737b7762f1e914b5eac762d	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
a537d8bab85c83b0e74c73c55790324b	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unassigned
a5a55d1042ae7a5a4733425a71b13448	Bacteria	Patescibacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	Unassigned
aaf8bbe980b29c52a8c30a07d65d1b48	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
af27577de5edb10c09f7fc19b9ca45ca	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cypionkella	Unassigned
b26086d47e0a3f9bd5c419c4617b8502	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unassigned	Unassigned
babe719a9ad0da92d681ac70bb108dc8	Bacteria	Nitrospirota	HDB-SIOI1093	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
c908b8f6f2f144e3f8c68f269a44e5dd	Bacteria	Nitrospirota	4-29-1	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
d60e0d1c49af7ac903e5a81afec888ee	Bacteria	Patescibacteria	WWE3	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis	Unassigned
ed3f8d8f47258f6eba170105b4105acb	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Hoeflea	Unassigned
f6fdbf1efde53ff08e55c234a7d65573	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Chisholmbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
fc6622c636a5210293fb2873fc4761d9	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Unassigned
0885d87ef62f2ec47947bcfbe14ef78f	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Incertae_Sedis	CG1_02_55_22	Unassigned
096af19a014f877223e5ff2d8b1433c3	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis	Unassigned
0a9c0f5806bd6605a6be8c1c5fab2803	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	Unassigned
10e1a3b243a63b2e006fff8b588dd89e	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
21d6db2bb764f3dcb1826f42e4ceceb7	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis	Unassigned
3500fa9dc0abd948eb9ea521d16a0078	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
3a40f1244d2f3b91b2b6b5032e5f9745	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Unassigned
3b67e7154ea0da9a956643e8984387ff	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	Unassigned
