	Axis1	Axis2	Axis3	Axis4	Bias
MT_M035	0.6280783414840698	1.3353662490844727	-0.7193987965583801	0.6425593495368958	-0.9531635642051697
MT_M036	-0.8457984924316406	-1.3997609615325928	1.9307634830474854	-0.11077078431844711	0.1601618081331253
MT_M037	-0.5541970729827881	-0.6881304383277893	-0.13776004314422607	-1.7333298921585083	-1.3479467630386353
MT_M038	-0.1816496104001999	-1.343415379524231	0.5778288841247559	-0.604900062084198	-0.7070956230163574
MT_M039	0.3070560097694397	0.0015617788303643465	-1.1257072687149048	-0.7285021543502808	-0.288087397813797
MT_M040	-0.23343250155448914	0.47873497009277344	-1.3042845726013184	-0.638287365436554	-0.3564108610153198
MT_M041	-0.3718810975551605	0.43133240938186646	-0.3146854341030121	1.0037373304367065	0.6021934747695923
MT_M042	0.7954310774803162	0.19805306196212769	-0.14063234627246857	-0.2176874577999115	-1.612837553024292
MT_M043	-1.2066364288330078	-0.7319543957710266	0.5856680870056152	-0.6276958584785461	-0.35549312829971313
MT_M044	0.5936161875724792	-0.6370194554328918	-1.3131413459777832	-1.5088613033294678	0.587121844291687
MT_M045	-0.853472113609314	-0.4370429515838623	-0.6593490839004517	-1.3699469566345215	0.10503437370061874
MT_M046	0.5839240550994873	0.378740131855011	-0.9596055746078491	-0.0680818036198616	1.1661471128463745
MT_M047	-0.06979527324438095	-0.45499464869499207	0.8217766880989075	-2.089031457901001	-0.852852463722229
MT_M048	-0.403975248336792	0.8545268774032593	-0.5162293314933777	-1.0917941331863403	-0.9189221858978271
MT_M049	0.3530202805995941	0.5770504474639893	-0.2730901539325714	0.0253814235329628	-0.9368368983268738
MT_M050	-0.29037898778915405	-0.5816911458969116	0.03282998502254486	-1.2721673250198364	1.1115726232528687
MT_M051	-0.18187977373600006	-0.49641895294189453	-0.3087044954299927	-0.7026795744895935	0.3836134672164917
MT_M052	0.4876455068588257	-0.48938795924186707	-1.4047908782958984	-0.3820003569126129	-0.9890943169593811
MT_M053	1.1709322929382324	-0.6602479815483093	0.17910045385360718	-1.2652376890182495	-0.7562168836593628
MT_M054	0.10641676187515259	0.7168673276901245	-0.3193276822566986	-0.5921897888183594	-2.110635757446289
MT_M055	0.5910125374794006	-0.174215629696846	-0.7067974805831909	-0.8263949155807495	-2.0405752658843994
MT_M056	0.5379155278205872	-0.512249767780304	0.21406011283397675	0.49518120288848877	-0.17942729592323303
MT_M057	-0.9666478633880615	-0.2037096917629242	-0.2312939316034317	-0.5239814519882202	1.1675951480865479
MT_M058	0.023107081651687622	1.0538990497589111	-0.019583208486437798	-0.09841416031122208	-0.1785532534122467
MT_M059	-0.7168826460838318	0.7170577645301819	0.005039777606725693	1.5045380592346191	-0.4035244882106781
MT_M060	0.14607423543930054	-0.3194557726383209	-0.6280665993690491	-0.19745944440364838	-0.6224527359008789
MT_M061	0.6323872208595276	-1.0119808912277222	1.0036612749099731	-0.6574501395225525	-1.2874865531921387
MT_M062	-0.4428812265396118	0.349564790725708	0.2865807116031647	-1.90949547290802	-1.0393258333206177
MT_M063	1.0617454051971436	-0.04453255608677864	-0.06929517537355423	-0.6077878475189209	-0.8904145956039429
MT_M064	0.006268232595175505	0.33482515811920166	-0.18567897379398346	-0.3468000292778015	-0.5761696696281433
MT_M065	0.9777231216430664	-0.2978322505950928	2.2157108783721924	-0.29054856300354004	0.3070570230484009
MT_M066	0.45743778347969055	1.0563361644744873	-0.6018906235694885	-0.8566967844963074	0.12515310943126678
MT_M067	0.3129305839538574	0.28577715158462524	0.5816481709480286	-0.40390828251838684	-0.9457104802131653
MT_M068	-0.3830812871456146	-0.624261200428009	0.77286696434021	-0.8031696677207947	0.533530592918396
MT_M069	-0.2861778736114502	-0.893996000289917	0.4907679557800293	-1.353239893913269	1.4399611949920654
MT_M070	-0.08646048605442047	-0.5406126379966736	0.5176607370376587	0.13293637335300446	0.01575089991092682
MT_M071	-0.3816666305065155	-0.5624745488166809	-0.025127023458480835	-0.23319792747497559	0.33136728405952454
MT_M072	-0.2606261670589447	-0.5194200277328491	-0.2994074523448944	-0.44461336731910706	-0.9640412330627441
MT_M073	-0.4597329795360565	1.0488284826278687	-1.9175010919570923	1.1824390888214111	0.8195403814315796
MT_M074	-0.333589643239975	1.7418241500854492	-0.004247331991791725	1.087445616722107	-1.6664063930511475
MT_M075	-1.1914163827896118	0.0938531756401062	-0.10890693217515945	-0.14324864745140076	-0.7715214490890503
MT_M076	-0.33452489972114563	-1.7572797536849976	0.2808205783367157	-0.8338695168495178	0.9689144492149353
MT_M077	-0.7322196960449219	0.12116418033838272	-0.15896950662136078	-1.5714185237884521	-0.9377654194831848
MT_M078	-0.5813696384429932	-1.002726435661316	1.420651912689209	-0.2895049452781677	-1.3440276384353638
MT_M079	0.03464975580573082	0.19007696211338043	0.5039162039756775	0.05312410742044449	0.23877090215682983
MT_M080	-0.1165686622262001	0.1198936402797699	-1.0373039245605469	-0.3657834529876709	0.6418379545211792
MT_M081	0.1734118014574051	-0.9282795786857605	1.1757712364196777	-1.2590965032577515	-0.31509923934936523
MT_M082	-0.31583619117736816	-0.6700873374938965	0.053575046360492706	-0.5848084092140198	1.4923518896102905
MT_M083	0.5333414673805237	0.1717374622821808	-0.5776657462120056	-0.3806575536727905	-1.2810693979263306
MT_M084	-0.3284952640533447	-0.13783644139766693	-0.8274622559547424	-0.6747825741767883	-0.17339961230754852
MT_M085	-0.447247713804245	-0.424161434173584	0.3446037173271179	-0.15123213827610016	-1.1021562814712524
MT_M086	0.6163649559020996	-0.7168291807174683	-1.7882577180862427	0.05053392052650452	-1.3023015260696411
MT_M087	0.46563008427619934	0.7146275043487549	-0.25826749205589294	0.04210524260997772	-1.9317975044250488
MT_M088	-0.0036028053145855665	-0.91478431224823	-1.009289026260376	-0.43771860003471375	0.8539116382598877
MT_M089	0.1944340318441391	-0.48062461614608765	0.4572664201259613	0.3396449685096741	-1.5000972747802734
MT_M090	-0.4079879820346832	-0.2112642526626587	0.316634863615036	-0.33210551738739014	0.013600376434624195
MT_M091	0.8577702045440674	-0.3816680312156677	-0.3532625436782837	-0.23977790772914886	-0.46873441338539124
MT_M092	-0.26631784439086914	0.14587680995464325	-0.0632961168885231	0.8388644456863403	-1.2414616346359253
MT_M093	-0.026524288579821587	0.17477087676525116	-0.6712032556533813	1.5615365505218506	1.9540077447891235
MT_M094	1.1507420539855957	0.042093124240636826	-0.8594125509262085	0.08487197011709213	0.8053732514381409
MT_M095	0.9762415885925293	-1.0056524276733398	-0.2237185388803482	-0.2189929038286209	-1.558962106704712
MT_M096	-0.12734292447566986	0.4719162583351135	-2.3491151332855225	-1.2268152236938477	-1.536405086517334
MT_M097	0.7562334537506104	0.2059038132429123	-0.028452543541789055	-0.39793863892555237	-0.5659055113792419
MT_M098	0.9241604804992676	0.2594797611236572	0.1711055040359497	2.2560079097747803	-0.491135835647583
MT_M099	0.3893697261810303	-0.14599129557609558	0.2665754556655884	0.9400346279144287	-0.17531318962574005
MT_M100	1.012011170387268	-0.3191235363483429	-0.8127298355102539	-0.2884021997451782	1.3511943817138672
MT_M101	0.7080724835395813	-0.7089231610298157	-1.3979029655456543	-0.5673916339874268	-2.0480546951293945
MT_M102	0.29249295592308044	0.6144960522651672	0.7469372749328613	-0.4217894673347473	-0.10163390636444092
MT_M103	-0.3665969669818878	-1.0431610345840454	-0.27549082040786743	-0.2660744786262512	0.21891935169696808
MT_M104	0.5001230239868164	-0.1836991012096405	0.15384738147258759	0.9310697317123413	0.2364405393600464
MT_M105	2.632636547088623	-0.21790224313735962	-0.14641600847244263	-1.149958848953247	0.04655936360359192
MT_M106	0.7557835578918457	-0.02891913615167141	1.0249487161636353	-0.3739579916000366	-1.284551739692688
MT_M107	-1.1367734670639038	-0.10495592653751373	0.16925132274627686	-0.3026782274246216	-1.1256879568099976
MT_M108	0.32899755239486694	1.9758493900299072	-0.5349386930465698	0.2493572235107422	0.24426664412021637
MT_M109	0.6732401251792908	0.3948563039302826	-1.3675354719161987	1.6848876476287842	-1.060692310333252
MT_M110	0.5308151245117188	-0.2947636842727661	-0.19496211409568787	-0.06803465634584427	-0.0535481721162796
MT_M111	-0.7693036198616028	-1.095534324645996	1.9813143014907837	-0.9084647297859192	-1.1238497495651245
MT_M112	-0.36500024795532227	1.3002309799194336	-0.03780003637075424	0.23905344307422638	-1.0739542245864868
MT_M113	-1.2679855823516846	0.2164926826953888	-0.4903416931629181	-0.2757873237133026	-0.9997426271438599
MT_M114	0.29882776737213135	-0.7397230863571167	-0.5264537930488586	-0.5583794713020325	-0.2989806830883026
MT_M115	0.2126341015100479	0.5674074292182922	-0.9713324904441833	-0.7793729901313782	0.8153550028800964
MT_M116	-0.17663167417049408	0.5001777410507202	-0.46830180287361145	0.6245278120040894	0.6321840286254883
MT_M117	0.13987737894058228	0.3806191682815552	-0.7235084772109985	-1.7817620038986206	-0.8388285040855408
MT_M118	-0.10358480364084244	-0.1425764560699463	0.010557126253843307	-0.19382749497890472	-0.8299973011016846
MT_M119	-0.5085296630859375	1.0810625553131104	-0.09191781282424927	2.2648603916168213	-0.22529201209545135
MT_M120	-0.4398477077484131	0.570527970790863	-0.3395536541938782	-0.9303621053695679	-0.6000580191612244
