SampleID	StudyGroup	Model	StartAxis1	StartAxis2	EndAxis1	EndAxis2
PRISM.7904	Control	Observed	-0.045483661011959	0.0149929324788753	-0.0256737748922499	0.011754539417634
PRISM.7906	Control	Observed	-0.0199548557344318	0.025260504393937	-0.0208312428992994	0.00124021012475922
PRISM.7908	Control	Observed	-0.00109529496942796	0.0164100745647081	-0.00461612675050817	0.0133698486326949
PRISM.7909	Control	Observed	-0.0491963041394516	-0.0256713429765637	-0.0381010551727634	0.0025416054092083
PRISM.7910	Control	Observed	-0.0294396878934124	0.00216179708989858	-0.0281075505755445	0.0090125346843839
PRISM.7911	Control	Observed	0.0119252501453213	0.033060310183661	-0.00824657090905738	0.0223645014296445
PRISM.7912	Control	Observed	-0.0499194743389101	-0.0299135669476054	-0.0297998028121218	-0.00231428728427113
PRISM.7938	CD	Observed	0.0798140476681937	-0.00445836820633753	0.0421606591481317	-0.000957420967866657
PRISM.7941	CD	Observed	0.061210493492676	0.0440475147783666	0.0124384895738781	0.0244471819644704
PRISM.7947	CD	Observed	0.0824560741644803	-0.0281140614113521	0.0166269815157328	0.000283425766104644
PRISM.7948	CD	Observed	0.0367331472919096	0.0314684393466427	0.0107425165555675	0.0155136684205254
PRISM.7955	Control	Observed	-0.0428740245614737	-0.0283506965270359	-0.0148838592183077	0.00391325406184869
PRISM.7971	CD	Observed	0.0988903860134311	-0.0615560208281147	0.0047946176816678	-0.02015884235594
PRISM.7989	CD	Observed	0.0732134524935332	-0.0340976881876088	0.0313010220584082	-0.0339732306483648
PRISM.8095	CD	Observed	0.100290195615695	-0.0567330889480772	0.0304285113926042	-0.00754707978975905
PRISM.8096	UC	Observed	0.0117626922719637	0.0136427479377168	0.03938909332635	0.0105543038566588
PRISM.8101	UC	Observed	-0.0426453717760332	-0.0129872482297979	-0.0228453259235608	-0.00814346714296324
PRISM.8106	UC	Observed	0.0726561083549151	0.0363775031952949	0.0327305180995748	0.0165805457541203
PRISM.8129	UC	Observed	0.00508236854651551	0.0186464895200683	0.0262175436502781	0.0117677654631887
PRISM.8226	CD	Observed	0.0878958462509008	-0.0261198889334327	0.0469515839571886	-0.0119381956386729
PRISM.8244	Control	Observed	-0.0342731508248265	0.023213057094621	-0.0169097550416571	-0.00783754287972481
PRISM.8264	CD	Observed	0.077660363478386	-0.0486018506077863	0.0285303017446817	-0.0408774234240681
PRISM.8275	UC	Observed	0.0244765407186752	-0.00487196839606097	0.0277625521738614	0.0149404798962618
PRISM.8283	Control	Observed	-0.0496077469809745	-0.0173914076388242	-0.0236750866917033	-0.0247375262539529
PRISM.8332	Control	Observed	-0.0340230782516734	-0.011561909444665	-0.0207429063551786	-0.0125916049727759
PRISM.8336	CD	Observed	0.105766997355067	-0.0523039783531474	0.0509401140542398	-0.0320466204570233
PRISM.8361	CD	Observed	0.0207814473669949	0.0371509297436242	0.00883256878502472	0.0172733862415617
PRISM.8374	CD	Observed	0.0489550940092335	0.0173384421844289	0.00526635307423752	0.0221759105616768
PRISM.8377	CD	Observed	0.0180262284874138	0.0231163261881437	-0.00186758479850548	0.0240915026507748
PRISM.8406	CD	Observed	0.0295279869796223	0.00303775846804004	-0.00431209800931488	0.00903709741622868
PRISM.8441	UC	Observed	-0.0452040500579059	-0.0140216165179095	-0.0332269376870745	-0.00411459843324327
PRISM.8444	UC	Observed	-0.0610987085197593	-0.0248672782829432	-0.0254356237880296	-0.01607453089524
PRISM.8447	UC	Observed	-0.0580574053599863	-0.0104621688050481	-0.0286722899032109	-0.00567375715462333
PRISM.8452	CD	Observed	0.049294365131609	-0.040519755581652	0.0440404321191405	-0.00836301707149886
PRISM.8458	UC	Observed	0.00829796256041386	0.0240498704525755	-0.0275835594604762	0.0205048899752241
PRISM.8462	CD	Observed	0.0264806816588041	0.0319176592850224	0.0223376350277751	0.0251980078663631
PRISM.8464	UC	Observed	0.0554303515204369	0.0576117786997505	0.0154474495808001	0.0191365466044115
PRISM.8466	CD	Observed	0.0258653038903178	0.0128966913329311	-0.0123514778387442	0.0225533436590502
PRISM.8467	CD	Observed	0.00186273899313245	0.0158918081470523	0.000168416747368061	0.0188957398886907
PRISM.8475	CD	Observed	0.045600090314715	-0.0151865692491712	0.00898941348760498	0.0146000289190982
PRISM.8480	UC	Observed	0.00167747938477632	-0.0584231523740246	0.0300963297192632	-0.013675913971572
PRISM.8483	CD	Observed	0.0422927198233792	0.00685215033666228	0.0111454728239689	0.0232889584679151
PRISM.8485	CD	Observed	0.042359260731191	-0.0155153954532372	0.000670643699370635	0.0212633721714282
PRISM.8496	CD	Observed	0.0321643773741136	0.0550979668096007	0.0062896263040809	0.0272833876556094
PRISM.8502	UC	Observed	0.0672885045864547	-0.0252628087102705	0.0407102523993033	0.00112284040612094
PRISM.8503	UC	Observed	-0.0580148089367362	-0.0203716259149622	-0.0343565637228786	-0.00898945721476948
PRISM.8511	UC	Observed	0.0222013646445642	0.0600401008382717	-0.00135509771488774	0.0224762260942921
PRISM.8513	UC	Observed	-0.0466516904351111	0.00676504782022864	-0.0271667595896535	0.0042339584496318
PRISM.8515	UC	Observed	-0.0219293908793858	0.0267861223739747	-0.0101625991951299	0.00899115867052222
PRISM.8523	CD	Observed	0.0336660185854063	0.00292242302550621	0.0299603658942064	0.0107556853604788
PRISM.8534	CD	Observed	0.118240310370846	-0.0116232130421647	0.051875164788955	-0.0400458754286588
PRISM.8537	CD	Observed	0.0824856134148567	0.0249240956031961	0.00796971986970511	-0.000138298006582318
PRISM.8550	CD	Observed	0.0576532827179707	0.0404504634899254	0.040763787464295	0.0108047874060749
PRISM.8564	CD	Observed	0.0309909925027153	0.0281969777183504	0.0014950471695143	0.0198734647454112
PRISM.8565	CD	Observed	0.0504589313365427	-0.0409215319094003	0.0469667518384197	-0.0205062321437805
PRISM.8573	CD	Observed	-0.00437201867971497	-0.000141587785376591	-0.0101645611293189	0.00888134384751671
PRISM.8577	CD	Observed	-0.0279024006258674	-0.00562440211157961	-0.0180796265301107	0.00679515766298949
PRISM.8589	Control	Observed	-0.0426704109764638	-0.0152444332283353	-0.0132787463909506	0.010704204167197
PRISM.8591	CD	Observed	0.0671997994921619	0.0243503921513403	0.0146499952112455	0.0196754991766585
PRISM.8592	CD	Observed	0.0100231026986859	0.0309117905255212	-0.00189374089828813	0.0241112392644881
PRISM.8605	UC	Observed	-0.0125872780011733	0.0197010006956342	0.0355350990685126	0.0094988592878171
PRISM.8624	CD	Observed	0.0260953573568853	0.0268066947954465	-0.00999953369498857	0.0205643366114833
PRISM.8628	UC	Observed	-0.046675387993569	-0.0245006875922764	-0.0183023612705809	-0.00269302844602064
PRISM.8629	CD	Observed	0.105086971417725	-0.0397966380829969	0.0339891248990671	-0.00976284110417099
PRISM.8667	UC	Observed	0.0218768340682186	0.00910958519113667	0.00987305599103414	0.000933330856880612
PRISM.8675	CD	Observed	0.0374396399269646	0.0548130406340609	0.00668515212662126	0.0181379759694493
PRISM.8683	Control	Observed	0.0310075184890078	-0.00881046493366763	0.00924300046385844	-0.00280346408414056
PRISM.8692	UC	Observed	-0.0632570229448089	-0.0227692010851459	-0.0280268787552095	-0.0245462419032997
PRISM.8696	UC	Observed	-0.003563741858195	0.0234587181609313	0.00925336202488753	-0.0145353607857615
PRISM.8728	UC	Observed	-0.0545677333115092	-0.0412571831282929	-0.0258715750852179	-0.0310782130106667
PRISM.8734	UC	Observed	-0.0129311966067307	0.00483288600983065	-0.00021536650046431	-0.00492135636661332
PRISM.8735	UC	Observed	0.0217631891943316	-0.0184137007327225	0.0108286524299352	-0.0320632884100107
PRISM.8746	CD	Observed	0.0589533280878882	-0.0816467375176174	0.0426202559658527	-0.0294006922729723
PRISM.8749	CD	Observed	0.0646339255116656	-0.0496343327294711	0.0195304684504535	-0.0218192712643197
PRISM.8753	CD	Observed	0.0468176807565012	-0.0083290082837484	0.0273722459631588	-0.00585260435847169
PRISM.8754	Control	Observed	-0.0602624143645959	-0.0333948281047949	-0.022927897448465	-0.0236747587032537
PRISM.8758	CD	Observed	0.0782020917448785	0.00515707123021177	0.0477735856593596	-0.0213507564644371
PRISM.8764	Control	Observed	-0.0617308280315564	-0.032072384113006	-0.0354927618693839	-0.0243360318835153
PRISM.8765	Control	Observed	-0.0685802843529247	-0.0595102609464305	-0.0316422865445738	-0.0281015340694474
PRISM.8774	Control	Observed	-0.0401205767438854	-0.0122251111160764	-0.0124644524696065	-0.00317974078175948
PRISM.8776	Control	Observed	-0.0386066110838989	-0.024188875758587	-0.0219179378053047	-0.0120623961899372
PRISM.8778	UC	Observed	-0.0629155600609158	-0.0555995533015185	-0.0201774264938301	-0.0306144460866534
PRISM.8783	CD	Observed	0.0213905588639376	0.0128930229314942	0.0101934715747193	-0.00243267854071484
PRISM.8784	Control	Observed	-0.0317573460487248	-0.00142070284961788	-0.0172327796849248	-0.0256532078918509
PRISM.8785	UC	Observed	-0.0167409445515974	-0.0372268478784472	-0.00660914769868012	-0.00458253651484271
PRISM.8788	Control	Observed	-0.0343634095507563	-0.0200791696612255	-0.0247190870203498	-0.0200481560243168
PRISM.8789	Control	Observed	-0.0459643139044287	-0.0238439074478329	-0.0268127546492744	-0.0181645474707279
PRISM.8794	CD	Observed	0.0185200715834052	-0.00515371149326926	-0.0092201241197526	0.00105017701980823
PRISM.8795	UC	Observed	-0.000267533436384368	-0.000842834119673164	-0.0146238235373709	-0.00900200532599506
PRISM.8800	CD	Observed	-0.00522347560483242	0.00699837936876342	0.0156145589756458	0.009427507147804
PRISM.8802	CD	Observed	-0.0395175025803647	-0.0349565773920544	-0.0224792030469241	-0.0252124980150694
PRISM.8803	UC	Observed	-0.015494879453642	0.0220840416503948	-0.0189896269839971	-0.00820505893021702
PRISM.8805	UC	Observed	0.0482914607688282	0.0134426495233816	0.0329568732283585	-0.00484735026391025
PRISM.8806	CD	Observed	0.0957006564102165	-0.0958852852681694	0.0422774347182046	-0.0303122255269818
PRISM.8807	CD	Observed	0.0415416712072852	0.0110690206864882	0.0325984443486873	0.000203308301382183
PRISM.8809	UC	Observed	0.0909911879613086	-0.0409362684716835	0.044239823337807	-0.0340092640921944
PRISM.8815	UC	Observed	0.0688917668605292	0.00580689474579303	0.0387131057846777	-0.00850349701507384
PRISM.8841	CD	Observed	0.0431850295349943	-0.0126026642219036	0.0410718523045982	-0.0236219711411171
PRISM.8843	CD	Observed	0.0426010881692925	-0.00778445794925454	0.02495964986345	0.00179903452899562
PRISM.8844	UC	Observed	0.0529590709049545	-0.0804654292497163	0.0116841551224499	-0.0235796174012232
PRISM.8846	UC	Observed	0.0332116989928998	0.018853438555491	0.015870103935023	0.000497508122512704
PRISM.8847	CD	Observed	0.0165350172559487	0.00215947540674913	0.00614865978028582	0.00136258733917569
PRISM.8849	UC	Observed	0.0930048055293524	-0.0429870907891236	0.049766773178245	-0.0356352611661846
PRISM.8878	CD	Observed	-0.0265653039880158	-0.00582497912832884	0.0287618314950828	0.00215006679807653
PRISM.8882	UC	Observed	0.0250580346098788	-0.0018094469229713	0.0338460143254351	0.00497976584039323
PRISM.8892	CD	Observed	0.0397131142702529	0.0230937141122364	0.0251806203865315	0.00955855526429924
PRISM.8894	UC	Observed	-0.0565058814867137	-0.0211864047338924	-0.0265130288372368	-0.0228809247660906
PRISM.8898	UC	Observed	0.00720985242049166	-0.0175269382044009	0.0272338413848202	0.00688204887845004
PRISM.8924	UC	Observed	-0.0466369692994805	-0.017212209585514	-0.0340608188490947	-0.0308279447405171
PRISM.8932	UC	Observed	0.0739072077135642	-0.0431195139884842	0.039109657975072	-0.00218750466337121
PRISM.8982	UC	Observed	-0.0299612180616886	-0.0521419505580348	-0.0251645761219755	-0.0308466868525858
PRISM.8998	UC	Observed	0.0183689715538324	0.0153471278381912	0.0198257800601463	-0.00690803763768718
PRISM.9010	UC	Observed	-0.0546220814224904	0.000303930669801579	-0.0198399487112075	-0.0180192742618035
PRISM.9018	UC	Observed	-0.00413970850042167	0.0134769175638507	0.0280007470526003	-0.0260744081442437
PRISM.9030	UC	Observed	0.0446156357977095	0.00629960666201385	0.0272740114959042	-0.00317550650702856
PRISM.9033	UC	Observed	-0.0646017807545151	-0.0250623072018119	-0.0130054342962435	-0.0331844020357529
PRISM.9074	UC	Observed	0.0408640752337846	0.0379384183028337	0.00505223915275149	0.00480807314676303
PRISM.9079	UC	Observed	-0.0303055685195817	0.0107973846841565	-0.0141972860914054	0.00554546245171076
PRISM.9126	Control	Observed	-0.0280629131170074	0.00494430423286119	0.0190616229526838	-0.00390792096104716
PRISM.9148	Control	Observed	-0.0257236922854227	-0.00551519589304948	0.00162949138699658	-0.0138750552679529
Validation.LLDeep_0001	Control	Observed	-0.0612004460476496	-0.0347803941105428	-0.0326854032831749	-0.0169612089843165
Validation.LLDeep_0003	Control	Observed	-0.0180528985473684	0.000677007727117697	-0.0182505326521227	0.016361241475721
Validation.LLDeep_0010	Control	Observed	-0.00757375569464569	0.0127545128104866	-0.0317902793853475	-6.24030278318183e-05
Validation.LLDeep_0011	Control	Observed	-0.0510986216853038	-0.0324914590324594	-0.0236889311031654	0.000447196265697363
Validation.LLDeep_0012	Control	Observed	-0.039314927349176	0.00406026226629762	-0.0235218456292502	-0.00409829623539154
Validation.LLDeep_0015	Control	Observed	-0.0630085658330539	-0.0120817302901889	-0.0316648027946762	0.00126693395286898
Validation.LLDeep_0018	Control	Observed	-0.0695090772290982	-0.0217666233611533	-0.0259689376780811	-0.0138303562921019
Validation.LLDeep_0021	Control	Observed	-0.0660258305136864	-0.0478672817834304	-0.0357421029472889	-0.0156514911731241
Validation.LLDeep_0022	Control	Observed	-0.0491327162342757	-0.0279130107599196	-0.0185157635142935	0.00282671340466428
Validation.LLDeep_0024	Control	Observed	-0.0537743198289597	-0.0103438491899232	-0.0227387628872987	-0.00248936476301376
Validation.LLDeep_0026	Control	Observed	-0.0255178390970052	0.0224114093507089	-0.00779064625413147	0.00818636076123712
Validation.LLDeep_0027	Control	Observed	-0.0450865207073021	0.0161922580545522	-0.00236787725838542	0.0134815833309225
Validation.LLDeep_0028	Control	Observed	-0.0423513625175028	-0.0101179743780804	-0.016239408993495	-0.00215295182038017
Validation.LLDeep_0029	Control	Observed	-0.0584631594295385	0.019203055174356	-0.0210037826275596	0.00491283735853849
Validation.LLDeep_0030	Control	Observed	-0.047858749350508	0.00970783491701797	-0.00707813353696271	0.0143003823681779
Validation.LLDeep_0033	Control	Observed	-0.0630535528876935	-0.0360023131103021	-0.0380893780182192	-0.017929620540401
Validation.LLDeep_0034	Control	Observed	-0.0484063995998093	-0.00132895755326262	-0.0122483035763187	0.00502108832418142
Validation.LLDeep_0037	Control	Observed	-0.07345067739681	-0.0300142628774606	-0.0281474615485606	-0.0171695748715077
Validation.LLDeep_0039	Control	Observed	0.0125737687393453	0.0468717323826889	0.00725549748247569	0.0239064684608555
Validation.LLDeep_0043	Control	Observed	-0.0292028818530225	-0.00881758510333881	-0.00311955221066839	0.0138344507337827
Validation.LLDeep_0047	Control	Observed	-0.0627928951248435	-0.0260294394403906	-0.0296320517256299	-0.00580383209664846
Validation.LLDeep_0052	Control	Observed	-0.0381325758555094	-0.00048302986269429	-0.0143529081515329	-0.00168728283944598
Validation.UMCG0333264	CD	Observed	0.0146789535231812	0.0147486120841542	0.0103987070750658	0.0167955693335955
Validation.UMCG1180653	UC	Observed	-0.0404063213808414	0.00599825253739701	-0.0123943695249472	0.00987379908809632
Validation.UMCG1576297	CD	Observed	0.0479917886167699	0.0180484710152535	0.0167943073475056	0.00411545695472595
Validation.UMCG1705352	UC	Observed	-0.0387858254484241	-0.0236489343466069	-0.00751783547283322	-0.00390417197150092
Validation.UMCG1708847	UC	Observed	-0.0793473958372715	-0.0512730266610911	-0.0371796544457756	-0.0222072373919678
Validation.UMCG2023308	CD	Observed	0.0013354229246246	0.0518078759017829	0.0262515988522962	0.0123059757184037
Validation.UMCG2136686	UC	Observed	-0.0453991913838352	0.014148098948646	-0.0150641000633024	0.00988545560402751
Validation.UMCG2739287	UC	Observed	-0.00401243971190624	0.0285500935789651	-0.00604865206092562	0.00610048427097142
Validation.UMCG2788516	CD	Observed	0.0620880781289327	0.0290961743975254	0.0187078509926458	-0.00186003326472404
Validation.UMCG3243705	UC	Observed	-0.0355884178795223	-0.0110449552772838	-0.0215559537232396	-0.00493763197202931
Validation.UMCG3299495	UC	Observed	-0.0277618781849926	-0.00290613598403032	0.0255260323544299	0.0117299942356158
Validation.UMCG3321127	UC	Observed	-0.00539570977989918	0.0412329841126834	-0.0067850300886713	0.0132891038415698
Validation.UMCG3595094	UC	Observed	-0.0418353618514054	0.0297486473512119	-0.00720248101585231	-0.000491837426306978
Validation.UMCG3748218	UC	Observed	0.00996591789908027	0.00221217083273365	0.0249016853589419	0.00774704449439087
Validation.UMCG4000898	UC	Observed	-0.0305173934906359	-0.00937593961884038	-0.0142886792484656	0.00491672546140182
Validation.UMCG4081271	UC	Observed	-0.0284922184406149	0.0363559836785811	-0.0250093960726106	-0.00448377956694952
Validation.UMCG4268471	UC	Observed	0.116523547942296	-0.0830124521920764	0.0502999163021597	-0.0326964598514879
Validation.UMCG4722506	UC	Observed	-0.00677996970213411	0.0115132782290457	-0.0103226019284708	0.0190456149536852
Validation.UMCG4789724	UC	Observed	-0.0231830919801982	-0.0012668799931056	-0.00572491400768311	9.28867407886237e-05
Validation.UMCG4851027	UC	Observed	0.0175401419632611	0.0116201442836445	0.0206046607509055	0.00742357909107841
Validation.UMCG5113553	UC	Observed	-0.00449550927674148	0.0312018889938557	-0.0196161269705092	0.0161640124937125
Validation.UMCG5308346	CD	Observed	0.00237812438414263	0.026618699441306	-0.00061780327922724	0.0133965077644522
Validation.UMCG5437940	CD	Observed	0.0442687196936684	0.0358473106246692	0.0247144936488235	0.013169852146157
Validation.UMCG5613882	CD	Observed	0.0487575744079646	0.0384890017399439	0.0335697972022862	0.0144571478742256
Validation.UMCG5792346	CD	Observed	-0.0121545147219209	0.0408112457733296	0.000822316274249506	0.0221876064350144
Validation.UMCG5921444	CD	Observed	-0.0430623808605018	0.0293014786887828	-0.0139644763322478	0.00260900579192707
Validation.UMCG6047689	UC	Observed	-0.0361937819197155	0.0107989779370666	-0.00834239189367878	0.00849708003047775
Validation.UMCG6054655	UC	Observed	-0.0240268355385436	0.0236013586503325	-0.00967563625195739	0.00292067458085274
Validation.UMCG6262744	CD	Observed	0.0284700829388	0.0275793320782556	0.0191723931195983	0.000613186775818856
Validation.UMCG6628208	CD	Observed	-0.0355920610587462	0.0353163203118848	-0.0146130768923677	0.00627891276886108
Validation.UMCG6720116	UC	Observed	-0.0251524087811813	-0.0198801511284433	-0.00902768742523054	0.00573604459476237
Validation.UMCG6738619	CD	Observed	-0.0194598417220148	0.0156111473525679	-0.00498176599399093	-0.00778679936845345
Validation.UMCG6868484	CD	Observed	-0.0337684279791166	-0.0131337866806271	-0.0197963954127527	-0.00234547940914541
Validation.UMCG6966873	UC	Observed	-0.0633456254031088	-0.0053976433900244	-0.010716001543231	0.00224667112645283
Validation.UMCG7115152	CD	Observed	0.00805149342938154	0.0353417850745586	0.010855650379945	0.02684517415868
Validation.UMCG7198526	UC	Observed	-0.0136857458146046	0.0366982728869732	-0.00819895235410228	0.00858060950357568
Validation.UMCG7563651	CD	Observed	-0.00890893223797672	0.00264936469099334	-0.0146914644065453	0.0101848344971213
Validation.UMCG8089650	CD	Observed	0.102242405656419	-0.0433899268737429	0.041033482071442	-0.0316552233992839
Validation.UMCG8255148	UC	Observed	-0.0342675327383579	0.0139860078749202	-0.00691560937011683	0.0114343751373721
Validation.UMCG8438880	CD	Observed	-0.0349879635997993	0.0401609612352117	-0.00447840521153511	0.00930923892882176
Validation.UMCG9119812	CD	Observed	0.0099892996385499	0.0181319181524002	0.0276570029937554	0.0144059871008634
Validation.UMCG9189151	CD	Observed	-0.02940816799044	0.0237151552035118	-0.0130478272539943	0.00414738028427604
Validation.UMCG9830707	CD	Observed	0.0132203905373444	0.0437844040036782	0.0112868426719367	0.013379771225343
PRISM.7122	CD	Group-adjusted	-0.0281968746114101	0.0222762385564136	-0.0280860915086231	0.00568662863774144
PRISM.7147	CD	Group-adjusted	-0.0766557145222197	-0.0155116848352453	-0.028004026461789	-0.0225836922788115
PRISM.7150	CD	Group-adjusted	-0.0447663558692759	-0.0176068760344124	-0.0264188840310802	0.000336339923856623
PRISM.7153	CD	Group-adjusted	-0.0208367639870767	0.0359843078849992	-0.0214905868374032	-0.0200388398404876
PRISM.7184	CD	Group-adjusted	-0.04628403622578	-0.00530785249030754	-0.0153928822258861	0.00286560340048614
PRISM.7238	CD	Group-adjusted	0.0415744232480194	-0.0193650441538922	0.0207495287602002	-0.0141057303078396
PRISM.7406	CD	Group-adjusted	0.0582995914411854	0.00692406509006243	0.0165945306568754	-0.0415048203707192
PRISM.7408	CD	Group-adjusted	0.0073274027136243	-0.0329734610527001	-0.0115411032912475	-0.00224006880463109
PRISM.7421	CD	Group-adjusted	-0.021163417473458	0.0166201852039643	-0.0260189078561151	0.0172629417736229
PRISM.7445	CD	Group-adjusted	0.0457475814422133	0.025315704923059	-0.00488937163518529	0.0116530142659903
PRISM.7486	CD	Group-adjusted	-0.0316692854230524	0.00644963001346581	0.0020479710158094	0.0144925142422052
PRISM.7496	UC	Group-adjusted	-0.019168113257204	0.0489578183192498	-0.0183885589213802	0.0157932633371905
PRISM.7506	UC	Group-adjusted	-0.0278259267907201	-0.0180506727406974	-0.0123561285981891	-0.0242972598249846
PRISM.7547	CD	Group-adjusted	-0.0635334700916293	-0.0256589529276922	-0.0237390717136414	-0.00948381966510098
PRISM.7658	CD	Group-adjusted	-0.0275190869113334	0.017695634009772	-0.0138302821671072	0.0135721716676601
PRISM.7662	Control	Group-adjusted	-0.0161149876083347	-0.0201087790762565	-0.022733385678106	0.00172857043244745
PRISM.7744	CD	Group-adjusted	-0.0549815611209495	-0.0134048062218205	-0.0388633253432607	-0.00515170702351034
PRISM.7759	CD	Group-adjusted	0.0170468358522372	0.0302253597525655	-0.00929458090136836	0.0194548946346387
PRISM.7762	UC	Group-adjusted	0.00218395334833836	0.0429753083566266	-0.00512242017988336	-0.000373234113746306
PRISM.7776	UC	Group-adjusted	-0.000710122051772198	0.0464055500775642	0.0231536128675666	0.0218263958192222
PRISM.7791	CD	Group-adjusted	-0.0393759283633921	0.0266639657081368	-0.0436037958152943	0.00794256201335997
PRISM.7843	CD	Group-adjusted	0.0301192897377555	-0.0114836142190946	0.0182032304862744	-0.00612520523428742
PRISM.7847	Control	Group-adjusted	-0.0166725047054753	0.00304081210253796	0.00446587863285499	0.0177624283029255
PRISM.7852	UC	Group-adjusted	-0.0160883627421178	-0.0166224953742047	0.00364622564670206	0.0252645109457797
PRISM.7855	Control	Group-adjusted	-0.00580564132367005	0.00165697093434826	-0.00512817054431373	0.00680514165277419
PRISM.7858	Control	Group-adjusted	0.0123431378967003	0.0140854110696678	0.00856278583116077	0.0178266033614783
PRISM.7860	Control	Group-adjusted	0.0140535035990339	0.0208626226696769	-0.0142385051913984	0.0111951086698278
PRISM.7861	Control	Group-adjusted	-0.0163918685425486	0.010679642854496	-0.00804642096535315	0.00915776409338454
PRISM.7862	Control	Group-adjusted	-0.017889835517245	0.0185050185056808	0.00349394871072873	0.0107761211596633
PRISM.7870	Control	Group-adjusted	0.00311040429661948	0.042661972813229	-0.00784737755454443	0.0130516397056021
PRISM.7874	Control	Group-adjusted	-0.0194229172322391	0.00721905754287856	-0.00903200301747039	0.00707964626410822
PRISM.7875	CD	Group-adjusted	0.0312016679623675	0.0135808316917619	0.0258239065770318	0.01034789489128
PRISM.7879	Control	Group-adjusted	-0.0276869868057337	-0.0549074705821419	-0.0176129166301661	-0.0127059387205729
PRISM.7897	UC	Group-adjusted	0.023081444353066	0.0240108157896849	0.000240904409421208	0.0205004287928603
PRISM.7899	Control	Group-adjusted	-0.0289004771337735	-0.000962414684137054	-0.0119563836525437	0.00380269401652295
