Group	EdgeKey	SelectionFrequency
TW	Genus:Algoriphagus || Genus:Altererythrobacter	0.002
TW	Genus:Algoriphagus || Genus:Exiguobacterium	0.01
TW	Genus:Altererythrobacter || Genus:Exiguobacterium	0.002
TW	Genus:Altererythrobacter || Genus:Massilia	0.03
TW	Genus:Altererythrobacter || Genus:Terrimonas	0.004
TW	Genus:Anaerolinea || Genus:Altererythrobacter	0.008
TW	Genus:Anaerolinea || Genus:Arenimonas	0.002
TW	Genus:Anaerolinea || Genus:Exiguobacterium	0.002
TW	Genus:Anaerolinea || Genus:Fusibacter	0.034
TW	Genus:Anaerolinea || Genus:Geobacter	0.008
TW	Genus:Anaerolinea || Genus:Lysobacter	0.002
TW	Genus:Anaerolinea || Genus:Pedobacter	0.002
TW	Genus:Anaerolinea || Genus:Terrimonas	0.012
TW	Genus:Anaerolinea || Genus:Variibacter	0.002
TW	Genus:Arenimonas || Genus:Exiguobacterium	0.006
TW	Genus:Arthrobacter || Genus:Acidovorax	0.682
TW	Genus:Arthrobacter || Genus:Algoriphagus	0.004
TW	Genus:Arthrobacter || Genus:Arenimonas	0.41
TW	Genus:Arthrobacter || Genus:Bryobacter	0.002
TW	Genus:Arthrobacter || Genus:Desulfobulbus	0.054
TW	Genus:Arthrobacter || Genus:Erythrobacter	0.002
TW	Genus:Arthrobacter || Genus:Exiguobacterium	0.002
TW	Genus:Arthrobacter || Genus:Ferruginibacter	0.134
TW	Genus:Arthrobacter || Genus:Geobacter	0.084
TW	Genus:Arthrobacter || Genus:Gillisia	0.506
TW	Genus:Arthrobacter || Genus:Haliangium	0.026
TW	Genus:Arthrobacter || Genus:Illumatobacter	0.388
TW	Genus:Arthrobacter || Genus:Lysobacter	0.002
TW	Genus:Arthrobacter || Genus:Marinicella	0.068
TW	Genus:Arthrobacter || Genus:Massilia	0.024
TW	Genus:Arthrobacter || Genus:Nitrospira	0.016
TW	Genus:Arthrobacter || Genus:Paenisporosarcina	0.18
TW	Genus:Arthrobacter || Genus:Pedobacter	0.012
TW	Genus:Arthrobacter || Genus:Pirellula	0.052
TW	Genus:Arthrobacter || Genus:Pseudomonas	0.044
TW	Genus:Arthrobacter || Genus:Robiginitalea	0.006
TW	Genus:Arthrobacter || Genus:Sulfurovum	0.07
TW	Genus:Arthrobacter || Genus:Terrimonas	0.072
TW	Genus:Bacillus || Genus:Acidovorax	0.042
TW	Genus:Bacillus || Genus:Algoriphagus	0.002
TW	Genus:Bacillus || Genus:Anaerolinea	0.004
TW	Genus:Bacillus || Genus:Arthrobacter	0.068
TW	Genus:Bacillus || Genus:Blastocatella	0.026
TW	Genus:Bacillus || Genus:Bryobacter	0.116
TW	Genus:Bacillus || Genus:Candidatus Solibacter	0.004
TW	Genus:Bacillus || Genus:Desulfobulbus	0.016
TW	Genus:Bacillus || Genus:Exiguobacterium	0.008
TW	Genus:Bacillus || Genus:Ferruginibacter	0.838
TW	Genus:Bacillus || Genus:Gaiella	0.066
TW	Genus:Bacillus || Genus:Geobacter	0.042
TW	Genus:Bacillus || Genus:Marinicella	0.002
TW	Genus:Bacillus || Genus:Massilia	0.006
TW	Genus:Bacillus || Genus:Nitrospira	0.006
TW	Genus:Bacillus || Genus:Pedobacter	0.022
TW	Genus:Bacillus || Genus:Pirellula	0.002
TW	Genus:Bacillus || Genus:Planctomyces	0.012
TW	Genus:Bacillus || Genus:Planomicrobium	0.036
TW	Genus:Bacillus || Genus:Pseudolabrys	0.076
TW	Genus:Bacillus || Genus:Robiginitalea	0.002
TW	Genus:Bacillus || Genus:Sulfurovum	0.002
TW	Genus:Bacillus || Genus:Terrimonas	0.004
TW	Genus:Bacillus || Genus:Variibacter	0.004
TW	Genus:Blastocatella || Genus:Anaerolinea	0.266
TW	Genus:Blastocatella || Genus:Arenimonas	0.002
TW	Genus:Blastocatella || Genus:Bryobacter	0.002
TW	Genus:Blastocatella || Genus:Erythrobacter	0.004
TW	Genus:Blastocatella || Genus:Fusibacter	0.004
TW	Genus:Blastocatella || Genus:Gaiella	0.056
TW	Genus:Blastocatella || Genus:Gemmatimonas	0.112
TW	Genus:Blastocatella || Genus:Lysobacter	0.02
TW	Genus:Blastocatella || Genus:Paenisporosarcina	0.002
TW	Genus:Blastocatella || Genus:Planctomyces	0.01
TW	Genus:Blastocatella || Genus:Planomicrobium	0.008
TW	Genus:Blastocatella || Genus:Pseudolabrys	0.01
TW	Genus:Blastocatella || Genus:Pseudomonas	0.012
TW	Genus:Blastocatella || Genus:Sulfurovum	0.066
TW	Genus:Blastocatella || Genus:Terrimonas	0.002
TW	Genus:Bryobacter || Genus:Acidovorax	0.084
TW	Genus:Bryobacter || Genus:Algoriphagus	0.006
TW	Genus:Bryobacter || Genus:Arenimonas	0.084
TW	Genus:Bryobacter || Genus:Desulfobulbus	0.002
TW	Genus:Bryobacter || Genus:Ferruginibacter	0.002
TW	Genus:Bryobacter || Genus:Fusibacter	0.014
TW	Genus:Bryobacter || Genus:Gillisia	0.012
TW	Genus:Bryobacter || Genus:Haliangium	0.01
TW	Genus:Bryobacter || Genus:Massilia	0.014
TW	Genus:Bryobacter || Genus:Nitrospira	0.01
TW	Genus:Bryobacter || Genus:Pseudolabrys	0.02
TW	Genus:Bryobacter || Genus:Pseudomonas	0.008
TW	Genus:Bryobacter || Genus:Robiginitalea	0.008
TW	Genus:Bryobacter || Genus:Sulfurovum	0.004
TW	Genus:Bryobacter || Genus:Variibacter	0.004
TW	Genus:Candidatus Solibacter || Genus:Algoriphagus	0.05
TW	Genus:Candidatus Solibacter || Genus:Anaerolinea	0.114
TW	Genus:Candidatus Solibacter || Genus:Arenimonas	0.098
TW	Genus:Candidatus Solibacter || Genus:Arthrobacter	0.004
TW	Genus:Candidatus Solibacter || Genus:Blastocatella	0.042
TW	Genus:Candidatus Solibacter || Genus:Bryobacter	0.002
TW	Genus:Candidatus Solibacter || Genus:Desulfobulbus	0.008
TW	Genus:Candidatus Solibacter || Genus:Ferruginibacter	0.002
TW	Genus:Candidatus Solibacter || Genus:Gaiella	0.114
TW	Genus:Candidatus Solibacter || Genus:Geobacter	0.004
TW	Genus:Candidatus Solibacter || Genus:Haliangium	0.016
TW	Genus:Candidatus Solibacter || Genus:Illumatobacter	0.006
TW	Genus:Candidatus Solibacter || Genus:Marinicella	0.002
TW	Genus:Candidatus Solibacter || Genus:Massilia	0.006
TW	Genus:Candidatus Solibacter || Genus:Paenisporosarcina	0.046
TW	Genus:Candidatus Solibacter || Genus:Pedobacter	0.004
TW	Genus:Candidatus Solibacter || Genus:Pirellula	0.002
TW	Genus:Candidatus Solibacter || Genus:Planctomyces	0.056
TW	Genus:Candidatus Solibacter || Genus:Pseudolabrys	0.038
TW	Genus:Candidatus Solibacter || Genus:Robiginitalea	0.004
TW	Genus:Candidatus Solibacter || Genus:Sulfurovum	0.09
TW	Genus:Clostridium sensu stricto 13 || Genus:Acidovorax	0.026
TW	Genus:Clostridium sensu stricto 13 || Genus:Anaerolinea	0.14
TW	Genus:Clostridium sensu stricto 13 || Genus:Arenimonas	0.008
TW	Genus:Clostridium sensu stricto 13 || Genus:Bacillus	0.006
TW	Genus:Clostridium sensu stricto 13 || Genus:Candidatus Solibacter	0.02
TW	Genus:Clostridium sensu stricto 13 || Genus:Desulfobulbus	0.852
TW	Genus:Clostridium sensu stricto 13 || Genus:Exiguobacterium	0.012
TW	Genus:Clostridium sensu stricto 13 || Genus:Flavobacterium	0.002
TW	Genus:Clostridium sensu stricto 13 || Genus:Gaiella	0.002
TW	Genus:Clostridium sensu stricto 13 || Genus:Gemmatimonas	0.302
TW	Genus:Clostridium sensu stricto 13 || Genus:Gillisia	0.542
TW	Genus:Clostridium sensu stricto 13 || Genus:Illumatobacter	0.016
TW	Genus:Clostridium sensu stricto 13 || Genus:Lysobacter	0.006
TW	Genus:Clostridium sensu stricto 13 || Genus:Nitrospira	0.114
TW	Genus:Clostridium sensu stricto 13 || Genus:Pedobacter	0.178
TW	Genus:Clostridium sensu stricto 13 || Genus:Pirellula	0.008
TW	Genus:Clostridium sensu stricto 13 || Genus:Planctomyces	0.262
TW	Genus:Clostridium sensu stricto 13 || Genus:Planomicrobium	0.002
TW	Genus:Clostridium sensu stricto 13 || Genus:Pseudolabrys	0.002
TW	Genus:Clostridium sensu stricto 13 || Genus:Pseudomonas	0.024
TW	Genus:Clostridium sensu stricto 13 || Genus:Thiobacillus	0.012
TW	Genus:Clostridium sensu stricto 13 || Genus:Variibacter	0.116
TW	Genus:Desulfobulbus || Genus:Altererythrobacter	0.002
TW	Genus:Desulfobulbus || Genus:Arenimonas	0.008
TW	Genus:Desulfobulbus || Genus:Erythrobacter	0.004
TW	Genus:Desulfobulbus || Genus:Ferruginibacter	0.014
TW	Genus:Desulfobulbus || Genus:Haliangium	0.03
TW	Genus:Desulfobulbus || Genus:Massilia	0.042
TW	Genus:Desulfobulbus || Genus:Nitrospira	0.004
TW	Genus:Desulfobulbus || Genus:Paenisporosarcina	0.002
TW	Genus:Desulfobulbus || Genus:Terrimonas	0.01
TW	Genus:Erythrobacter || Genus:Algoriphagus	0.022
TW	Genus:Erythrobacter || Genus:Exiguobacterium	0.01
TW	Genus:Erythrobacter || Genus:Geobacter	0.008
TW	Genus:Erythrobacter || Genus:Haliangium	0.006
TW	Genus:Erythrobacter || Genus:Massilia	0.026
TW	Genus:Erythrobacter || Genus:Paenisporosarcina	0.008
TW	Genus:Erythrobacter || Genus:Robiginitalea	0.264
TW	Genus:Ferruginibacter || Genus:Altererythrobacter	0.022
TW	Genus:Ferruginibacter || Genus:Exiguobacterium	0.006
TW	Genus:Ferruginibacter || Genus:Fusibacter	0.15
TW	Genus:Ferruginibacter || Genus:Geobacter	0.172
TW	Genus:Ferruginibacter || Genus:Lysobacter	0.04
TW	Genus:Ferruginibacter || Genus:Massilia	0.008
TW	Genus:Ferruginibacter || Genus:Nitrospira	0.002
TW	Genus:Ferruginibacter || Genus:Robiginitalea	0.074
TW	Genus:Ferruginibacter || Genus:Terrimonas	0.018
TW	Genus:Flavobacterium || Genus:Algoriphagus	0.11
TW	Genus:Flavobacterium || Genus:Altererythrobacter	0.58
TW	Genus:Flavobacterium || Genus:Anaerolinea	0.01
TW	Genus:Flavobacterium || Genus:Arenimonas	0.016
TW	Genus:Flavobacterium || Genus:Blastocatella	0.198
TW	Genus:Flavobacterium || Genus:Bryobacter	0.002
TW	Genus:Flavobacterium || Genus:Desulfobulbus	0.024
TW	Genus:Flavobacterium || Genus:Erythrobacter	0.032
TW	Genus:Flavobacterium || Genus:Exiguobacterium	0.018
TW	Genus:Flavobacterium || Genus:Ferruginibacter	0.35
TW	Genus:Flavobacterium || Genus:Fusibacter	0.604
TW	Genus:Flavobacterium || Genus:Gemmatimonas	0.028
TW	Genus:Flavobacterium || Genus:Geobacter	0.18
TW	Genus:Flavobacterium || Genus:Gillisia	0.28
TW	Genus:Flavobacterium || Genus:Haliangium	0.26
TW	Genus:Flavobacterium || Genus:Illumatobacter	0.342
TW	Genus:Flavobacterium || Genus:Marinicella	0.054
TW	Genus:Flavobacterium || Genus:Nitrospira	0.002
TW	Genus:Flavobacterium || Genus:Paenisporosarcina	0.04
TW	Genus:Flavobacterium || Genus:Pedobacter	0.066
TW	Genus:Flavobacterium || Genus:Planctomyces	0.684
TW	Genus:Flavobacterium || Genus:Pseudomonas	0.384
TW	Genus:Flavobacterium || Genus:Robiginitalea	0.002
TW	Genus:Gaiella || Genus:Acidovorax	0.02
TW	Genus:Gaiella || Genus:Algoriphagus	0.018
TW	Genus:Gaiella || Genus:Altererythrobacter	0.058
TW	Genus:Gaiella || Genus:Erythrobacter	0.002
TW	Genus:Gaiella || Genus:Gemmatimonas	0.002
TW	Genus:Gaiella || Genus:Geobacter	0.062
TW	Genus:Gaiella || Genus:Haliangium	0.004
TW	Genus:Gaiella || Genus:Massilia	0.022
TW	Genus:Gaiella || Genus:Nitrospira	0.034
TW	Genus:Gaiella || Genus:Paenisporosarcina	0.004
TW	Genus:Gaiella || Genus:Pedobacter	0.008
TW	Genus:Gaiella || Genus:Pirellula	0.002
TW	Genus:Gaiella || Genus:Pseudomonas	0.016
TW	Genus:Gaiella || Genus:Robiginitalea	0.018
TW	Genus:Gaiella || Genus:Terrimonas	0.004
TW	Genus:Gaiella || Genus:Variibacter	0.002
TW	Genus:Gemmatimonas || Genus:Acidovorax	0.008
TW	Genus:Gemmatimonas || Genus:Algoriphagus	0.054
TW	Genus:Gemmatimonas || Genus:Arenimonas	0.108
TW	Genus:Gemmatimonas || Genus:Desulfobulbus	0.29
TW	Genus:Gemmatimonas || Genus:Exiguobacterium	0.326
TW	Genus:Gemmatimonas || Genus:Geobacter	0.006
TW	Genus:Gemmatimonas || Genus:Lysobacter	0.002
TW	Genus:Gemmatimonas || Genus:Nitrospira	0.07
TW	Genus:Gemmatimonas || Genus:Paenisporosarcina	0.002
TW	Genus:Gemmatimonas || Genus:Pseudolabrys	0.01
TW	Genus:Gemmatimonas || Genus:Terrimonas	0.008
TW	Genus:Gemmatimonas || Genus:Variibacter	0.014
TW	Genus:Geobacter || Genus:Algoriphagus	0.002
TW	Genus:Geobacter || Genus:Altererythrobacter	0.006
TW	Genus:Geobacter || Genus:Arenimonas	0.006
TW	Genus:Geobacter || Genus:Exiguobacterium	0.002
TW	Genus:Geobacter || Genus:Fusibacter	0.002
TW	Genus:Geobacter || Genus:Terrimonas	0.002
TW	Genus:Gillisia || Genus:Algoriphagus	0.026
TW	Genus:Gillisia || Genus:Arenimonas	0.082
TW	Genus:Gillisia || Genus:Exiguobacterium	0.022
TW	Genus:Gillisia || Genus:Ferruginibacter	0.022
TW	Genus:Gillisia || Genus:Fusibacter	0.88
TW	Genus:Gillisia || Genus:Gaiella	0.002
TW	Genus:Gillisia || Genus:Gemmatimonas	0.376
TW	Genus:Gillisia || Genus:Geobacter	0.094
TW	Genus:Gillisia || Genus:Lysobacter	0.002
TW	Genus:Gillisia || Genus:Marinicella	0.002
TW	Genus:Gillisia || Genus:Nitrospira	0.074
TW	Genus:Gillisia || Genus:Paenisporosarcina	0.042
TW	Genus:Gillisia || Genus:Pedobacter	0.022
TW	Genus:Gillisia || Genus:Pirellula	0.034
TW	Genus:Gillisia || Genus:Planomicrobium	0.044
TW	Genus:Gillisia || Genus:Pseudomonas	0.002
TW	Genus:Gillisia || Genus:Variibacter	0.16
TW	Genus:Haliangium || Genus:Algoriphagus	0.302
TW	Genus:Haliangium || Genus:Exiguobacterium	0.002
TW	Genus:Haliangium || Genus:Robiginitalea	0.01
TW	Genus:Haliangium || Genus:Terrimonas	0.042
TW	Genus:Illumatobacter || Genus:Algoriphagus	0.002
TW	Genus:Illumatobacter || Genus:Altererythrobacter	0.024
TW	Genus:Illumatobacter || Genus:Bryobacter	0.004
TW	Genus:Illumatobacter || Genus:Desulfobulbus	0.01
TW	Genus:Illumatobacter || Genus:Haliangium	0.002
TW	Genus:Illumatobacter || Genus:Lysobacter	0.002
TW	Genus:Illumatobacter || Genus:Massilia	0.002
TW	Genus:Illumatobacter || Genus:Nitrospira	0.026
TW	Genus:Illumatobacter || Genus:Paenisporosarcina	0.004
TW	Genus:Illumatobacter || Genus:Pirellula	0.024
TW	Genus:Illumatobacter || Genus:Planomicrobium	0.048
TW	Genus:Illumatobacter || Genus:Robiginitalea	0.016
TW	Genus:Illumatobacter || Genus:Sulfurovum	0.01
TW	Genus:Lysobacter || Genus:Altererythrobacter	0.006
TW	Genus:Lysobacter || Genus:Geobacter	0.062
TW	Genus:Lysobacter || Genus:Haliangium	0.75
TW	Genus:Marinicella || Genus:Algoriphagus	0.06
TW	Genus:Marinicella || Genus:Altererythrobacter	0.004
TW	Genus:Marinicella || Genus:Arenimonas	0.002
TW	Genus:Marinicella || Genus:Desulfobulbus	0.002
TW	Genus:Marinicella || Genus:Fusibacter	0.006
TW	Genus:Marinicella || Genus:Gaiella	0.002
TW	Genus:Marinicella || Genus:Gemmatimonas	0.004
TW	Genus:Marinicella || Genus:Lysobacter	0.058
TW	Genus:Marinicella || Genus:Nitrospira	0.002
TW	Genus:Marinicella || Genus:Pirellula	0.012
TW	Genus:Marinicella || Genus:Planctomyces	0.096
TW	Genus:Marinicella || Genus:Robiginitalea	0.002
TW	Genus:Marinicella || Genus:Terrimonas	0.002
TW	Genus:Marinicella || Genus:Variibacter	0.018
TW	Genus:Massilia || Genus:Exiguobacterium	0.004
TW	Genus:Massilia || Genus:Fusibacter	0.062
TW	Genus:Nitrospira || Genus:Algoriphagus	0.004
TW	Genus:Nitrospira || Genus:Altererythrobacter	0.004
TW	Genus:Nitrospira || Genus:Exiguobacterium	0.008
TW	Genus:Nitrospira || Genus:Fusibacter	0.02
TW	Genus:Nitrospira || Genus:Geobacter	0.068
TW	Genus:Nitrospira || Genus:Lysobacter	0.344
TW	Genus:Nitrospira || Genus:Massilia	0.076
TW	Genus:Nitrospira || Genus:Paenisporosarcina	0.054
TW	Genus:Nitrospira || Genus:Robiginitalea	0.362
TW	Genus:Nitrospira || Genus:Terrimonas	0.136
TW	Genus:Paenisporosarcina || Genus:Algoriphagus	0.016
TW	Genus:Paenisporosarcina || Genus:Arenimonas	0.084
TW	Genus:Paenisporosarcina || Genus:Exiguobacterium	0.418
TW	Genus:Paenisporosarcina || Genus:Fusibacter	0.002
TW	Genus:Paenisporosarcina || Genus:Haliangium	0.062
TW	Genus:Paenisporosarcina || Genus:Lysobacter	0.232
TW	Genus:Paenisporosarcina || Genus:Massilia	0.456
TW	Genus:Paenisporosarcina || Genus:Robiginitalea	0.014
TW	Genus:Pedobacter || Genus:Algoriphagus	0.322
TW	Genus:Pedobacter || Genus:Arenimonas	0.002
TW	Genus:Pedobacter || Genus:Erythrobacter	0.126
TW	Genus:Pedobacter || Genus:Exiguobacterium	0.01
TW	Genus:Pedobacter || Genus:Lysobacter	0.002
TW	Genus:Pedobacter || Genus:Nitrospira	0.144
TW	Genus:Pedobacter || Genus:Pseudolabrys	0.004
TW	Genus:Pedobacter || Genus:Robiginitalea	0.002
TW	Genus:Pedobacter || Genus:Variibacter	0.002
TW	Genus:Pirellula || Genus:Acidovorax	0.56
TW	Genus:Pirellula || Genus:Algoriphagus	0.006
TW	Genus:Pirellula || Genus:Altererythrobacter	0.008
TW	Genus:Pirellula || Genus:Arenimonas	0.02
TW	Genus:Pirellula || Genus:Desulfobulbus	0.018
TW	Genus:Pirellula || Genus:Exiguobacterium	0.126
TW	Genus:Pirellula || Genus:Gemmatimonas	0.002
TW	Genus:Pirellula || Genus:Geobacter	0.004
TW	Genus:Pirellula || Genus:Massilia	0.002
TW	Genus:Pirellula || Genus:Paenisporosarcina	0.002
TW	Genus:Pirellula || Genus:Pedobacter	0.006
TW	Genus:Pirellula || Genus:Planctomyces	0.002
TW	Genus:Pirellula || Genus:Robiginitalea	0.008
TW	Genus:Pirellula || Genus:Terrimonas	0.004
TW	Genus:Pirellula || Genus:Variibacter	0.002
TW	Genus:Planctomyces || Genus:Algoriphagus	0.258
TW	Genus:Planctomyces || Genus:Altererythrobacter	0.002
TW	Genus:Planctomyces || Genus:Arenimonas	0.002
TW	Genus:Planctomyces || Genus:Desulfobulbus	0.004
TW	Genus:Planctomyces || Genus:Erythrobacter	0.004
TW	Genus:Planctomyces || Genus:Ferruginibacter	0.126
TW	Genus:Planctomyces || Genus:Lysobacter	0.126
TW	Genus:Planctomyces || Genus:Massilia	0.074
TW	Genus:Planctomyces || Genus:Nitrospira	0.022
TW	Genus:Planctomyces || Genus:Pedobacter	0.004
TW	Genus:Planctomyces || Genus:Robiginitalea	0.038
TW	Genus:Planctomyces || Genus:Terrimonas	0.032
TW	Genus:Planctomyces || Genus:Variibacter	0.03
TW	Genus:Planomicrobium || Genus:Acidovorax	0.014
TW	Genus:Planomicrobium || Genus:Algoriphagus	0.006
TW	Genus:Planomicrobium || Genus:Altererythrobacter	0.058
TW	Genus:Planomicrobium || Genus:Erythrobacter	0.004
TW	Genus:Planomicrobium || Genus:Exiguobacterium	0.004
TW	Genus:Planomicrobium || Genus:Ferruginibacter	0.016
TW	Genus:Planomicrobium || Genus:Gemmatimonas	0.002
TW	Genus:Planomicrobium || Genus:Geobacter	0.004
TW	Genus:Planomicrobium || Genus:Haliangium	0.004
TW	Genus:Planomicrobium || Genus:Marinicella	0.012
TW	Genus:Planomicrobium || Genus:Massilia	0.018
TW	Genus:Planomicrobium || Genus:Pedobacter	0.006
TW	Genus:Planomicrobium || Genus:Planctomyces	0.004
TW	Genus:Planomicrobium || Genus:Pseudolabrys	0.006
TW	Genus:Planomicrobium || Genus:Pseudomonas	0.002
TW	Genus:Planomicrobium || Genus:Robiginitalea	0.012
TW	Genus:Pseudolabrys || Genus:Acidovorax	0.028
TW	Genus:Pseudolabrys || Genus:Altererythrobacter	0.002
TW	Genus:Pseudolabrys || Genus:Erythrobacter	0.002
TW	Genus:Pseudolabrys || Genus:Exiguobacterium	0.004
TW	Genus:Pseudolabrys || Genus:Lysobacter	0.008
TW	Genus:Pseudolabrys || Genus:Massilia	0.096
TW	Genus:Pseudolabrys || Genus:Nitrospira	0.09
TW	Genus:Pseudolabrys || Genus:Paenisporosarcina	0.01
TW	Genus:Pseudolabrys || Genus:Terrimonas	0.016
TW	Genus:Pseudomonas || Genus:Acidovorax	0.04
TW	Genus:Pseudomonas || Genus:Algoriphagus	0.046
TW	Genus:Pseudomonas || Genus:Altererythrobacter	0.002
TW	Genus:Pseudomonas || Genus:Desulfobulbus	0.04
TW	Genus:Pseudomonas || Genus:Exiguobacterium	0.002
TW	Genus:Pseudomonas || Genus:Ferruginibacter	0.002
TW	Genus:Pseudomonas || Genus:Geobacter	0.026
TW	Genus:Pseudomonas || Genus:Lysobacter	0.016
TW	Genus:Pseudomonas || Genus:Massilia	0.002
TW	Genus:Pseudomonas || Genus:Nitrospira	0.006
TW	Genus:Pseudomonas || Genus:Paenisporosarcina	0.006
TW	Genus:Pseudomonas || Genus:Pedobacter	0.052
TW	Genus:Pseudomonas || Genus:Pirellula	0.004
TW	Genus:Pseudomonas || Genus:Planctomyces	0.04
TW	Genus:Pseudomonas || Genus:Pseudolabrys	0.012
TW	Genus:Pseudomonas || Genus:Terrimonas	0.016
TW	Genus:Pseudomonas || Genus:Variibacter	0.034
TW	Genus:Robiginitalea || Genus:Algoriphagus	0.002
TW	Genus:Robiginitalea || Genus:Altererythrobacter	0.062
TW	Genus:Robiginitalea || Genus:Arenimonas	0.008
TW	Genus:Robiginitalea || Genus:Terrimonas	0.002
TW	Genus:Sphingomonas || Genus:Acidovorax	0.03
TW	Genus:Sphingomonas || Genus:Algoriphagus	0.038
TW	Genus:Sphingomonas || Genus:Arthrobacter	0.212
TW	Genus:Sphingomonas || Genus:Bacillus	0.004
TW	Genus:Sphingomonas || Genus:Blastocatella	0.006
TW	Genus:Sphingomonas || Genus:Candidatus Solibacter	0.496
TW	Genus:Sphingomonas || Genus:Clostridium sensu stricto 13	0.668
TW	Genus:Sphingomonas || Genus:Exiguobacterium	0.052
TW	Genus:Sphingomonas || Genus:Ferruginibacter	0.43
TW	Genus:Sphingomonas || Genus:Flavobacterium	0.074
TW	Genus:Sphingomonas || Genus:Fusibacter	0.014
TW	Genus:Sphingomonas || Genus:Geobacter	0.082
TW	Genus:Sphingomonas || Genus:Gillisia	0.004
TW	Genus:Sphingomonas || Genus:Lysobacter	0.002
TW	Genus:Sphingomonas || Genus:Marinicella	0.038
TW	Genus:Sphingomonas || Genus:Massilia	0.03
TW	Genus:Sphingomonas || Genus:Nitrospira	0.002
TW	Genus:Sphingomonas || Genus:Paenisporosarcina	0.002
TW	Genus:Sphingomonas || Genus:Pirellula	0.002
TW	Genus:Sphingomonas || Genus:Planctomyces	0.006
TW	Genus:Sphingomonas || Genus:Planomicrobium	0.05
TW	Genus:Sphingomonas || Genus:Pseudolabrys	0.074
TW	Genus:Sphingomonas || Genus:Sulfurovum	0.014
TW	Genus:Sphingomonas || Genus:Thiobacillus	0.036
TW	Genus:Sphingomonas || Genus:Variibacter	0.136
TW	Genus:Sulfurovum || Genus:Acidovorax	0.016
TW	Genus:Sulfurovum || Genus:Algoriphagus	0.004
TW	Genus:Sulfurovum || Genus:Altererythrobacter	0.006
TW	Genus:Sulfurovum || Genus:Arenimonas	0.01
TW	Genus:Sulfurovum || Genus:Desulfobulbus	0.18
TW	Genus:Sulfurovum || Genus:Gillisia	0.076
TW	Genus:Sulfurovum || Genus:Haliangium	0.016
TW	Genus:Sulfurovum || Genus:Lysobacter	0.356
TW	Genus:Sulfurovum || Genus:Massilia	0.006
TW	Genus:Sulfurovum || Genus:Nitrospira	0.006
TW	Genus:Sulfurovum || Genus:Paenisporosarcina	0.002
TW	Genus:Sulfurovum || Genus:Planomicrobium	0.002
TW	Genus:Sulfurovum || Genus:Pseudolabrys	0.002
TW	Genus:Sulfurovum || Genus:Pseudomonas	0.002
TW	Genus:Sulfurovum || Genus:Variibacter	0.038
TW	Genus:Terrimonas || Genus:Exiguobacterium	0.002
TW	Genus:Thiobacillus || Genus:Altererythrobacter	0.022
TW	Genus:Thiobacillus || Genus:Arenimonas	0.002
TW	Genus:Thiobacillus || Genus:Arthrobacter	0.004
TW	Genus:Thiobacillus || Genus:Bacillus	0.002
TW	Genus:Thiobacillus || Genus:Bryobacter	0.006
TW	Genus:Thiobacillus || Genus:Erythrobacter	0.188
TW	Genus:Thiobacillus || Genus:Ferruginibacter	0.21
TW	Genus:Thiobacillus || Genus:Gemmatimonas	0.11
TW	Genus:Thiobacillus || Genus:Haliangium	0.006
TW	Genus:Thiobacillus || Genus:Illumatobacter	0.114
TW	Genus:Thiobacillus || Genus:Lysobacter	0.006
TW	Genus:Thiobacillus || Genus:Nitrospira	0.024
TW	Genus:Thiobacillus || Genus:Paenisporosarcina	0.682
TW	Genus:Thiobacillus || Genus:Pedobacter	0.194
TW	Genus:Thiobacillus || Genus:Pirellula	0.242
TW	Genus:Thiobacillus || Genus:Planctomyces	0.014
TW	Genus:Thiobacillus || Genus:Pseudolabrys	0.016
TW	Genus:Thiobacillus || Genus:Sulfurovum	0.004
TW	Genus:Variibacter || Genus:Arenimonas	0.084
TW	Genus:Variibacter || Genus:Erythrobacter	0.01
TW	Genus:Variibacter || Genus:Exiguobacterium	0.064
TW	Genus:Variibacter || Genus:Geobacter	0.038
TW	Genus:Variibacter || Genus:Haliangium	0.208
TW	Genus:Variibacter || Genus:Nitrospira	0.026
TW	Genus:Variibacter || Genus:Paenisporosarcina	0.008
TW	Genus:Variibacter || Genus:Pseudolabrys	0.07
TW	Genus:Variibacter || Genus:Robiginitalea	0.002
TW	Genus:Variibacter || Genus:Terrimonas	0.028
