Taxon	SampleID	RelativeAbundance	Percent	Annotated
Catenuloplanes	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Caulobacter	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Cellulomonas	S1	6.655704330122934e-4	0.06655704330122934	TRUE
Cellulosilyticum	S1	0	0	TRUE
Cellulosimicrobium	S1	0	0	TRUE
Cellvibrio	S1	0	0	TRUE
Cercis gigantea	S1	0	0	TRUE
Cesiribacter	S1	0	0	TRUE
Chitinimonas	S1	0	0	TRUE
Chitinophaga	S1	7.438728368960927e-4	0.07438728368960927	TRUE
Chlorobaculum	S1	0	0	TRUE
Chlorochromatium	S1	6.655704330122934e-4	0.06655704330122934	TRUE
Chloroflexus	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Chloronema	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Chondromyces	S1	0	0	TRUE
Christensenellaceae R-7 group	S1	6.264192310703939e-4	0.06264192310703938	TRUE
Chroococcidiopsis	S1	0	0	TRUE
Chryseobacterium	S1	0	0	TRUE
Chryseolinea	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Chthoniobacter	S1	0.005285412262156448	0.5285412262156448	TRUE
Chthonomonas	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Citricoccus	S1	0	0	TRUE
CL500-29 marine group	S1	0.004463237021376556	0.4463237021376556	TRUE
CL500-3	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Cloacibacterium	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Clostridium sensu stricto 1	S1	7.047216349541931e-4	0.07047216349541931	TRUE
Clostridium sensu stricto 10	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Clostridium sensu stricto 12	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Clostridium sensu stricto 13	S1	0.0076736355806123245	0.7673635580612325	TRUE
Clostridium sensu stricto 3	S1	0	0	TRUE
Clostridium sensu stricto 5	S1	0	0	TRUE
Clostridium sensu stricto 6	S1	0	0	TRUE
Clostridium sensu stricto 8	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Clostridium sensu stricto 9	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Cohnella	S1	0	0	TRUE
Comamonas	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Conexibacter	S1	5.08965625244695e-4	0.0508965625244695	TRUE
Constrictibacter	S1	0	0	TRUE
Coprothermobacter	S1	0	0	TRUE
Coxiella	S1	0	0	TRUE
Crenothrix	S1	0.0014485944718502857	0.14485944718502858	TRUE
Croceicoccus	S1	0	0	TRUE
Crossiella	S1	0	0	TRUE
Cryobacterium	S1	5.481168271865946e-4	0.05481168271865946	TRUE
Cryomorpha	S1	0	0	TRUE
Cryptanaerobacter	S1	0	0	TRUE
Cryptosporangium	S1	0	0	TRUE
Cupriavidus	S1	0	0	TRUE
Cyanothece	S1	0	0	TRUE
Cyclobacterium	S1	0	0	TRUE
Dactylosporangium	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Dechloromonas	S1	2.740584135932973e-4	0.02740584135932973	TRUE
Deferrisoma	S1	3.9151201941899614e-4	0.03915120194189962	TRUE
Defluviicoccus	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Defluviitoga	S1	0	0	TRUE
Dehalogenimonas	S1	0	0	TRUE
Deinococcus	S1	0	0	TRUE
Demequina	S1	4.306632213608958e-4	0.04306632213608958	TRUE
Denitratisoma	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Desulfatiglans	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Desulfatirhabdium	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Desulfatitalea	S1	0	0	TRUE
Desulfobacca	S1	3.132096155351969e-4	0.03132096155351969	TRUE
Desulfobacter	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Desulfobacterium	S1	0	0	TRUE
Desulfobacula	S1	0	0	TRUE
Desulfobulbus	S1	6.655704330122934e-4	0.06655704330122934	TRUE
Desulfocapsa	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Desulfococcus	S1	0	0	TRUE
Desulfofustis	S1	0	0	TRUE
Desulfomicrobium	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Desulfomonile	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Desulfonatronobacter	S1	0	0	TRUE
Desulfonatronum	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Desulfonema	S1	0	0	TRUE
Desulfopila	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Desulforhabdus	S1	0	0	TRUE
Desulforhopalus	S1	0	0	TRUE
Desulfosalsimonas	S1	0	0	TRUE
Desulfosarcina	S1	0	0	TRUE
Desulfosporosinus	S1	0	0	TRUE
Desulfotignum	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Desulfovibrio	S1	0	0	TRUE
Desulfovirga	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Desulfurispora	S1	0	0	TRUE
Desulfurivibrio	S1	0	0	TRUE
Desulfuromonas	S1	5.872680291284943e-4	0.05872680291284943	TRUE
Desulfuromusa	S1	0	0	TRUE
Dethiobacter	S1	0	0	TRUE
Devosia	S1	6.264192310703939e-4	0.06264192310703938	TRUE
Dictyoglomus	S1	0	0	TRUE
Dielma	S1	0	0	TRUE
Dietzia	S1	0	0	TRUE
Dokdonella	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Dongia	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Draconibacterium	S1	0	0	TRUE
Dyadobacter	S1	0	0	TRUE
Dyella	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Dysgonomonas	S1	0	0	TRUE
Echinicola	S1	0	0	TRUE
Edaphobacter	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Elioraea	S1	0	0	TRUE
Elstera	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
EM3	S1	0	0	TRUE
Ensifer	S1	0	0	TRUE
Erysipelatoclostridium	S1	0	0	TRUE
Erysipelothrix	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Erysipelotrichaceae UCG-001	S1	0	0	TRUE
Erythrobacter	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Euzebya	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Exiguobacterium	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Fastidiosipila	S1	5.08965625244695e-4	0.0508965625244695	TRUE
Ferribacterium	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Ferrimonas	S1	0	0	TRUE
Ferritrophicum	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Ferruginibacter	S1	0.008339206013624619	0.8339206013624619	TRUE
Fibrobacter	S1	0	0	TRUE
Fictibacillus	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Filomicrobium	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Flavihumibacter	S1	5.08965625244695e-4	0.0508965625244695	TRUE
Flavisolibacter	S1	9.396288466055908e-4	0.09396288466055908	TRUE
Flavitalea	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Flavobacterium	S1	0.004541539425260355	0.4541539425260355	TRUE
Flexibacter	S1	0	0	TRUE
Flexithrix	S1	0	0	TRUE
Fluviicola	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Fodinibius	S1	0	0	TRUE
Fodinicola	S1	8.22175240779892e-4	0.0822175240779892	TRUE
Fonticella	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Fontimonas	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Formivibrio	S1	0	0	TRUE
Formosa	S1	0	0	TRUE
Frankia	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Frateuria	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Fusibacter	S1	2.740584135932973e-4	0.02740584135932973	TRUE
Gaiella	S1	0.0072821235611933285	0.7282123561193329	TRUE
GAL15	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Gallionella	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Gelria	S1	0	0	TRUE
Geminicoccus	S1	0	0	TRUE
Gemmata	S1	0.0014877456737921854	0.14877456737921854	TRUE
Gemmatimonas	S1	0.005676924281575444	0.5676924281575444	TRUE
Gemmobacter	S1	0	0	TRUE
Geoalkalibacter	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Geobacter	S1	0.009122230052462611	0.9122230052462611	TRUE
Geodermatophilus	S1	0	0	TRUE
Geopsychrobacter	S1	0	0	TRUE
Georgenia	S1	0	0	TRUE
Geothermobacter	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Geothrix	S1	0.0011745360582569885	0.11745360582569886	TRUE
Gillisia	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
GKS98 freshwater group	S1	0	0	TRUE
Gordonia	S1	0	0	TRUE
Gottschalkia	S1	0	0	TRUE
Gracilimonas	S1	0	0	TRUE
Gramella	S1	0	0	TRUE
Granulicella	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Granulosicoccus	S1	0	0	TRUE
Halanaerobium	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Haliangium	S1	0.002427374520397776	0.2427374520397776	TRUE
Haliea	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Halioglobus	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Haliscomenobacter	S1	0	0	TRUE
Haloactinopolyspora	S1	0	0	TRUE
Haloarcula	S1	0	0	TRUE
Halobacillus	S1	0	0	TRUE
Halochromatium	S1	0	0	TRUE
Haloferula	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Halogranum	S1	0	0	TRUE
Halohasta	S1	0	0	TRUE
Halolamina	S1	0	0	TRUE
Halomicroarcula	S1	0	0	TRUE
Halomicrobium	S1	0	0	TRUE
Halomonas	S1	1.9575600970949807e-4	0.01957560097094981	TRUE
Haloplanus	S1	0	0	TRUE
Halorubrum	S1	0	0	TRUE
Halothiobacillus	S1	0	0	TRUE
Halovenus	S1	0	0	TRUE
Hamadaea	S1	0	0	TRUE
Herminiimonas	S1	0	0	TRUE
Herpetosiphon	S1	0	0	TRUE
hgcI clade	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Hirschia	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Hoeflea	S1	0	0	TRUE
Holophaga	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Hoppeia	S1	0	0	TRUE
Hydrogenophaga	S1	0	0	TRUE
Hymenobacter	S1	0.0010570824524312897	0.10570824524312897	TRUE
Hyphomicrobium	S1	5.481168271865946e-4	0.05481168271865946	TRUE
Hyphomonas	S1	0	0	TRUE
Iamia	S1	0.00101793125048939	0.101793125048939	TRUE
Ignavibacterium	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Illumatobacter	S1	7.438728368960927e-4	0.07438728368960927	TRUE
Ilyobacter	S1	0	0	TRUE
Imtechella	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Isosphaera	S1	4.698144233027954e-4	0.04698144233027954	TRUE
Jatrophihabitans	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Jeotgalibacillus	S1	0	0	TRUE
Kaistia	S1	0	0	TRUE
Kallotenue	S1	0	0	TRUE
Kibdelosporangium	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Kineosporia	S1	7.438728368960927e-4	0.07438728368960927	TRUE
Klebsiella	S1	0	0	TRUE
Kocuria	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Kribbella	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Kroppenstedtia	S1	0	0	TRUE
Labrenzia	S1	0	0	TRUE
Labrys	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Lachnoclostridium	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Lachnoclostridium 12	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Lacibacter	S1	0	0	TRUE
Lactobacillus	S1	0	0	TRUE
Lactococcus	S1	0	0	TRUE
Lapillicoccus	S1	0	0	TRUE
Larkinella	S1	0	0	TRUE
Lautropia	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Leadbetterella	S1	0	0	TRUE
Legionella	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Leisingera	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Lentibacillus	S1	0	0	TRUE
Lentzea	S1	0	0	TRUE
Leptolinea	S1	0.004698144233027954	0.46981442330279544	TRUE
Leptolyngbya	S1	0	0	TRUE
Leptospirillum	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Leucobacter	S1	0	0	TRUE
Levilinea	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Lewinella	S1	0	0	TRUE
Limibacter	S1	0	0	TRUE
Limnobacter	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Limnothrix	S1	0	0	TRUE
Litorilinea	S1	0	0	TRUE
Longilinea	S1	5.481168271865946e-4	0.05481168271865946	TRUE
Luedemannella	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Luteibacter	S1	0	0	TRUE
Luteimonas	S1	0	0	TRUE
Luteolibacter	S1	9.004776446636911e-4	0.09004776446636911	TRUE
Lutibacter	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Lutimonas	S1	0	0	TRUE
Lyngbya	S1	0	0	TRUE
Lysinibacillus	S1	0	0	TRUE
Lysinimicrobium	S1	1.1745360582569885e-4	0.011745360582569885	TRUE
Lysinimonas	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Lysobacter	S1	7.830240388379923e-4	0.07830240388379923	TRUE
M2PT2-76 termite group	S1	0	0	TRUE
Macellibacteroides	S1	0	0	TRUE
Magnetospirillum	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Magnetovibrio	S1	0	0	TRUE
Mangrovibacterium	S1	0	0	TRUE
Mangroviflexus	S1	1.9575600970949807e-4	0.01957560097094981	TRUE
Mangrovimonas	S1	0	0	TRUE
Marinicella	S1	3.9151201941899614e-4	0.03915120194189962	TRUE
Marinilactibacillus	S1	0	0	TRUE
Marinimicrobium	S1	0	0	TRUE
Mariniradius	S1	0	0	TRUE
Marinobacter	S1	0	0	TRUE
Marinobacterium	S1	0	0	TRUE
Mariprofundus	S1	0	0	TRUE
Marispirillum	S1	0	0	TRUE
Maritimimonas	S1	0	0	TRUE
Marivirga	S1	0	0	TRUE
Marmoricola	S1	1.9575600970949807e-4	0.01957560097094981	TRUE
Martelella	S1	0	0	TRUE
Massilia	S1	0.004267481011667058	0.4267481011667058	TRUE
Megasphaera	S1	0	0	TRUE
Meiothermus	S1	0	0	TRUE
Melioribacter	S1	0	0	TRUE
Mesorhizobium	S1	3.9151201941899614e-4	0.03915120194189962	TRUE
Metallibacterium	S1	0	0	TRUE
Methanobacterium	S1	0.0019575600970949806	0.19575600970949805	TRUE
Methanomassiliicoccus	S1	0	0	TRUE
Methanoregula	S1	0	0	TRUE
Methanosaeta	S1	1.9575600970949807e-4	0.01957560097094981	TRUE
Methanosarcina	S1	7.438728368960927e-4	0.07438728368960927	TRUE
Methanothermobacter	S1	0	0	TRUE
Methylobacillus	S1	0	0	TRUE
Methylobacter	S1	0.001213687260198888	0.1213687260198888	TRUE
Methylobacterium	S1	0	0	TRUE
Methylocaldum	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Methyloceanibacter	S1	0	0	TRUE
Methylococcus	S1	0	0	TRUE
Methylocystis	S1	0	0	TRUE
Methyloglobulus	S1	0	0	TRUE
Methylomicrobium	S1	0	0	TRUE
Methylomonas	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Methylophaga	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Methylophilus	S1	0	0	TRUE
Methylorosula	S1	4.306632213608958e-4	0.04306632213608958	TRUE
Methylotenera	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Methyloversatilis	S1	0	0	TRUE
Microbacter	S1	0	0	TRUE
Microbacterium	S1	0	0	TRUE
Microcoleus	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Micromonospora	S1	0	0	TRUE
Microvirga	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Microvirgula	S1	0	0	TRUE
mixed culture isolate koll6	S1	0	0	TRUE
Mizugakiibacter	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Mobilitalea	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Modestobacter	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Mongoliicoccus	S1	0	0	TRUE
Monoraphidium neglectum	S1	0	0	TRUE
Moorella	S1	0	0	TRUE
Moraxella	S1	0	0	TRUE
Morganella	S1	0	0	TRUE
MSBL7	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Mucilaginibacter	S1	0	0	TRUE
Muricauda	S1	0	0	TRUE
Muriicola	S1	0	0	TRUE
Mycobacterium	S1	0.0010962336543731892	0.10962336543731892	TRUE
Myxococcus	S1	0	0	TRUE
Nafulsella	S1	0	0	TRUE
Nakamurella	S1	0.0010962336543731892	0.10962336543731892	TRUE
Nannocystis	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Natronococcus	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Natronomonas	S1	0	0	TRUE
Neisseria	S1	0	0	TRUE
Neochlamydia	S1	0	0	TRUE
Neorhizobium	S1	4.698144233027954e-4	0.04698144233027954	TRUE
Neptunomonas	S1	0	0	TRUE
Nevskia	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
Niastella	S1	2.349072116513977e-4	0.02349072116513977	TRUE
Nibribacter	S1	0	0	TRUE
Nitriliruptor	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Nitrolancea	S1	0	0	TRUE
Nitrosococcus	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Nitrosomonas	S1	0	0	TRUE
Nitrosospira	S1	3.132096155351969e-4	0.03132096155351969	TRUE
Nitrospira	S1	0.002936340145642471	0.2936340145642471	TRUE
Nocardia	S1	0	0	TRUE
Nocardioides	S1	7.047216349541931e-4	0.07047216349541931	TRUE
Nodularia	S1	0	0	TRUE
Nonomuraea	S1	0	0	TRUE
Nordella	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Nostoc	S1	0	0	TRUE
Noviherbaspirillum	S1	0.00101793125048939	0.101793125048939	TRUE
Novosphingobium	S1	0.0010962336543731892	0.10962336543731892	TRUE
Oceanimonas	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Oceanobacillus	S1	0	0	TRUE
Oceanococcus	S1	0	0	TRUE
Ohtaekwangia	S1	7.830240388379923e-5	0.007830240388379922	TRUE
Oleomonas	S1	0	0	TRUE
Oligoflexus	S1	0	0	TRUE
Olleya	S1	0	0	TRUE
OM27 clade	S1	1.5660480776759846e-4	0.015660480776759845	TRUE
OM60(NOR5) clade	S1	0	0	TRUE
Opitutus	S1	0.0064990995223553364	0.6499099522355336	TRUE
Orenia	S1	0	0	TRUE
Ornatilinea	S1	0	0	TRUE
Ornithinibacter	S1	0.00309294495341007	0.309294495341007	TRUE
Ornithinicoccus	S1	0	0	TRUE
Ornithinimicrobium	S1	3.9151201941899616e-5	0.003915120194189961	TRUE
Oryzihumus	S1	0.006381645916529638	0.6381645916529638	TRUE
Oscillatoria	S1	0	0	TRUE
