FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Lineage	DisplayName
OTU_159	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_159
OTU_4490	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_4490
OTU_4083	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	solani	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus;s__solani	solani
OTU_687	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_687
OTU_1333	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_1333
OTU_543	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_543
OTU_141	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_141
OTU_351	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_351
OTU_440	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_440
OTU_306	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_306
OTU_703	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_703
OTU_466	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe		k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe;s__	Conocybe
OTU_551	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_551
OTU_152	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_152
OTU_123	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_123
OTU_133	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Drechslera		k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Drechslera;s__	Drechslera
OTU_92	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_92
OTU_266	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_266
OTU_523	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_523
OTU_145	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_145
OTU_64	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_64
OTU_525	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_525
OTU_389	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_389
OTU_167	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_167
OTU_78	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_78
OTU_401	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_401
OTU_322	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_322
OTU_837	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_837
OTU_2131	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_2131
OTU_3500	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_3500
OTU_554	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_554
OTU_662	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_662
OTU_699	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_699
OTU_5687	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales	Leptodontidium	orchidicola	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales;g__Leptodontidium;s__orchidicola	orchidicola
OTU_100	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_100
OTU_386	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_386
OTU_3727	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales	Cadophora	luteo_olivacea	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales;g__Cadophora;s__luteo_olivacea	luteo_olivacea
OTU_157	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_157
OTU_174	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_174
OTU_148	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	AG_4	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus;s__AG_4	AG_4
OTU_368	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_368
OTU_704	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_704
OTU_321	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_321
OTU_213	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_213
OTU_1153	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_1153
OTU_347	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_347
OTU_93	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	flocculosus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__flocculosus	flocculosus
OTU_1015	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_1015
OTU_259	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_259
OTU_326	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_326
OTU_410	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_410
OTU_71	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Galerina	laevis	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Galerina;s__laevis	laevis
OTU_600	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_600
OTU_725	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_725
OTU_889	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_889
OTU_815	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_815
OTU_258	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_258
OTU_533	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_533
OTU_180	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_180
OTU_502	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_502
OTU_4556	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_4556
OTU_447	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_447
OTU_348	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_348
OTU_241	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella		k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__	Psathyrella
OTU_785	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	apala	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe;s__apala	apala
OTU_227	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_227
OTU_524	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_524
OTU_1234	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1234
OTU_598	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_598
OTU_299	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_299
OTU_773	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_773
OTU_759	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_759
OTU_352	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_352
OTU_380	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_380
OTU_619	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	LGN_2011	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__LGN_2011	LGN_2011
OTU_595	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_595
OTU_478	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_478
OTU_650	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	sericeum	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__sericeum	sericeum
OTU_331	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	stercorea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__stercorea	stercorea
OTU_487	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_487
OTU_354	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_354
OTU_581	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Flagelloscypha	minutissima	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Flagelloscypha;s__minutissima	minutissima
OTU_309	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_309
OTU_555	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_555
OTU_364	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_364
OTU_423	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_423
OTU_395	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_395
OTU_592	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_592
OTU_251	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_251
OTU_747	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_747
OTU_672	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella		k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__	Psathyrella
OTU_203	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_203
OTU_361	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_361
OTU_870	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales	Cadophora		k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales;g__Cadophora;s__	Cadophora
OTU_349	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_349
OTU_854	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_854
OTU_931	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_931
OTU_617	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_617
OTU_594	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae			k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__;s__	Hypocreaceae
OTU_1025	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1025
OTU_625	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_625
OTU_1546	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1546
OTU_437	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Calyptella	capula	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Calyptella;s__capula	capula
OTU_526	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_526
OTU_219	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_219
OTU_789	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_789
OTU_363	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_363
OTU_293	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_293
OTU_313	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_313
OTU_560	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_560
OTU_320	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_320
OTU_604	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_604
OTU_439	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_439
OTU_607	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_607
OTU_1497	Fungi	Basidiomycota	Ustilaginomycotina	Malasseziales	Malasseziales	Malassezia	globosa	k__Fungi;p__Basidiomycota;c__Ustilaginomycotina;o__Malasseziales;f__Malasseziales;g__Malassezia;s__globosa	globosa
OTU_709	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_709
OTU_800	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_800
OTU_563	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_563
OTU_568	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_568
OTU_5421	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_5421
OTU_1172	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1172
OTU_938	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_938
OTU_1059	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_1059
OTU_965	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_965
OTU_400	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Paurocotylis	pila	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Paurocotylis;s__pila	pila
OTU_1221	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1221
OTU_278	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_278
OTU_1160	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum		k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum;s__	Lyophyllum
OTU_84	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium		k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__	Ceratobasidium
OTU_711	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_711
OTU_751	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_751
OTU_479	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_479
OTU_506	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_506
OTU_659	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_659
OTU_514	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	dolichospermus	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces;s__dolichospermus	dolichospermus
OTU_519	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_519
OTU_621	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_621
OTU_13	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_13
OTU_740	Fungi	Zygomycota	Kickxellomycotina	Kickxellales	Kickxellaceae	Ramicandelaber	HMH_2010b	k__Fungi;p__Zygomycota;c__Kickxellomycotina;o__Kickxellales;f__Kickxellaceae;g__Ramicandelaber;s__HMH_2010b	HMH_2010b
OTU_374	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_374
OTU_1528	Fungi	Basidiomycota	Agaricomycetes	Agaricales				k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__;g__;s__	OTU_1528
OTU_273	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_273
OTU_790	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_790
OTU_702	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_702
OTU_456	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Lachnella	villosa	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Lachnella;s__villosa	villosa
OTU_414	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_414
OTU_1081	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Flagelloscypha	minutissima	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Flagelloscypha;s__minutissima	minutissima
OTU_754	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_754
OTU_727	Fungi	Ascomycota	Pezizomycotina	Pezizomycotina	Pezizomycotina	Ypsilina	graminea	k__Fungi;p__Ascomycota;c__Pezizomycotina;o__Pezizomycotina;f__Pezizomycotina;g__Ypsilina;s__graminea	graminea
OTU_353	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_353
OTU_636	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_636
OTU_835	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_835
OTU_481	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_481
OTU_992	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_992
OTU_1075	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1075
OTU_681	Fungi	Basidiomycota	Agaricomycetes	Agaricales				k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__;g__;s__	OTU_681
OTU_509	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_509
OTU_1192	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1192
OTU_629	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_629
OTU_640	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_640
OTU_535	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_535
OTU_4497	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_4497
OTU_649	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_649
OTU_1592	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1592
OTU_680	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_680
OTU_899	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_899
OTU_844	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Lachnella	villosa	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Lachnella;s__villosa	villosa
OTU_723	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_723
OTU_631	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_631
OTU_2781	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_2781
OTU_956	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_956
OTU_332	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_332
OTU_758	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_758
OTU_428	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_428
OTU_413	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_413
OTU_728	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_728
OTU_969	Fungi	Basidiomycota						k__Fungi;p__Basidiomycota;c__;o__;f__;g__;s__	OTU_969
OTU_480	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_480
OTU_463	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_463
OTU_884	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_884
OTU_762	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_762
OTU_17	Fungi	Basidiomycota	Agaricomycetes					k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__;f__;g__;s__	OTU_17
OTU_958	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_958
OTU_328	Fungi	Ascomycota						k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	OTU_328
OTU_1067	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_1067
OTU_916	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_916
OTU_809	Fungi							k__Fungi;p__;c__;o__;f__;g__;s__	OTU_809
OTU_11	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales	g1	macerans	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales;g__g1;s__macerans	macerans
