FeatureID	GE_rhizosphere_R1	GE_rhizosphere_R2	GE_rhizosphere_R3	GE_rhizosphere_R4	GE_root_R1	GE_root_R2	GE_root_R3	GE_root_R4	GE_soil_R1	GE_soil_R2	GE_soil_R3	GE_soil_R4	PU_rhizosphere_R1	PU_rhizosphere_R2	PU_rhizosphere_R3	PU_rhizosphere_R4	PU_root_R1	PU_root_R2	PU_root_R3	PU_root_R4	PU_soil_R1	PU_soil_R2	PU_soil_R3	PU_soil_R4	SD_rhizosphere_R1	SD_rhizosphere_R2	SD_rhizosphere_R3	SD_rhizosphere_R4	SD_root_R1	SD_root_R2	SD_root_R3	SD_root_R4	SD_soil_R1	SD_soil_R2	SD_soil_R3	SD_soil_R4
OTU_99	0	10	0	0	0	0	0	0	243	30	210	5	0	0	0	0	1	0	1	0	132	0	201	215	171	7	10	204	589	3	0	0	1372	620	223	1699
OTU_83	0	0	13	227	0	8	0	13	6	21	1	23	393	187	263	289	1175	237	485	701	204	519	842	535	29	10	12	129	71	75	118	730	94	14	43	307
OTU_582	0	0	0	0	0	0	0	0	10	14	6	98	0	0	0	0	0	0	0	0	185	48	77	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU_76	0	41	173	69	2	47	11	53	2	2	4	55	147	140	40	184	65	104	108	1747	134	1384	197	770	44	11	12	80	94	155	25	414	90	24	29	186
OTU_193	0	0	16	115	7	0	130	1021	1	0	572	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_449	16	91	17	105	0	0	0	4	4	6	0	4	37	15	43	12	0	0	0	1	18	2	5	5	320	38	113	30	2	7	3	0	28	19	25	10
OTU_164	79	351	710	490	0	22	139	61	6	70	38	17	0	24	9	29	0	58	0	9	20	13	12	14	13	19	46	56	0	3	13	3	1	12	22	438
OTU_196	28	37	17	261	326	30	111	702	27	24	12	35	0	7	4	7	0	18	18	39	32	9	5	5	3	2	4	1	18	76	39	43	6	7	6	3
OTU_475	0	0	0	0	0	1	0	0	23	41	32	35	0	0	0	1	0	0	0	0	6	38	8	15	1	2	2	1	0	0	2	0	3	5	7	5
OTU_297	0	21	113	1	0	0	5	0	0	0	805	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	28	0	0
OTU_2753	2	135	38	289	69	646	1417	2987	11	92	130	60	122	58	37	7	980	91	461	27	7	75	7	22	4	2	0	0	5	35	7	0	0	0	1	0
OTU_159	0	0	3	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4490	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	15	103	79	0	3	194	0	0	5	683	188	51	230
OTU_4083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	61	279	92	4	174	1883	178	12	154	227	196
OTU_687	0	93	40	3	0	0	113	116	0	13	54	51	1	0	0	59	0	0	0	0	3	4	0	5	0	1	0	0	0	0	0	0	0	3	0	0
OTU_1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	127	59	124	88	124	133	122	161	508	814	807	742
OTU_543	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_141	0	14	4	21	12	3	9	68	10	107	28	39	46	165	38	305	89	1740	157	483	67	83	37	148	1	0	0	12	21	0	0	161	0	0	4	6
OTU_351	0	0	0	0	0	0	0	0	17	13	2	17	0	0	3	0	0	0	0	0	22	12	19	563	7	14	9	0	5	0	1	0	30	24	18	11
OTU_440	0	7	0	16	0	15	0	32	28	61	27	47	3	5	17	5	0	0	4	32	49	3	43	204	10	0	2	14	40	13	3	84	33	47	50	152
OTU_306	14	44	1	3	0	0	0	0	21	8	0	80	0	7	4	9	0	0	0	0	0	8	112	351	0	4	7	0	6	0	0	0	4	89	20	20
OTU_703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_466	0	9	4	0	0	0	0	0	2	514	4	0	5	6	2	4	0	0	0	0	25	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_551	0	0	0	0	0	0	0	0	1	3	15	5	0	0	0	3	0	0	0	0	92	7	13	397	0	0	0	2	1	0	0	0	0	0	8	11
OTU_152	0	2	0	0	0	0	0	0	7	6	0	0	7	0	20	26	0	0	0	0	17	77	367	1154	190	11	15	6	60	0	7	0	402	147	164	73
OTU_123	0	138	2	3	0	133	149	6	0	11	14	0	0	0	0	0	0	0	0	0	1	0	0	0	4	5	4	0	17	211	23	38	0	2	0	1
OTU_133	0	55	0	15	0	319	0	589	15	12	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1872	0	0	0	1
OTU_92	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	153	109	163	135	231	191	166	236	1123	1432	1424	1274
OTU_266	37	16	14	433	0	0	0	23	2	8	4	33	0	0	0	0	0	0	0	0	16	2	7	42	7	15	9	65	8	4	68	131	25	16	6	123
OTU_523	0	0	0	201	0	0	0	123	16	26	0	63	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_145	0	3	4	36	0	26	0	117	48	0	0	7	111	117	47	117	306	62	60	501	75	54	56	367	20	9	60	7	20	3	161	251	7	5	8	62
OTU_64	454	237	262	0	0	7	0	0	18	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1522	3	4037	462	59	0	45	154	247	8	1312	392
OTU_525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	10	58	2	0	1	7	110	30	53	121
OTU_389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	5	53	11	4	3	7	114	168	121	91
OTU_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	48	63	52	90	91	55	94	360	449	438	438
OTU_78	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4418	173	473	189	88	0	66	18	912	132	99	287
OTU_401	0	0	11	0	0	0	0	0	1	17	16	1	0	0	0	0	0	0	0	0	0	10	4	8	54	12	22	42	7	0	3	11	290	110	280	358
OTU_322	0	11	1	0	17	18	10	11	1	9	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_837	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	2	1	0	0	0	3	2	5	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2131	0	0	0	11	0	0	0	0	18	0	0	5	0	0	0	37	0	0	0	1	6	0	7	166	17	0	1	0	94	0	0	0	433	5	4	0
OTU_3500	0	0	0	18	0	0	0	1	0	0	0	0	0	2	0	0	3	0	8	5	3	4	0	4	15	2	8	52	29	29	41	292	37	11	15	116
OTU_554	20	0	0	0	0	0	0	0	0	0	0	0	397	7	0	3	4	0	0	0	20	1	0	2	11	5	8	9	10	9	0	0	16	20	7	31
OTU_662	1	6	0	4	0	0	0	0	2	7	0	6	133	0	1	2	4	0	0	21	74	5	7	19	1	0	2	0	22	10	5	0	8	4	12	0
OTU_699	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	10	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5687	1	0	0	0	8	1	0	5	0	0	0	0	0	0	0	26	0	1	0	358	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0
OTU_100	0	0	0	0	0	0	0	0	4	0	1	0	61	20	296	170	0	0	0	0	1532	79	4134	121	0	0	0	0	0	0	0	0	0	0	0	0
OTU_386	0	0	0	13	0	0	0	0	0	0	13	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3727	0	0	2	4	0	0	0	0	1	0	0	0	0	71	23	19	5	240	289	5	21	7	41	26	0	0	0	6	3	0	0	24	1	2	2	4
OTU_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	69	99	45	53	2024	352	146	9	39	14	70
OTU_174	0	126	0	25	0	276	53	41	0	1	0	0	124	24	60	3	723	85	451	54	29	6	3	1	1	13	7	8	3	70	23	17	3	7	3	18
OTU_148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	1	3	0	1308	431	15	12	65	614	24	139
OTU_368	0	83	0	25	0	0	0	0	0	26	1	3	368	118	7	9	4	0	0	0	21	22	12	0	0	1	2	0	0	0	0	0	0	1	0	1
OTU_704	3	2	0	7	0	0	0	0	24	33	14	7	2	0	0	2	0	0	0	0	1	1	11	7	0	0	2	0	0	0	0	0	0	0	1	0
OTU_321	0	4	0	2	0	0	0	0	66	25	28	26	0	2	20	4	0	0	0	0	4	28	41	223	45	6	32	52	5	0	1	70	301	42	108	471
OTU_213	0	2	0	4	0	3	10	23	0	3	0	0	39	35	28	7	320	138	123	42	39	3	3	2	4	4	16	136	0	39	62	663	0	4	1	88
OTU_1153	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_347	0	1	5	9	0	0	0	0	82	76	99	115	0	0	2	0	0	0	1	0	90	62	59	106	0	0	0	0	0	0	0	0	3	8	2	1
OTU_93	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	29	4883	0	0	29	0	0	0	537	0	0	0	53	0
OTU_1015	0	0	0	6	0	0	0	0	30	20	7	12	0	0	0	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	2	4
OTU_259	0	0	0	0	0	0	0	0	5	30	6	9	0	111	0	6	0	0	0	0	15	76	12	83	1	0	0	0	0	0	0	1	1	0	0	3
OTU_326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	1	3	4	8	0	0	0	0
OTU_410	0	0	0	0	0	52	1	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_71	0	0	0	0	0	0	0	0	0	0	0	1	69	4	12	8	0	0	0	0	411	7338	111	85	0	0	0	0	0	0	0	0	0	0	0	0
OTU_600	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	1	8	7	11	13	166	3	1	2	15	3	1	58	243	47	47
OTU_725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	48	35	61	239	0	0	0	0	0	0	0	0	0	0	0	0
OTU_889	0	5	0	0	0	0	0	0	15	0	7	15	0	0	0	3	0	0	0	0	3	13	0	9	0	0	0	0	0	0	0	0	0	0	1	0
OTU_815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0
OTU_258	4	59	25	91	28	179	208	310	10	19	284	14	1	1	0	1	50	6	0	0	0	1	1	1	0	0	1	0	0	13	2	0	3	6	1	1
OTU_533	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_180	29	339	141	900	5	102	95	779	3	9	16	33	258	21	30	42	0	0	5	0	11	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_502	0	0	0	1	0	0	0	52	41	71	66	422	0	0	0	0	11	0	0	0	15	9	20	8	0	0	0	0	1	0	0	0	2	8	13	3
OTU_4556	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	6	1	8	20	1	3	6	15	73	42	102	146
OTU_447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_348	15	46	7	134	217	94	38	400	4	31	8	73	2	26	11	17	47	22	10	110	83	7	1	21	0	0	0	1	0	0	8	3	1	0	0	0
OTU_241	0	0	0	67	0	0	0	0	16	2	80	33	0	0	1	0	0	0	0	0	22	14	14	23	0	0	0	0	0	0	0	0	0	0	0	0
OTU_785	0	0	0	8	0	0	0	0	2	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_227	7	6	2	6	401	216	172	608	9	0	3	1	0	0	0	0	0	0	3	8	0	0	2	4	2	0	0	0	6	15	6	23	0	0	0	0
OTU_524	0	0	0	0	0	0	0	0	29	66	27	73	0	13	0	0	0	0	0	0	462	139	150	114	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1234	0	0	0	0	0	0	0	0	4	7	9	10	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	7	14	53	10	0	0	7	40	183	27	35
OTU_299	0	0	0	4	0	0	0	75	1	0	10	1	0	2	0	5	0	0	0	92	1	5	0	33	15	7	13	42	11	29	88	274	12	17	8	187
OTU_773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	201	1	0	0	0	0	0	0	0	0	0	0	0
OTU_759	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_352	5	13	3	24	19	119	37	114	5	1	0	2	8	2	2	5	2	0	16	0	2	5	2	8	2	2	12	3	10	239	71	59	0	0	1	0
OTU_380	0	0	0	35	0	0	0	0	2	0	0	42	0	464	0	0	0	0	0	0	2	21	7	64	0	0	0	1	0	0	1	0	1	0	0	0
OTU_619	13	0	0	0	146	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_595	0	6	2	16	0	61	42	6	1	7	11	16	6	0	2	0	217	0	17	7	1	0	2	1	0	0	0	0	0	4	0	1	0	0	0	0
OTU_478	0	0	0	11	0	0	3	0	0	6	1	1	0	6	29	0	37	0	12	0	3	7	20	15	5	8	12	33	17	5	2	28	23	46	25	93
OTU_650	0	0	0	0	0	0	0	0	5	3	9	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	2
OTU_331	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	2	21	38	0	1	0	0	0	0	0	0	0	0	0	1
OTU_487	0	11	4	25	0	6	31	0	109	12	175	31	0	9	0	0	0	0	0	0	0	0	0	0	0	4	1	14	0	1	6	30	9	43	6	40
OTU_354	0	0	0	0	0	0	0	0	10	15	4	17	0	2	2	0	0	0	0	0	24	26	26	20	0	0	0	0	0	0	0	0	0	0	1	0
OTU_581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	6	1	0	452	39	46	1	178	0	28
OTU_309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	86	6	7	130	22	0	4	0	13	22	53	1422
OTU_555	0	0	0	1	0	0	0	0	3	2	2	4	0	0	0	1	0	0	0	0	4	107	5	22	19	1	8	1	2	0	1	0	12	31	25	20
OTU_364	0	17	0	5	0	7	19	46	0	0	4	0	0	0	6	0	0	0	2	0	0	0	0	0	0	3	0	0	1	216	4	23	0	0	1	0
OTU_423	0	0	6	4	0	0	0	0	37	108	41	40	8	0	5	5	0	0	0	0	15	30	19	23	0	0	0	0	0	0	0	0	0	0	0	0
OTU_395	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	10	14	836	0	0	0	0	0	0	1	0	4	0	0	0
OTU_592	8	64	23	118	1	6	22	20	79	58	60	83	0	9	8	8	0	0	0	1	6	36	4	38	1	1	0	4	0	0	0	0	0	0	0	0
OTU_251	0	0	0	0	0	0	0	0	8	0	0	0	0	5	3	62	0	0	0	23	357	1	25	1026	9	0	0	0	39	0	0	0	235	0	3	0
OTU_747	0	4	0	0	0	0	0	0	25	28	18	23	0	0	0	0	0	0	0	0	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_672	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	48	11	95	132	0	0	1	5	0	0	0	1	8	2	5	10
OTU_203	4	0	23	9	0	0	25	39	1	3	44	20	0	4	7	13	0	5	9	34	2	5	3	6	0	0	2	0	0	3	23	0	0	0	0	0
OTU_361	0	0	0	7	0	0	0	0	16	29	29	61	0	5	0	0	0	0	0	1	65	29	36	29	0	0	0	0	0	0	0	0	3	2	8	1
OTU_870	0	0	5	1	0	11	88	0	1	0	54	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_854	3	24	2	21	0	0	0	0	0	2	0	1	13	2	13	16	0	0	0	0	9	5	5	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU_931	0	0	0	0	0	0	0	0	15	9	5	21	0	1	0	0	0	0	0	0	56	15	92	103	0	0	0	0	0	0	0	0	10	2	7	6
OTU_617	0	4	0	0	0	0	0	0	16	10	24	28	0	0	6	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_594	0	0	0	4	0	0	0	0	3	3	0	11	0	165	0	0	0	0	0	0	51	42	4	11	0	0	0	0	0	0	0	0	1	0	3	1
OTU_1025	0	4	0	0	0	0	0	0	14	2	2	0	0	0	0	0	0	0	0	0	1	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_625	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	5	0	0	0	13	10	3	62	260	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1546	6	89	0	4	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_437	0	2	0	0	0	637	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	15	0	0
OTU_526	0	0	16	0	0	0	0	0	71	6	76	31	0	0	5	0	0	0	0	0	45	30	72	85	9	23	1	1	16	26	58	8	45	81	12	21
OTU_219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	17	33	30	51	10	10	31	222	348	329	297
OTU_789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
OTU_363	5	53	51	115	0	0	8	0	3	1	10	8	123	34	3	4	8	0	0	0	14	1	3	5	0	0	0	0	0	2	3	4	0	0	1	0
OTU_293	0	252	52	256	0	0	0	0	28	9	0	214	0	0	0	0	0	0	0	0	0	5	0	3	13	1	22	9	5	0	0	1	33	60	22	22
OTU_313	0	6	0	63	0	0	0	0	16	410	42	320	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_560	0	1	0	13	0	0	0	0	71	131	30	193	0	0	0	0	0	0	0	0	0	3	1	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU_320	0	0	0	0	0	0	0	0	5	0	5	5	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	1	0
OTU_604	0	0	0	0	10	0	139	0	2	7	1	43	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	95	0	4	3	12	6
OTU_439	0	0	2	4	0	0	0	0	8	9	26	21	0	0	0	0	0	0	0	0	0	11	3	8	0	0	0	0	0	0	0	0	0	1	1	0
OTU_607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0	4	3	0	95	224	14	0
OTU_1497	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0
OTU_563	0	70	0	493	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_568	0	0	0	24	0	0	0	0	2	4	2	13	0	0	0	0	0	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	2	1	0	3	0	2	0	137	103	30	2
OTU_1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	71	0	0	0	0	22	0	0	11
OTU_938	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1059	0	0	0	1	0	0	0	0	9	40	1	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_965	0	0	0	0	8	0	0	31	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	3	6	0	13	125	9	8	0	0	0	0
OTU_400	5	0	0	14	148	81	0	60	372	47	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_278	0	0	4	0	0	0	0	0	2	0	18	0	0	2	189	20	0	0	0	0	270	21	809	228	5	1	1	0	10	1	0	0	7	7	2	5
OTU_1160	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_84	0	0	0	0	0	0	0	0	1	0	0	0	96	4	22	2	40	49	438	20	11	72	63	1	41	0	0	13	4183	58	16	65	111	41	0	2054
OTU_711	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	14	20	30	184	0	0	0	0	0	0	0	0	0	0	0	0
OTU_751	0	0	0	0	0	0	0	0	8	9	39	12	0	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0	1	0	1	1	2	1
OTU_479	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	3	0	52	8	0	0	0	774	12	8	28
OTU_506	0	0	1	0	0	0	0	0	0	0	436	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_659	0	0	14	0	0	0	178	0	0	0	0	0	16	0	15	3	7	1	47	3	8	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_514	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_519	1	0	0	2	0	0	0	0	5	4	5	2	0	0	0	0	0	0	0	0	2	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU_621	0	0	0	267	0	0	0	0	0	0	33	24	0	0	0	0	0	0	0	0	28	44	24	86	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13	0	0	1	0	1	0	1	0	0	0	2	0	62	3	1	17	54216	188	3	1	138	89	0	0	1	0	0	0	0	1	0	1	94	0	0	0
OTU_740	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	11	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0
