FeatureID	Kingdom	Phylum	Class	Order	Family	Genus
Seq1548	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus
Seq1549	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
Seq1550	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
Seq1551	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Bacillariophyta	unknown
Seq1552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unknown
Seq1553	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Seq1554	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown
Seq1555	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Anaerococcus
Seq1556	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq1557	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
Seq1558	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Seq1559	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Seq1561	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown	unknown
Seq1562	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia
Seq1563	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
Seq1564	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1565	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus
Seq1566	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq1567	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1568	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1569	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unknown
Seq1570	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq1571	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
Seq1572	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq1573	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1574	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1575	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Lonepinella
Seq1576	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Seq1577	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	unknown
Seq1578	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1579	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella
Seq1581	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq1582	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq1583	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
Seq1584	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Seq1585	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Seq1589	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1595	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Seq1601	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq1602	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
Seq1603	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum
Seq1604	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
Seq1605	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1606	Bacteria	Firmicutes	Bacilli	unknown	unknown	unknown
Seq1607	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1608	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq1609	Bacteria	Firmicutes	Bacilli	unknown	unknown	unknown
Seq1610	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
Seq1612	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq1613	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	unknown
Seq1614	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter
Seq1615	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq1616	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq1617	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium
Seq1618	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium
Seq1619	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq1622	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Caenispirillum
Seq1625	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes
Seq1626	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia
Seq1627	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
Seq1628	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium
Seq1629	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unknown
Seq1630	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
Seq1631	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
Seq1632	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter
Seq1633	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Seq1634	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
Seq1635	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter
Seq1636	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Seq1637	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq1638	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1639	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1640	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq1641	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Streptophyta	unknown
Seq1642	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
Seq1643	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Seq1644	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq1645	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1646	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	unknown	unknown
Seq1647	Bacteria	unknown	unknown	unknown	unknown	unknown
Seq1648	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
Seq1649	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Seq1650	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Seq1651	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella
Seq1652	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unknown
Seq1653	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq1654	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1655	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter
Seq1656	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Seq1657	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia
Seq1658	Bacteria	Acidobacteria	Acidobacteria_Gp17	Gp17	unknown	unknown
Seq1659	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
Seq1660	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	unknown
Seq1661	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum
Seq1662	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavihumibacter
Seq1663	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halococcus
Seq1664	Bacteria	Verrucomicrobia	Subdivision3	unknown	unknown	unknown
Seq1665	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq1666	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Modestobacter
Seq1667	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
Seq1668	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
Seq1669	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1670	Bacteria	Acidobacteria	Acidobacteria_Gp6	Gp6	unknown	unknown
Seq1672	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus
Seq1673	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes
Seq1674	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq1675	Bacteria	unknown	unknown	unknown	unknown	unknown
Seq1676	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Seq1677	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq1678	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
Seq1679	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unknown	unknown
Seq1680	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
Seq1681	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
Seq1685	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1686	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	unknown
Seq1687	Bacteria	SR1	unknown	unknown	unknown	unknown
Seq1688	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq1689	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown
Seq1690	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus
Seq1691	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1692	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unknown
Seq1693	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
Seq1694	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1695	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
Seq1696	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1697	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1698	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
Seq1699	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Parvimonas
Seq1700	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
Seq1701	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Filimonas
Seq1702	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1703	Bacteria	unknown	unknown	unknown	unknown	unknown
Seq1705	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
Seq1706	Bacteria	Proteobacteria	Gammaproteobacteria	Candidatus_Carsonella	unknown	unknown
Seq1707	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
Seq1708	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter
Seq1709	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermacoccaceae	Kytococcus
Seq1710	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Seq1711	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Seq1712	Bacteria	Bacteroidetes	unknown	unknown	unknown	unknown
Seq1713	Bacteria	Verrucomicrobia	Subdivision3	unknown	unknown	unknown
Seq1714	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium
Seq1736	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
Seq1737	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella
Seq1738	Bacteria	unknown	unknown	unknown	unknown	unknown
Seq1739	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
Seq1740	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1741	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
Seq1742	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown
Seq1743	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq1744	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus
Seq1745	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Seq1746	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown
Seq1747	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown
Seq1748	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown
Seq1749	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia
Seq1750	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq1751	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	unknown
Seq1752	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_incertae_sedis	Caedibacter
Seq1753	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq1754	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseococcus
Seq1758	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
Seq1760	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unknown
Seq1761	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
Seq1762	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
Seq1763	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	unknown	unknown
Seq1764	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Gordonia
Seq1765	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	unknown
Seq1766	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea
Seq1767	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
Seq1768	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unknown
Seq1769	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq1770	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown
Seq1772	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Seq1773	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Bacillariophyta	unknown
Seq1774	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Seq1775	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Seq1776	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown
Seq1777	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	unknown
Seq1778	Bacteria	unknown	unknown	unknown	unknown	unknown
Seq1779	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Seq1780	Bacteria	Firmicutes	Bacilli	unknown	unknown	unknown
Seq1781	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
Seq1782	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1783	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Seq1784	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq1785	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus
Seq1786	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium
Seq1787	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Seq1788	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XI	Gemella
Seq1789	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1790	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
Seq1791	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Seq1792	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter
Seq1793	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
Seq1794	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes
Seq1795	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
Seq1796	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
Seq1798	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1799	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unknown
Seq1801	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unknown
Seq1802	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia
Seq1803	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unknown	unknown
Seq1804	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leifsonia
Seq1805	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq1806	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	unknown
Seq1807	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga
Seq1808	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
Seq1816	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
Seq1817	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq1818	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium
Seq1819	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Geobacillus
Seq1820	Bacteria	unknown	unknown	unknown	unknown	unknown
Seq1821	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10	unknown	unknown
Seq1822	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq1823	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unknown
Seq1824	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
Seq1825	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
Seq1826	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown
Seq1827	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Seq1828	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Seq1829	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
Seq1831	Bacteria	SR1	unknown	unknown	unknown	unknown
Seq1832	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
Seq1833	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq1834	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq1835	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus
Seq1836	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1837	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown
Seq1838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1839	Bacteria	Bacteroidetes	unknown	unknown	unknown	unknown
Seq1840	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown
Seq1841	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Seq1842	Bacteria	SR1	unknown	unknown	unknown	unknown
Seq1843	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1844	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown
Seq1845	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq1846	Bacteria	Firmicutes	Bacilli	unknown	unknown	unknown
Seq1847	Bacteria	Bacteroidetes	unknown	unknown	unknown	unknown
Seq1848	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1849	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Seq1850	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
Seq1851	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown
Seq1852	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1853	Bacteria	SR1	unknown	unknown	unknown	unknown
Seq1854	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown
Seq1855	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq1856	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia
Seq1857	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella
Seq1858	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Seq1859	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
Seq1860	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella
Seq1861	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq1864	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Dermabacter
Seq1865	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Seq1866	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Seq1867	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Janibacter
Seq1868	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown
Seq1869	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
Seq1876	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Seq1877	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1879	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
Seq1884	Bacteria	Candidatus_Saccharibacteria	unknown	unknown	unknown	unknown
Seq1885	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter
Seq1886	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Seq1887	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Seq1888	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown
Seq1889	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
