FeatureID	DisplayTaxon	Prevalence	TotalReads	LevinsB	StandardizedBreadth	BreadthClass
OTU_4147	Halioglobus	0.577777777777778	580	16.1696406763035	0.170445400857342	Intermediate
OTU_286	Sulfuricurvum	0.488888888888889	127	16.6956811011543	0.1763559674287	Intermediate
OTU_23	Alcaligenaceae	1	4908	39.5472115660585	0.433114736697286	Broad decile
OTU_2	Arthrobacter	1	14018	10.4066662201551	0.105692878878147	Intermediate
OTU_2399	Verrucomicrobiaceae	0.477777777777778	174	20.5820994984101	0.220023589869776	Intermediate
OTU_684	Xanthomonadales Incertae Sedis	0.8	291	28.2716986665267	0.306423580522772	Broad decile
OTU_36	DA101 soil group	1	6794	9.40128791653266	0.0943964934441872	Intermediate
OTU_161	Chitinophagaceae	0.811111111111111	346	24.1766125486178	0.260411376950762	Intermediate
OTU_2335	11-24	0.655555555555556	238	17.7148814043964	0.187807656229174	Intermediate
OTU_1761	SB-5	0.522222222222222	328	18.6100964763117	0.197866252542828	Intermediate
OTU_2721	Blastocatella	0.433333333333333	326	14.8976343458459	0.156153194897145	Intermediate
OTU_192	KD4-96	1	2513	33.653693804112	0.366895436001259	Broad decile
OTU_3056	Clostridium sensu stricto 1	0.333333333333333	142	3.19319802519758	0.0246426744404223	Narrow decile
OTU_171	Anaerolineaceae	0.744444444444444	397	20.5154642229108	0.21927487890911	Intermediate
OTU_471	SC-I-84	0.933333333333333	680	32.2640198046565	0.351281121400635	Broad decile
OTU_3620	Acidimicrobiales	0.477777777777778	167	20.1122740824262	0.214744652611531	Intermediate
OTU_3	Paenisporosarcina	0.922222222222222	8001	5.05027955035073	0.0455087589927049	Intermediate
OTU_12367	Microbacteriaceae	0.644444444444444	317	29.8323816825977	0.323959344748289	Broad decile
OTU_605	Sva0081 sediment group	0.644444444444444	296	10.6337007993239	0.108243829205887	Intermediate
OTU_2808	SC-I-84	0.911111111111111	768	27.6481101878254	0.299416968402532	Broad decile
OTU_94	Comamonadaceae	1	2312	47.011971800614	0.51698844719791	Broad decile
OTU_123	Subgroup 17	0.988888888888889	1513	33.944177983755	0.370159303188258	Broad decile
OTU_859	Clostridium sensu stricto 1	0.488888888888889	127	9.08217569510196	0.0908109628663141	Intermediate
OTU_1646	Marinicella	0.611111111111111	450	22.8378235952542	0.245368804441059	Intermediate
OTU_387	Anaerolineaceae	0.411111111111111	561	4.60530655585389	0.0405090624253246	Intermediate
OTU_5862	OPB35 soil group	0.7	358	17.423344827147	0.184531964349966	Intermediate
OTU_37	Subgroup 6	0.988888888888889	2867	23.3698827692549	0.251346997407359	Intermediate
OTU_3060	DEV007	0.577777777777778	231	26.0458761887728	0.281414339199694	Intermediate
OTU_1494	4-29	0.577777777777778	176	24.4362360687051	0.26332849515399	Intermediate
OTU_993	Anaerolineaceae	0.277777777777778	518	3.59380285149943	0.0291438522640386	Narrow decile
OTU_575	Anaerolineaceae	0.355555555555556	107	8.59825205587566	0.0853736186053445	Intermediate
OTU_4513	Marinicella	0.211111111111111	116	3.00012110908842	0.022473270888634	Narrow decile
OTU_12389	Gaiellales	0.355555555555556	123	12.2343754249754	0.126228937359275	Intermediate
OTU_4307	Coriobacteriaceae	0.7	300	21.7159880536478	0.232763910715144	Intermediate
OTU_592	Illumatobacter	0.955555555555556	835	26.5319124096203	0.286875420332812	Intermediate
OTU_243	Bacteroidetes vadinHA17	0.622222222222222	1102	7.0937445352813	0.0684690397222618	Intermediate
OTU_359	Erysipelothrix	0.622222222222222	709	5.09028531017547	0.0459582619120839	Intermediate
OTU_550	Gaiella	0.833333333333333	371	24.4513791148135	0.263498641739478	Intermediate
OTU_1127	SB-5	0.811111111111111	647	29.5484908923563	0.320769560588273	Broad decile
OTU_2593	Chloroplast	0.6	227	11.0696146861974	0.113141738047162	Intermediate
OTU_1486	Pedomicrobium	0.577777777777778	291	14.6677371952075	0.153570080845028	Intermediate
OTU_7903	MB-A2-108	0.6	192	10.9951223624818	0.112304745645863	Intermediate
OTU_5089	Acidobacteriaceae (Subgroup 1)	0.422222222222222	139	10.2343975084662	0.103757275376025	Intermediate
OTU_5	Thiobacillus	1	7206	26.8305896914486	0.290231344847737	Broad decile
OTU_55	RB41	0.711111111111111	2440	7.97510894765428	0.0783720106478009	Intermediate
OTU_1013	Subgroup 6	0.822222222222222	481	24.709089795695	0.26639426736736	Intermediate
OTU_1045	Fodinicola	0.811111111111111	309	35.9048385840426	0.392189197573513	Broad decile
OTU_84	Illumatobacter	1	4113	29.4975937126446	0.320197682164546	Broad decile
OTU_157	Geodermatophilaceae	0.9	784	14.0474757253091	0.14660085084617	Intermediate
OTU_10153	SB-5	0.544444444444444	141	17.0813122920289	0.180688902157628	Intermediate
OTU_3693	Desulfobulbus	0.855555555555556	463	20.5163936722483	0.219285322160093	Intermediate
OTU_31	Xanthomonadales Incertae Sedis	1	4316	34.148254271385	0.372452295184101	Broad decile
OTU_3303	Bacteroidetes vadinHA17	0.9	1094	29.073950398156	0.315437644923101	Broad decile
OTU_22	Xanthomonadales Incertae Sedis	0.966666666666667	1592	15.4893129869871	0.162801269516709	Intermediate
OTU_1362	Gemmatimonas	0.766666666666667	529	26.1320819930997	0.282382943742694	Intermediate
OTU_1579	Coriobacteriaceae	0.833333333333333	477	32.8285875947861	0.357624579716698	Broad decile
OTU_104	Truepera	0.911111111111111	1509	3.80261912690408	0.031490102549484	Intermediate
OTU_16	KD4-96	1	7009	25.4240872607519	0.274427946750022	Intermediate
OTU_231	OPB35 soil group	0.966666666666667	905	24.1140256732806	0.259708153632366	Intermediate
OTU_515	KD4-96	0.922222222222222	836	11.1891814937051	0.11448518532253	Intermediate
OTU_377	Aeromonas	0.577777777777778	555	4.92822463961504	0.0441373555012926	Intermediate
OTU_3457	Rhodocyclaceae	0.688888888888889	165	33.6291203739724	0.366619330044633	Broad decile
OTU_1571	Clostridium sensu stricto 1	0.477777777777778	139	9.48585087696817	0.0953466390670581	Intermediate
OTU_402	0319-6A21	0.466666666666667	145	16.7767864405312	0.177267263376755	Intermediate
OTU_255	Gemmatimonadaceae	0.988888888888889	2098	21.3042491223008	0.22813763058765	Intermediate
OTU_1101	Miscellaneous Crenarchaeotic Group	0.855555555555556	303	39.9077331092128	0.437165540552953	Broad decile
OTU_518	Chloroflexi	0.711111111111111	221	17.9289134833311	0.190212511048664	Intermediate
OTU_12	Bacteroidetes vadinHA17	1	11671	10.6178088816242	0.108065268332856	Intermediate
OTU_443	Azoarcus	0.888888888888889	774	17.6902612876544	0.187531025703982	Intermediate
OTU_800	Subgroup 6	0.988888888888889	1017	45.0773828682396	0.495251492901568	Broad decile
OTU_1150	Anaerolineaceae	0.355555555555556	350	4.91532444435783	0.0439924094871666	Intermediate
OTU_4673	Sh765B-TzT-35	0.633333333333333	211	14.3827921814936	0.150368451477456	Intermediate
OTU_124	KD3-10	0.755555555555556	512	27.5155086519393	0.297927063504936	Broad decile
OTU_13964	Hyphomicrobium	0.566666666666667	124	22.8245860834377	0.245220068353232	Intermediate
OTU_919	Adhaeribacter	0.555555555555556	612	9.34050693962978	0.0937135611194357	Intermediate
OTU_1342	Chthoniobacter	0.444444444444444	194	22.2938164443938	0.239256364543751	Intermediate
OTU_1719	Anaerolineaceae	0.555555555555556	110	14.3366586358719	0.149850097032269	Intermediate
OTU_13785	Gaiellales	0.455555555555556	138	9.09073362616694	0.0909071193951341	Intermediate
OTU_1336	RB41	0.811111111111111	484	20.1478117939691	0.215143952741225	Intermediate
OTU_5558	Chthonomonas	0.322222222222222	111	13.2858861583588	0.138043664700661	Intermediate
OTU_4095	Sphingobacteriales	0.211111111111111	128	5.52834029444029	0.050880228027419	Intermediate
OTU_332	DA101 soil group	0.611111111111111	432	9.47438633494358	0.0952178239881301	Intermediate
OTU_1007	Latescibacteria	0.611111111111111	204	28.4962870945684	0.308947046006387	Broad decile
OTU_476	Thioalkalispira	0.477777777777778	123	18.78757533643	0.199860397038539	Intermediate
OTU_8	Planomicrobium	0.988888888888889	8424	9.31130999881633	0.0933855056046779	Intermediate
OTU_117	PHOS-HE36	0.944444444444444	1738	21.324797104089	0.228368506787517	Intermediate
OTU_169	Thiobacillus	0.988888888888889	1953	28.1708139997024	0.305290044940476	Broad decile
OTU_1118	Chloroflexi	0.744444444444444	697	20.5267068355717	0.219401200399682	Intermediate
OTU_9930	Chloroflexi	0.511111111111111	120	10.3395752053311	0.104939047250911	Intermediate
OTU_2528	Synechococcus	0.444444444444444	262	8.14503975934095	0.0802813456105725	Intermediate
OTU_950	Ardenticatenia	0.277777777777778	111	5.19207334106894	0.04710194765246	Intermediate
OTU_10487	KD4-96	0.633333333333333	695	10.5524727445169	0.107331154432774	Intermediate
OTU_297	Subgroup 6	0.866666666666667	840	12.7901215119771	0.132473275415473	Intermediate
OTU_8459	Coriobacteriaceae	0.577777777777778	152	23.126966463455	0.248617600712978	Intermediate
OTU_15	Subgroup 23	0.944444444444444	3550	7.22933150393994	0.0699924888083139	Intermediate
OTU_2621	Anaeromyxobacter	0.7	205	18.005141879273	0.191069009879471	Intermediate
OTU_8485	Dechloromonas	0.733333333333333	317	13.8664510793913	0.144566866060576	Intermediate
OTU_19	KD4-96	0.911111111111111	5117	12.4169261284382	0.128280068858857	Intermediate
OTU_833	OPB35 soil group	0.588888888888889	114	22.1863968644884	0.238049402971779	Intermediate
OTU_617	Anaerolineaceae	0.6	196	9.79231986433675	0.0987901108352444	Intermediate
OTU_1425	Leptolinea	0.311111111111111	152	8.53274724858299	0.0846376095346403	Intermediate
OTU_2420	Bacteroidetes vadinHA17	0.6	160	15.0995701120632	0.158422136090598	Intermediate
OTU_2326	FukuN57	0.677777777777778	135	42.2931812491304	0.463968328641915	Broad decile
OTU_1068	MB-A2-108	0.411111111111111	197	6.86302958994465	0.0658767369656702	Intermediate
OTU_2901	OPB35 soil group	0.688888888888889	217	29.5440352426065	0.320719497107939	Broad decile
OTU_3437	Acidimicrobiales	0.611111111111111	175	28.4900220902982	0.308876652699979	Broad decile
OTU_416	Desulfocapsa	0.722222222222222	277	7.69851161988862	0.0752641755043666	Intermediate
OTU_2869	OM1 clade	0.566666666666667	166	8.60238418372028	0.085420047008093	Intermediate
OTU_318	KD4-96	1	3356	34.5370756251058	0.376821074439391	Broad decile
OTU_2042	Anaerolineaceae	0.522222222222222	132	25.7573429216045	0.278172392377578	Intermediate
OTU_819	Lysobacter	0.811111111111111	635	23.597690308152	0.253906632675866	Intermediate
OTU_195	Comamonadaceae	0.988888888888889	1383	14.8988614535901	0.156166982624608	Intermediate
OTU_977	OPB35 soil group	0.811111111111111	507	26.2709243146857	0.283942969827929	Intermediate
OTU_214	OM1 clade	0.9	1609	11.6966162203279	0.120186699104808	Intermediate
OTU_826	Sulfuricurvum	0.744444444444444	924	1.8808803986857	0.00989753256950229	Narrow decile
OTU_2395	Oligosphaerales	0.5	116	28.1432725981159	0.304980590990066	Broad decile
OTU_3075	Planctomycetaceae	0.466666666666667	112	18.5073182074283	0.196711440532902	Intermediate
OTU_3775	Bacteroidetes vadinHA17	0.3	192	2.26539741305838	0.0142179484613301	Narrow decile
OTU_7	Clostridium sensu stricto 1	0.877777777777778	941	39.0670994710625	0.427720218775983	Broad decile
OTU_2926	Xanthomonadales	0.433333333333333	227	7.01742372193819	0.0676115024936876	Intermediate
OTU_2766	Coriobacteriaceae	0.633333333333333	278	25.3400978821632	0.273484245867003	Intermediate
OTU_65	Subgroup 2	0.444444444444444	1158	1.69908181893778	0.00785485189817727	Narrow decile
OTU_9597	Luteolibacter	0.288888888888889	122	15.4381941104815	0.162226900117769	Intermediate
OTU_1499	OPB35 soil group	0.611111111111111	242	15.5725077504794	0.163736042140218	Intermediate
OTU_1036	Sulfuritalea	0.744444444444444	218	33.2125801165246	0.361939102432861	Broad decile
OTU_2270	Bacteroidetes vadinHA17	0.4	221	3.40729381077574	0.0270482450648959	Narrow decile
OTU_175	Bryobacter	0.733333333333333	970	15.6664367207567	0.164791423828727	Intermediate
OTU_97	Anaerolineaceae	0.911111111111111	1583	23.307256497451	0.250643331432034	Intermediate
OTU_497	Desulfatiglans	0.733333333333333	288	14.9694819850275	0.156960471741882	Intermediate
OTU_1972	Geobacter	0.777777777777778	321	17.8262982399893	0.189059530786397	Intermediate
OTU_832	Gaiella	0.922222222222222	755	14.6120219679369	0.152944067055471	Intermediate
OTU_210	Chloroplast	0.588888888888889	123	8.41171411803815	0.0832776867195297	Intermediate
OTU_303	GR-WP33-30	0.911111111111111	384	33.3683317717873	0.363689121031318	Broad decile
OTU_91	Arenimonas	0.966666666666667	1032	20.7176334851024	0.221546443652835	Intermediate
OTU_25	KD4-96	1	5777	29.9188983207306	0.324931441805962	Broad decile
OTU_6091	Anaerolineaceae	0.633333333333333	150	16.3992314796622	0.173025072805193	Intermediate
OTU_2982	MB-A2-108	0.355555555555556	168	6.0495293911805	0.0567362852941629	Intermediate
OTU_4309	Coriobacteriaceae	0.355555555555556	133	13.0709285594527	0.135628410780367	Intermediate
OTU_395	Anaerolineaceae	0.566666666666667	556	12.0208331016497	0.123829585411795	Intermediate
OTU_153	Cytophagaceae	0.733333333333333	364	18.523034719358	0.196888030554584	Intermediate
OTU_5380	Bradyrhizobiaceae	0.877777777777778	767	28.0120767256777	0.303506480063794	Broad decile
OTU_434	Nitrospinaceae	0.977777777777778	1347	16.4564972814857	0.173668508780738	Intermediate
OTU_233	Blastocatella	0.877777777777778	1425	11.1221353079299	0.113731857392471	Intermediate
OTU_118	Subgroup 23	0.788888888888889	1344	6.01021070195233	0.0562945022691273	Intermediate
OTU_1698	Xanthomonadaceae	0.577777777777778	142	23.1373957595578	0.248734783815256	Intermediate
OTU_631	Subgroup 7	0.833333333333333	596	21.4751763340662	0.230058161056924	Intermediate
OTU_3878	Longilinea	0.577777777777778	125	20.3887948299285	0.217851627302568	Intermediate
OTU_27	Carnobacteriaceae	0.955555555555556	2444	3.22235589358034	0.0249702909391049	Narrow decile
OTU_2019	Arenimonas	0.533333333333333	202	11.1644421227399	0.114207214862246	Intermediate
OTU_2056	Nitrosomonadaceae	0.911111111111111	792	27.5495593183236	0.298309655262063	Broad decile
OTU_217	Bacteroidetes vadinHA17	0.911111111111111	2501	11.3219491139668	0.115976956336706	Intermediate
OTU_2457	OPB35 soil group	0.588888888888889	178	24.6704810385401	0.265960461107192	Intermediate
OTU_1629	Aminicenantes	0.511111111111111	253	15.2658294082272	0.160290218069968	Intermediate
OTU_3999	Desulfobacteraceae	0.5	166	18.52998135195	0.19696608260618	Intermediate
OTU_798	Methylocystaceae	0.933333333333333	485	9.28655464553876	0.0931073555678512	Intermediate
OTU_7758	Coriobacteriaceae	0.722222222222222	435	21.3221319627306	0.228338561378996	Intermediate
OTU_1339	Soil Crenarchaeotic Group(SCG)	0.466666666666667	266	5.76105888828729	0.0534950436886213	Intermediate
OTU_928	Anaeromyxobacter	0.677777777777778	142	39.8909408032985	0.43697686295841	Broad decile
OTU_9870	Mycobacterium	0.777777777777778	230	43.9676882343935	0.48278301386959	Broad decile
OTU_5851	KD4-96	0.744444444444444	664	17.9393514142268	0.190329791171087	Intermediate
OTU_262	Anaerolineaceae	0.755555555555556	332	28.6797094555256	0.3110079714104	Broad decile
OTU_748	Acidibacter	0.622222222222222	277	15.8587217394353	0.166951929656576	Intermediate
OTU_620	Desulfobacca	0.922222222222222	648	29.3177338744635	0.318176785106331	Broad decile
OTU_2229	KD4-96	0.877777777777778	1061	29.1207977254657	0.315964019387256	Broad decile
OTU_4691	Syntrophaceae	0.411111111111111	108	8.53961574302043	0.084714783629443	Intermediate
OTU_2411	Nitrosomonadaceae	0.6	147	23.6601085062568	0.254607960744458	Intermediate
OTU_1950	Rhodoplanes	0.688888888888889	202	26.6529936817277	0.288235884064356	Broad decile
OTU_13824	Clostridium sensu stricto 13	0.888888888888889	2894	5.19728456922213	0.0471605007777768	Intermediate
OTU_629	Nannocystaceae	0.644444444444444	194	16.9883666270887	0.179644568843693	Intermediate
OTU_5387	Aquabacterium	0.5	114	25.8822262998859	0.279575576403213	Intermediate
OTU_102	Nitrosomonadaceae	1	4182	45.7627656768024	0.502952423334858	Broad decile
OTU_392	Thioalkalispira	0.622222222222222	156	17.7437261061401	0.188131754001574	Intermediate
OTU_2810	Subgroup 6	0.922222222222222	618	45.3316215196131	0.498108106961945	Broad decile
OTU_973	Chloroflexi	0.8	313	24.7894709225197	0.267297426095727	Intermediate
OTU_591	Rhodospirillaceae	0.6	143	19.9331386857548	0.21273189534556	Intermediate
OTU_6910	Chloroflexi	0.422222222222222	110	19.8949073412705	0.212302329677197	Intermediate
OTU_994	KD4-96	0.755555555555556	1079	8.38842400112033	0.083016000012588	Intermediate
OTU_7791	SJA-28	0.255555555555556	129	8.23438339847509	0.0812852067244392	Intermediate
OTU_3535	Subgroup 23	0.333333333333333	129	11.6766903841805	0.119962813305399	Intermediate
OTU_1309	Anaerolineaceae	0.477777777777778	195	11.4828717156396	0.117785075456625	Intermediate
OTU_5117	Comamonadaceae	0.933333333333333	968	18.0101082647573	0.191124811963565	Intermediate
OTU_1634	Candidatus Solibacter	0.8	1438	12.6635954041972	0.131051633755025	Intermediate
OTU_677	Phenylobacterium	0.777777777777778	293	28.7710239927733	0.312033977446891	Broad decile
OTU_3147	MB-A2-108	0.6	421	13.4449718701071	0.139831144607945	Intermediate
OTU_78	Verrucomicrobiaceae	0.944444444444444	1351	26.3337898983801	0.284649324700901	Intermediate
OTU_912	WCHB1-69	0.777777777777778	715	16.7379626492964	0.17683104100333	Intermediate
OTU_3081	Christensenellaceae R-7 group	0.344444444444444	138	9.299227152013	0.093249743281045	Intermediate
OTU_218	Devosia	0.955555555555556	975	38.2100294829385	0.418090218909421	Broad decile
OTU_875	OPB35 soil group	0.911111111111111	713	22.617867567206	0.242897388395573	Intermediate
OTU_14304	Subgroup 6	0.522222222222222	130	26.6609590932682	0.28832538307043	Broad decile
OTU_54	Acinetobacter	0.644444444444444	1261	2.32830958219263	0.0149248267662093	Narrow decile
OTU_181	Sphingomonas	0.811111111111111	360	21.1040040078885	0.225887685481894	Intermediate
OTU_3906	Peptoclostridium	0.433333333333333	166	5.14059990946454	0.0465235944883656	Intermediate
OTU_1266	Sulfuricurvum	0.266666666666667	177	3.13856456188773	0.0240288153021094	Narrow decile
OTU_421	TRA3-20	0.522222222222222	114	26.0798998760162	0.281796627820406	Intermediate
OTU_310	WCHB1-32	0.744444444444444	1001	2.74963468931532	0.01965881673388	Narrow decile
OTU_331	MB-A2-108	0.577777777777778	149	28.0335536985	0.303747794365169	Broad decile
OTU_2708	Aminicenantes	0.566666666666667	231	11.4281390747773	0.11717010196379	Intermediate
OTU_9784	Nannocystaceae	0.411111111111111	111	12.6276329857567	0.130647561637715	Intermediate
OTU_3537	Gemmatimonadaceae	0.3	106	14.2361942115202	0.148721283275508	Intermediate
OTU_7109	Opitutus	0.544444444444444	156	23.6064777566471	0.254005368052215	Intermediate
OTU_4287	Caldilineaceae	0.388888888888889	100	20.2281451882403	0.216046575148767	Intermediate
OTU_8848	Candidatus Anammoximicrobium	0.444444444444444	258	6.727151352201	0.0643500151932697	Intermediate
OTU_1535	Anaeromyxobacter	0.633333333333333	127	35.9513728390232	0.392712054371047	Broad decile
OTU_79	KD4-96	1	2570	32.6384017847319	0.355487660502606	Broad decile
OTU_466	PeM15	0.8	556	12.7148676203656	0.131627726071524	Intermediate
OTU_5222	Subgroup 17	0.633333333333333	154	12.3209560075773	0.127201752894126	Intermediate
OTU_2047	Bacteroidetes vadinHA17	0.477777777777778	395	7.58844721559431	0.0740274968044305	Intermediate
OTU_152	Anaerolineaceae	0.822222222222222	546	20.5897964912062	0.220110072934901	Intermediate
OTU_12033	Blastocatella	0.544444444444444	247	13.9257442524874	0.145233081488622	Intermediate
OTU_3817	Aquabacterium	0.844444444444444	520	23.1720106138206	0.249123714762029	Intermediate
OTU_1751	Subgroup 6	0.888888888888889	681	24.8301064089252	0.267754004594665	Intermediate
OTU_526	Sphingomonadaceae	0.922222222222222	646	19.6604566008315	0.209668051694736	Intermediate
OTU_1289	Rhodocyclaceae	0.822222222222222	425	10.8660026660818	0.110853962540245	Intermediate
OTU_5888	OPB35 soil group	0.655555555555556	366	18.8215989403898	0.200242684723481	Intermediate
OTU_2161	Chloroflexi	0.688888888888889	149	38.5823586171436	0.422273692327456	Broad decile
OTU_151	Verrucomicrobiaceae	0.788888888888889	606	25.855335368496	0.279273431106696	Intermediate
OTU_1187	Methylophilaceae	0.766666666666667	339	25.4314912019225	0.274511137100253	Intermediate
OTU_730	TRA3-20	0.777777777777778	319	34.4271120952155	0.375585529159725	Broad decile
OTU_3436	Subgroup 7	0.555555555555556	736	4.53983215557593	0.0397733950064711	Intermediate
OTU_441	Bacteroidetes vadinHA17	0.677777777777778	635	16.1248385378859	0.169942006043662	Intermediate
OTU_5487	Ignavibacteriales	0.355555555555556	174	3.98688839223849	0.0335605437330167	Intermediate
OTU_442	RB41	0.633333333333333	732	3.53298991311982	0.028460560821571	Narrow decile
OTU_2263	RB41	0.544444444444444	129	12.4601432742416	0.128765654766759	Intermediate
OTU_1011	Anaerolineaceae	0.455555555555556	266	4.84859986335845	0.0432426950939152	Intermediate
OTU_6409	Xanthomonadales Incertae Sedis	0.644444444444444	168	27.1601803287556	0.293934610435456	Broad decile
OTU_275	Xenophilus	0.988888888888889	1650	50.5411201425887	0.556641799354929	Broad decile
OTU_105	OPB35 soil group	1	1528	49.2432693693833	0.542059206397565	Broad decile
OTU_7540	Subgroup 18	0.511111111111111	121	15.2892884172139	0.160553802440605	Intermediate
OTU_17	Rhodobacteraceae	0.977777777777778	1995	19.4945626316448	0.207804074512863	Intermediate
OTU_2562	Gaiellales	0.433333333333333	183	19.9194509174666	0.212578100196254	Intermediate
OTU_109	Anderseniella	0.888888888888889	1978	19.9507981804196	0.212930316633929	Intermediate
OTU_4639	Geothermobacter	0.611111111111111	398	10.1948447214332	0.103312862038575	Intermediate
OTU_10930	KD4-96	0.466666666666667	135	18.7531183360728	0.199473239731155	Intermediate
OTU_1641	Rhizobiales	0.822222222222222	534	16.5661103401107	0.174900116181019	Intermediate
OTU_4731	Bacillus	0.733333333333333	652	46.8898267227634	0.515616030592847	Broad decile
OTU_504	Subgroup 6	0.722222222222222	266	19.07454920141	0.203084822487753	Intermediate
OTU_3030	Subgroup 6	0.555555555555556	110	13.6722477827787	0.142384806548076	Intermediate
OTU_897	Bacteroidetes vadinHA17	0.644444444444444	1191	6.91652792758757	0.0664778418830064	Intermediate
OTU_204	Actibacter	0.633333333333333	754	1.96110721521185	0.0107989574742905	Narrow decile
OTU_1095	Xanthomonadales	0.533333333333333	132	21.7779542210094	0.233460159786622	Intermediate
OTU_2034	Chloroflexi	0.611111111111111	260	18.6500514779998	0.198315185146065	Intermediate
OTU_5849	Spirochaeta 2	0.466666666666667	122	23.5488848222659	0.253358256429954	Intermediate
OTU_1856	Subgroup 17	0.555555555555556	223	24.8190437981173	0.267629705596824	Intermediate
OTU_2814	KD4-96	0.588888888888889	178	20.257988750778	0.216381896076157	Intermediate
OTU_1852	Saprospiraceae	0.5	326	9.63622161218108	0.0970361978896751	Intermediate
OTU_326	C0119	0.777777777777778	378	22.1730572447181	0.237899519603575	Intermediate
OTU_1295	Latescibacteria	0.544444444444444	182	17.807958822844	0.188853469919596	Intermediate
OTU_926	Nitrosomonadaceae	0.922222222222222	1282	25.1605842827503	0.271467239132025	Intermediate
OTU_545	SC-I-84	0.955555555555556	614	33.660904568065	0.366976455820955	Broad decile
OTU_361	Subgroup 6	0.788888888888889	584	23.1097944498835	0.248424656740264	Intermediate
OTU_590	Nitrospira	0.644444444444444	311	24.4187789076789	0.263132347277291	Intermediate
OTU_582	Leptolinea	0.677777777777778	508	19.6874797637478	0.20997168273874	Intermediate
OTU_2409	Alcaligenaceae	0.555555555555556	144	12.406736036445	0.128165573443203	Intermediate
OTU_403	Chitinophaga	0.466666666666667	106	5.271297484937	0.0479921065723258	Intermediate
OTU_4383	KCLunmb-38-53	0.422222222222222	126	7.75605997374336	0.0759107862218355	Intermediate
OTU_3470	Spirochaeta 2	0.488888888888889	105	23.9961147181404	0.25838331143978	Intermediate
OTU_2443	Blastopirellula	0.4	121	16.110102246667	0.169776429737831	Intermediate
OTU_35	Exiguobacterium	0.9	2226	1.77411264597067	0.0086978948985469	Narrow decile
