SampleID	Stage	PC1	PC2	Plate	Subject
P1101H04701R00	Before adjustment	-4.3905225826195	-7.28178379420734	Plate 6	Subject 1101
P1101H04702R00	Before adjustment	3.83658511101112	5.57660402736608	Plate 6	Subject 1101
P1101H04703R00	Before adjustment	3.57667543773761	5.39407338028725	Plate 6	Subject 1101
P1101H04704R00	Before adjustment	0.852428508606159	-0.68496084637321	Plate 6	Subject 1101
P1101H04705R00	Before adjustment	-5.2156115747127	-0.538063270802927	Plate 6	Subject 1101
P1101H04706R00	Before adjustment	-4.57111966135349	2.7602824121808	Plate 6	Subject 1101
P1101H04707R00	Before adjustment	0.673513870205896	-1.46671733138047	Plate 6	Subject 1101
P1101H05701R00	Before adjustment	-6.50900866995783	-8.41058188674861	Plate 6	Subject 1101
P1101H05702R00	Before adjustment	1.4529404436488	2.20975926026743	Plate 6	Subject 1101
P1101H05703R00	Before adjustment	1.21541349495248	3.3909350626771	Plate 6	Subject 1101
P1101H05704R00	Before adjustment	-2.84926301055036	-0.981409354215387	Plate 6	Subject 1101
P1101H05705R00	Before adjustment	-2.36342455830425	0.347556497172106	Plate 6	Subject 1101
P1101H05706R00	Before adjustment	-2.44070986313787	1.70472668928973	Plate 6	Subject 1101
P1101H05707R00	Before adjustment	0.73884904327685	-7.78154511041176	Plate 6	Subject 1101
P1101H06701R00	Before adjustment	-8.55078913608128	-5.15027357393693	Plate 6	Subject 1101
P1101H06702R00	Before adjustment	1.6927381158093	7.47653942393508	Plate 6	Subject 1101
P1101H06703R00	Before adjustment	-3.0343550955985	3.66686994453033	Plate 6	Subject 1101
P1101H06704R00	Before adjustment	-1.93609030185926	0.908486421815128	Plate 6	Subject 1101
P1101H06705R00	Before adjustment	-9.68234294323631	0.0184012385210308	Plate 6	Subject 1101
P1101H06706R00	Before adjustment	-4.95351345500921	4.74642931432448	Plate 6	Subject 1101
P1101H06707R00	Before adjustment	-5.88129561511246	-4.00935544530471	Plate 6	Subject 1101
P1101H07701R00	Before adjustment	-3.68948757945207	-7.46317164428697	Plate 6	Subject 1101
P1101H07702R00	Before adjustment	3.08301931032093	5.05684868944806	Plate 6	Subject 1101
P1101H07703R00	Before adjustment	3.34366447549384	5.10277080676624	Plate 6	Subject 1101
P1101H07704R00	Before adjustment	-2.6963030520293	-2.45339136183088	Plate 6	Subject 1101
P1101H07705R00	Before adjustment	-6.03661134709184	3.29837442178863	Plate 6	Subject 1101
P1101H07706R00	Before adjustment	-3.17587429893246	3.61585083418774	Plate 6	Subject 1101
P1101H07707R00	Before adjustment	-3.95025175830037	0.150084193989368	Plate 6	Subject 1101
P1101H08701R00	Before adjustment	-6.88491191568902	-7.53945488146142	Plate 6	Subject 1101
P1101H08702R00	Before adjustment	5.82088730353092	6.67297851531046	Plate 6	Subject 1101
P1101H08703R00	Before adjustment	7.42146935887011	5.10760332906935	Plate 6	Subject 1101
P1101H08704R00	Before adjustment	2.18729205751089	1.4329921412086	Plate 6	Subject 1101
P1101H08705R00	Before adjustment	-3.02669319552433	3.39734765562682	Plate 6	Subject 1101
P1101H08706R00	Before adjustment	-2.30767596739687	6.3991251934399	Plate 6	Subject 1101
P1101H08707R00	Before adjustment	-0.362727775758435	-3.15822011838515	Plate 6	Subject 1101
P1101H09701R00	Before adjustment	-5.89302419078555	-6.19719595143189	Plate 6	Subject 1101
P1101H09702R00	Before adjustment	4.39682744796827	1.52033712590934	Plate 6	Subject 1101
P1101H09703R00	Before adjustment	5.02649077763299	3.63668439511718	Plate 6	Subject 1101
P1101H09704R00	Before adjustment	-3.53007618031319	-1.99006433522368	Plate 6	Subject 1101
P1101H09705R00	Before adjustment	-6.03272721511546	-0.489606544320645	Plate 6	Subject 1101
P1101H09707R00	Before adjustment	-0.261450661740894	-1.4771639582005	Plate 3	Subject 1101
P1101H10701R00	Before adjustment	-5.66571224497157	-7.21261401296578	Plate 6	Subject 1101
P1101H10702R00	Before adjustment	4.32008496267853	4.1957086817561	Plate 6	Subject 1101
P1101H10703R00	Before adjustment	5.06357776835194	3.36355345077872	Plate 6	Subject 1101
P1101H10704R00	Before adjustment	1.8361073588549	-0.820652697105719	Plate 6	Subject 1101
P1101H10705R00	Before adjustment	-1.38021393906525	1.7664007221391	Plate 6	Subject 1101
P1101H10706R00	Before adjustment	-1.35423519941361	3.96785487443373	Plate 3	Subject 1101
P1101H10707R00	Before adjustment	-0.19609838790233	-0.0526017161482937	Plate 3	Subject 1101
P1101H11701R00	Before adjustment	-6.06359228165913	-7.66089670565843	Plate 6	Subject 1101
P1101H11702R00	Before adjustment	4.71882585411077	6.63003275976769	Plate 6	Subject 1101
P1101H11703R00	Before adjustment	3.51322089165077	2.24509337073	Plate 6	Subject 1101
P1101H11704R00	Before adjustment	1.09350930613078	1.23792403304316	Plate 6	Subject 1101
P1101H11705R00	Before adjustment	-0.823811799787589	2.08941886192208	Plate 6	Subject 1101
P1101H11706R00	Before adjustment	-5.51462074006384	1.62884271619595	Plate 3	Subject 1101
P1101H11707R00	Before adjustment	0.692352983596854	-2.94327760944124	Plate 3	Subject 1101
P1101H12701R00	Before adjustment	-3.39966984860382	-8.16118719279435	Plate 6	Subject 1101
P1101H12702R00	Before adjustment	7.3868782585811	0.543691191356605	Plate 6	Subject 1101
P1101H12703R00	Before adjustment	6.80573486163089	1.97820347829338	Plate 6	Subject 1101
P1101H12704R00	Before adjustment	-0.542783552825497	-0.154727462753706	Plate 6	Subject 1101
P1101H12705R00	Before adjustment	-4.26546058463687	-1.39376219538495	Plate 6	Subject 1101
P1101H12706R00	Before adjustment	-1.60638570875387	2.49679168031162	Plate 3	Subject 1101
P1101H12707R00	Before adjustment	-0.589520654319175	-3.15434191456166	Plate 3	Subject 1101
P1101H13701R00	Before adjustment	-4.28169172760988	-9.48436997592807	Plate 6	Subject 1101
P1101H13702R00	Before adjustment	10.1974595718134	2.47475738752923	Plate 6	Subject 1101
P1101H13703R00	Before adjustment	9.85095697112498	1.32166696351889	Plate 6	Subject 1101
P1101H13704R00	Before adjustment	2.25486197469809	-1.22431221458119	Plate 6	Subject 1101
P1101H13705R00	Before adjustment	1.77808081345933	-3.23028242060241	Plate 6	Subject 1101
P1101H13706R00	Before adjustment	-3.80868796060865	-0.798917385396173	Plate 3	Subject 1101
P1101H13707R00	Before adjustment	-0.747056577119038	-6.4594823237907	Plate 3	Subject 1101
P1101H14701R00	Before adjustment	-5.74115095400718	-8.13537118794038	Plate 6	Subject 1101
P1101H14702R00	Before adjustment	-0.249817889886007	0.515388619346442	Plate 6	Subject 1101
P1101H14703R00	Before adjustment	10.1172984898971	-0.387822149024316	Plate 6	Subject 1101
P1101H14704R00	Before adjustment	0.623542226684835	-3.20246199321368	Plate 6	Subject 1101
P1101H14705R00	Before adjustment	-5.81344918136277	-3.29962155141638	Plate 6	Subject 1101
P1101H14706R00	Before adjustment	-4.95799204423359	2.47411264573344	Plate 3	Subject 1101
P1101H14707R00	Before adjustment	-1.17584709044565	-5.50091236699556	Plate 3	Subject 1101
P1101H15701R00	Before adjustment	-3.49197925483495	-8.02370104695175	Plate 6	Subject 1101
P1101H15702R00	Before adjustment	5.8868723842302	6.64881665222803	Plate 6	Subject 1101
P1101H15703R00	Before adjustment	1.23015790176046	4.7119619799603	Plate 6	Subject 1101
P1101H16701R00	Before adjustment	-2.668822135938	-6.61026742315534	Plate 6	Subject 1101
P1101H16702R00	Before adjustment	2.11263974769814	3.1693755535178	Plate 6	Subject 1101
P1101H16703R00	Before adjustment	4.53988686430803	6.46221465442207	Plate 6	Subject 1101
P1101H17701R00	Before adjustment	-1.08857056265981	-9.23423487746037	Plate 3	Subject 1101
P1101H17702R00	Before adjustment	6.32156269107703	3.08713292117842	Plate 3	Subject 1101
P1101H17703R00	Before adjustment	7.02817178776793	1.31725963727225	Plate 3	Subject 1101
P1101H17704R00	Before adjustment	2.08612347203003	-2.70389209249523	Plate 3	Subject 1101
P1101H17705R00	Before adjustment	-2.27944764808714	0.422374457395018	Plate 3	Subject 1101
P1101H17706R00	Before adjustment	-1.70413175043742	1.58724196425707	Plate 3	Subject 1101
P1101H17707R00	Before adjustment	-1.28579266175252	-4.19657043557558	Plate 3	Subject 1101
P1101H18701R00	Before adjustment	-3.08186096010137	-9.22592264904662	Plate 3	Subject 1101
P1101H18702R00	Before adjustment	4.24547971191179	0.552983693237167	Plate 3	Subject 1101
P1101H18703R00	Before adjustment	4.56849658423334	4.54404687149461	Plate 3	Subject 1101
P1101H18704R00	Before adjustment	3.49694938798461	-1.99118160930541	Plate 3	Subject 1101
P1101H18705R00	Before adjustment	-4.29109321347673	-3.26698769690925	Plate 3	Subject 1101
P1101H18706R00	Before adjustment	-1.742171586701	4.78618919767752	Plate 3	Subject 1101
P1101H18707R00	Before adjustment	-1.77669685576785	-4.02479687446397	Plate 3	Subject 1101
P1101H19701R00	Before adjustment	-1.87501923368296	-9.68304936905003	Plate 3	Subject 1101
P1101H19702R00	Before adjustment	4.23483127818706	-0.684551421062667	Plate 3	Subject 1101
P1101H19703R00	Before adjustment	3.34594504615712	3.68006910735562	Plate 3	Subject 1101
P1101H19704R00	Before adjustment	-2.8982958152629	-3.45299177889938	Plate 3	Subject 1101
P1101H19705R00	Before adjustment	-3.80573479696456	0.187710012970961	Plate 3	Subject 1101
P1101H19706R00	Before adjustment	-0.369514023222108	4.69922513149525	Plate 3	Subject 1101
P1101H19707R00	Before adjustment	-1.26611478442785	-5.81884297480659	Plate 3	Subject 1101
P1101H20701R00	Before adjustment	-2.20089772855989	-7.33200052009287	Plate 3	Subject 1101
P1101H20702R00	Before adjustment	1.6198776543095	3.85302499940933	Plate 3	Subject 1101
P1101H20703R00	Before adjustment	6.8026304680456	4.67737571846192	Plate 3	Subject 1101
P1101H20704R00	Before adjustment	-0.238169464600163	-0.713853062737654	Plate 3	Subject 1101
P1101H20705R00	Before adjustment	-3.27978117013472	-2.87752665594508	Plate 3	Subject 1101
P1101H20706R00	Before adjustment	-6.22248930286328	2.42047920006334	Plate 3	Subject 1101
P1101H20707R00	Before adjustment	-0.87049925253929	-3.43517480505835	Plate 3	Subject 1101
P1101H21701R00	Before adjustment	-0.600687093162582	-7.22681110090435	Plate 3	Subject 1101
P1101H21702R00	Before adjustment	4.53397007462093	5.43859425912216	Plate 3	Subject 1101
P1101H21703R00	Before adjustment	0.461528177488711	6.4782210841217	Plate 3	Subject 1101
P1101H21705R00	Before adjustment	-1.29046693770467	2.46654860072026	Plate 3	Subject 1101
P1101H21706R00	Before adjustment	0.267210285158036	5.01318449607757	Plate 3	Subject 1101
P1101H21707R00	Before adjustment	1.08804181109187	-1.37542651268381	Plate 3	Subject 1101
P1101H22701R00	Before adjustment	-4.09670987389442	-8.62416509062805	Plate 3	Subject 1101
P1101H22702R00	Before adjustment	5.29266203206301	4.03437479541184	Plate 3	Subject 1101
P1101H22703R00	Before adjustment	3.0473596346955	5.56042796063877	Plate 3	Subject 1101
P1101H22704R00	Before adjustment	2.18869240498452	0.278908257440813	Plate 3	Subject 1101
P1101H22705R00	Before adjustment	-1.63660204400419	0.646112993433429	Plate 3	Subject 1101
P1101H22706R00	Before adjustment	-7.00826137043397	5.77891912053883	Plate 3	Subject 1101
P1101H22707R00	Before adjustment	0.0916947290182352	-3.97079414505142	Plate 3	Subject 1101
P1101H23701R00	Before adjustment	-1.88722920102185	-10.0860502022516	Plate 3	Subject 1101
P1101H23702R00	Before adjustment	5.24199117289395	3.27568199472879	Plate 3	Subject 1101
P1101H23703R00	Before adjustment	9.10738067097921	2.94246947304434	Plate 3	Subject 1101
P1101H23704R00	Before adjustment	4.16034000604793	-3.0804872239768	Plate 3	Subject 1101
P1101H23705R00	Before adjustment	-3.32305093114029	-1.10150710289262	Plate 3	Subject 1101
P1101H23706R00	Before adjustment	-2.23905743555188	2.0513144123622	Plate 3	Subject 1101
P1101H23707R00	Before adjustment	1.81986389281936	-4.47300972136175	Plate 3	Subject 1101
P1101H24701R00	Before adjustment	-3.44640579177068	-7.37561128695017	Plate 3	Subject 1101
P1101H24702R00	Before adjustment	3.70831597053461	4.86929460903944	Plate 3	Subject 1101
P1101H24703R00	Before adjustment	8.8476859736834	5.10906389677391	Plate 3	Subject 1101
P1101H24704R00	Before adjustment	-1.23773756772741	2.26189062768914	Plate 3	Subject 1101
P1101H24705R00	Before adjustment	-1.72433668002159	0.491015183901971	Plate 3	Subject 1101
P1101H24706R00	Before adjustment	-2.23748933658926	2.68223900357346	Plate 3	Subject 1101
P1101H24707R00	Before adjustment	2.4905235631271	0.511296422761784	Plate 3	Subject 1101
P1101H25701R00	Before adjustment	-5.08208181599409	-8.94725869894672	Plate 3	Subject 1101
P1101H25702R00	Before adjustment	6.94726514721002	2.45754947481462	Plate 3	Subject 1101
P1101H25703R00	Before adjustment	0.660208991490043	3.24149124201784	Plate 3	Subject 1101
P1101H26701R00	Before adjustment	-4.96384393579804	-5.36694542097429	Plate 3	Subject 1101
P1101H26703R00	Before adjustment	10.1239746960146	4.78318795097701	Plate 3	Subject 1101
P1101H27701R00	Before adjustment	-1.65369056152814	-7.04445756373642	Plate 3	Subject 1101
P1101H27702R00	Before adjustment	6.47635102854373	1.80515754380998	Plate 3	Subject 1101
P1101H27703R00	Before adjustment	10.6057168162922	5.77638074177117	Plate 3	Subject 1101
P1101H28701R00	Before adjustment	-2.00549594837601	-6.15232680530302	Plate 3	Subject 1101
P1101H28702R00	Before adjustment	3.85845851892777	8.61506096850707	Plate 3	Subject 1101
P1101H28703R00	Before adjustment	5.40861373353557	3.05296112528209	Plate 3	Subject 1101
P1101H29701R00	Before adjustment	-2.4613083968942	-6.7854138867979	Plate 3	Subject 1101
P1101H29702R00	Before adjustment	4.83267284546109	6.31969591962241	Plate 3	Subject 1101
P1101H29703R00	Before adjustment	4.21345877488067	6.88807469772396	Plate 3	Subject 1101
P1102C01701R00	Before adjustment	-0.458506510405003	3.89199645721912	Plate 5	Subject 1102
P1102C01702R00	Before adjustment	-10.9338877880485	1.01595610446585	Plate 5	Subject 1102
P1102C01703R00	Before adjustment	-7.25760133150232	0.197031929146926	Plate 5	Subject 1102
P1102C08701R00	Before adjustment	-1.09347515093026	3.29800219297372	Plate 5	Subject 1102
P1102C08702R00	Before adjustment	-9.8435073493182	3.10821786566989	Plate 5	Subject 1102
P1102C08703R00	Before adjustment	-11.12094904403	2.25745262216949	Plate 5	Subject 1102
P1102C15701R00	Before adjustment	0.261831195454615	0.796741506047245	Plate 5	Subject 1102
P1102C15702R00	Before adjustment	-10.366019882297	-2.94959554599414	Plate 5	Subject 1102
P1102C15703R00	Before adjustment	-10.9507667145807	-2.49434424718258	Plate 5	Subject 1102
P1102H01702R00	Before adjustment	-1.86283512329649	0.566205132347133	Plate 4	Subject 1102
P1102H01703R00	Before adjustment	1.07702757709685	-1.82231069610218	Plate 4	Subject 1102
P1102H01704R00	Before adjustment	4.63848078965511	0.664803859455403	Plate 4	Subject 1102
P1102H01705R00	Before adjustment	10.6628216226138	-2.57825874641757	Plate 4	Subject 1102
P1102H01706R00	Before adjustment	12.368920257979	-10.2595861223217	Plate 4	Subject 1102
P1102H01707R00	Before adjustment	-6.14223617211162	0.0997328216869845	Plate 4	Subject 1102
P1102H02701R00	Before adjustment	1.58834334139852	4.16900424557847	Plate 4	Subject 1102
P1102H02703R00	Before adjustment	0.314415531271294	-0.545514045135687	Plate 4	Subject 1102
P1102H02704R00	Before adjustment	2.27619819695057	0.802587644385349	Plate 4	Subject 1102
P1102H02705R00	Before adjustment	7.27508857703191	2.19299653072915	Plate 4	Subject 1102
P1102H02706R00	Before adjustment	10.9925249457275	-9.95579690427107	Plate 4	Subject 1102
P1102H02707R00	Before adjustment	-1.3435623463337	3.3316717770235	Plate 4	Subject 1102
P1102H03701R00	Before adjustment	2.12404817405623	3.69557132749936	Plate 4	Subject 1102
P1102H03702R00	Before adjustment	-3.38314752097592	5.2696843702198	Plate 4	Subject 1102
P1102H03703R00	Before adjustment	-5.71033560701216	3.39811612592774	Plate 4	Subject 1102
P1102H03704R00	Before adjustment	4.86351929513264	3.25885396975738	Plate 4	Subject 1102
P1102H03705R00	Before adjustment	9.97317439290274	-1.29217893772265	Plate 4	Subject 1102
P1102H03706R00	Before adjustment	12.0651754803077	-8.80382405031285	Plate 4	Subject 1102
P1102H03707R00	Before adjustment	-0.756195429918404	3.21289943190328	Plate 4	Subject 1102
P1102H04701R00	Before adjustment	-1.70949337905023	3.87973133196546	Plate 4	Subject 1102
P1102H04702R00	Before adjustment	-1.72974361662645	6.39383344244105	Plate 4	Subject 1102
P1102H04703R00	Before adjustment	-15.2592361015716	2.10750578808466	Plate 4	Subject 1102
P1102H04704R00	Before adjustment	-3.2744498928789	3.26477488778639	Plate 4	Subject 1102
P1102H04705R00	Before adjustment	10.9652373278484	-5.28909734931364	Plate 4	Subject 1102
P1102H04706R00	Before adjustment	11.107976310693	-8.08366487162029	Plate 4	Subject 1102
P1102H04707R00	Before adjustment	-0.690005691057781	3.82218491038032	Plate 4	Subject 1102
P1102H05701R00	Before adjustment	-0.986326260404521	2.8456456447935	Plate 4	Subject 1102
P1102H05702R00	Before adjustment	-3.81336944782782	3.37838679316225	Plate 4	Subject 1102
P1102H05703R00	Before adjustment	-1.71431886752943	2.00170867635937	Plate 4	Subject 1102
P1102H05704R00	Before adjustment	6.53664975473972	5.16637651457467	Plate 4	Subject 1102
P1102H05705R00	Before adjustment	10.1166203149036	-3.39680869572364	Plate 4	Subject 1102
P1102H05706R00	Before adjustment	14.7837111784252	-8.42212182730449	Plate 4	Subject 1102
P1102H05707R00	Before adjustment	5.12536127236295	4.51456504442473	Plate 4	Subject 1102
P1102H06701R00	Before adjustment	-1.14371488459997	0.81318320374806	Plate 4	Subject 1102
P1102H06702R00	Before adjustment	0.184397290158197	-0.147578952183378	Plate 4	Subject 1102
P1102H06703R00	Before adjustment	-0.244028869671543	-1.79666575783829	Plate 4	Subject 1102
P1102H06704R00	Before adjustment	5.96548447883406	1.28682278068025	Plate 4	Subject 1102
P1102H06705R00	Before adjustment	16.7140207384645	-8.59692029399287	Plate 4	Subject 1102
P1102H06706R00	Before adjustment	12.4781468736378	-5.93740803447245	Plate 4	Subject 1102
P1102H06707R00	Before adjustment	-0.590686932304749	1.02784005084049	Plate 4	Subject 1102
P1102H07701R00	Before adjustment	-2.6114652768145	5.1507433291641	Plate 4	Subject 1102
P1102H07702R00	Before adjustment	3.66566643295266	-0.480155186995533	Plate 4	Subject 1102
P1102H07703R00	Before adjustment	-11.6238938789814	3.58917696371453	Plate 4	Subject 1102
P1102H07704R00	Before adjustment	3.90272879643505	0.238970102191144	Plate 4	Subject 1102
P1102H07705R00	Before adjustment	8.27239999466867	-4.23414674549531	Plate 4	Subject 1102
P1102H07706R00	Before adjustment	11.3305530005811	-4.90892145580519	Plate 4	Subject 1102
P1102H07707R00	Before adjustment	-3.1255641327834	2.04235603922108	Plate 4	Subject 1102
P1102H08701R00	Before adjustment	-2.32078902917143	4.69058537132261	Plate 4	Subject 1102
P1102H08702R00	Before adjustment	-12.1154289127738	5.88008509202985	Plate 4	Subject 1102
P1102H08703R00	Before adjustment	-16.9329054386886	4.85324685097582	Plate 4	Subject 1102
P1102H08704R00	Before adjustment	-3.70702178329084	4.2760753213345	Plate 4	Subject 1102
P1102H08705R00	Before adjustment	1.35876532372463	2.97762136609613	Plate 4	Subject 1102
P1102H08706R00	Before adjustment	6.43762496108851	-7.29171997095077	Plate 4	Subject 1102
P1102H08707R00	Before adjustment	-6.15584000605172	4.00490330823949	Plate 4	Subject 1102
P1102H09701R00	Before adjustment	-3.68046721610773	3.74844447981358	Plate 4	Subject 1102
P1102H09702R00	Before adjustment	-6.12461665539582	3.6470545849045	Plate 4	Subject 1102
P1102H09703R00	Before adjustment	-6.63716438580391	-0.877868568034788	Plate 4	Subject 1102
P1102H09704R00	Before adjustment	-2.05152782815377	-1.90731461609793	Plate 4	Subject 1102
P1102H09705R00	Before adjustment	4.1088937791896	-5.8797014772181	Plate 4	Subject 1102
P1102H09707R00	Before adjustment	-8.80485832927476	2.99093196420435	Plate 5	Subject 1102
P1102H10701R00	Before adjustment	-4.26809257740323	1.81838386841983	Plate 4	Subject 1102
P1102H10702R00	Before adjustment	-6.49409873557623	-2.81082955509824	Plate 4	Subject 1102
P1102H10703R00	Before adjustment	-3.55724943921028	-1.39476531794941	Plate 4	Subject 1102
P1102H10704R00	Before adjustment	-2.17011846292344	-6.06981682377462	Plate 4	Subject 1102
P1102H10705R00	Before adjustment	7.83759532303814	-8.29564635194613	Plate 4	Subject 1102
P1102H10706R00	Before adjustment	11.502467034062	-7.57884881351259	Plate 5	Subject 1102
P1102H10707R00	Before adjustment	-4.89893516588397	0.15677725895679	Plate 5	Subject 1102
P1102H11701R00	Before adjustment	-1.94523094550846	5.69510767926892	Plate 4	Subject 1102
P1102H11702R00	Before adjustment	-10.9851511700038	6.5842710204866	Plate 4	Subject 1102
P1102H11703R00	Before adjustment	-12.1349074100374	5.27115852332105	Plate 4	Subject 1102
P1102H11704R00	Before adjustment	3.10977238448919	0.740193667271862	Plate 4	Subject 1102
P1102H11705R00	Before adjustment	3.70194619407334	-0.338464695588065	Plate 4	Subject 1102
P1102H11706R00	Before adjustment	4.33664580493159	-9.70819790969677	Plate 5	Subject 1102
P1102H11707R00	Before adjustment	-4.83549479423329	4.60020000968	Plate 5	Subject 1102
P1102H12701R00	Before adjustment	1.31953194096454	6.26039038949856	Plate 4	Subject 1102
P1102H12702R00	Before adjustment	-9.95316320205027	5.75053768996252	Plate 4	Subject 1102
P1102H12703R00	Before adjustment	-8.24396755281333	-0.812016450562636	Plate 4	Subject 1102
P1102H12704R00	Before adjustment	4.22191044443473	2.4226402015463	Plate 4	Subject 1102
P1102H12705R00	Before adjustment	9.43688825225965	-4.37782573301168	Plate 4	Subject 1102
P1102H12706R00	Before adjustment	6.67968127107685	-4.7394556575407	Plate 5	Subject 1102
P1102H12707R00	Before adjustment	-2.13194317187369	2.06250959461177	Plate 5	Subject 1102
P1102H13701R00	Before adjustment	-1.11369406649557	6.47670213676309	Plate 4	Subject 1102
P1102H13702R00	Before adjustment	-10.531109857536	4.99479649155462	Plate 4	Subject 1102
P1102H13703R00	Before adjustment	-10.3232157757357	3.33288523247509	Plate 4	Subject 1102
P1102H13704R00	Before adjustment	-9.16888088698541	2.83518992202918	Plate 4	Subject 1102
P1102H13705R00	Before adjustment	-5.92478631359125	-1.34953804820099	Plate 4	Subject 1102
P1102H13706R00	Before adjustment	-3.35365538825524	-0.499447238231728	Plate 5	Subject 1102
P1102H13707R00	Before adjustment	-7.14888800543378	6.15788672709559	Plate 5	Subject 1102
P1102H14701R00	Before adjustment	-3.37770773333361	1.78579876062706	Plate 4	Subject 1102
P1102H14702R00	Before adjustment	-11.7485111739365	2.73447998478807	Plate 4	Subject 1102
P1102H14703R00	Before adjustment	-11.7803090383648	2.16676679634676	Plate 4	Subject 1102
P1102H14704R00	Before adjustment	2.44366068291005	-0.614440261499899	Plate 4	Subject 1102
P1102H14705R00	Before adjustment	-3.84321814471697	-6.57799871566793	Plate 4	Subject 1102
P1102H14706R00	Before adjustment	6.21331837910828	-9.01637474289581	Plate 5	Subject 1102
P1102H14707R00	Before adjustment	-4.00736506205627	1.84205402443285	Plate 5	Subject 1102
P1102H15701R00	Before adjustment	0.3119578707754	4.90033652585814	Plate 4	Subject 1102
P1102H15702R00	Before adjustment	-1.75907507968686	7.18696227834374	Plate 4	Subject 1102
P1102H15703R00	Before adjustment	-3.76468267741693	5.27867007943473	Plate 4	Subject 1102
P1102H16701R00	Before adjustment	1.35808313965166	4.57766069114517	Plate 4	Subject 1102
P1102H16702R00	Before adjustment	-9.3925489933714	3.98420998206075	Plate 4	Subject 1102
P1102H16703R00	Before adjustment	-8.1701498116155	3.16745545366706	Plate 4	Subject 1102
P1102H17701R00	Before adjustment	0.4149940082305	5.32032110497248	Plate 5	Subject 1102
P1102H17702R00	Before adjustment	-6.5646834202941	-2.83073349562931	Plate 5	Subject 1102
P1102H17703R00	Before adjustment	-4.95061543015867	-0.97803404570758	Plate 5	Subject 1102
P1102H17704R00	Before adjustment	2.34873614859032	1.31767888687692	Plate 5	Subject 1102
P1102H17705R00	Before adjustment	11.9517378805028	-2.33720699326218	Plate 5	Subject 1102
P1102H17706R00	Before adjustment	12.061966132334	-8.4260146880513	Plate 5	Subject 1102
P1102H17707R00	Before adjustment	-0.117158309039674	-0.992972928939522	Plate 5	Subject 1102
P1102H18701R00	Before adjustment	1.69553176387075	2.23578624629642	Plate 5	Subject 1102
P1102H18702R00	Before adjustment	-3.56188942477269	-1.11593233184779	Plate 5	Subject 1102
P1102H18703R00	Before adjustment	-3.62567314280345	1.84143394854215	Plate 5	Subject 1102
P1102H18704R00	Before adjustment	6.37170113012895	0.833771829748837	Plate 5	Subject 1102
P1102H18705R00	Before adjustment	11.8062417165275	-2.35293879698212	Plate 5	Subject 1102
P1102H18706R00	Before adjustment	7.35346055177275	-4.40766873426495	Plate 5	Subject 1102
P1102H18707R00	Before adjustment	-1.20863172966793	1.26714378138504	Plate 5	Subject 1102
