FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Prevalence	TotalReads	HabitatP	HabitatR2	SubjectP	SubjectR2	PlateP	PlateR2	HabitatQ	PlateQ
Seq39	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.5139146567718	33211	3.21649606052853e-33	0.234249929424665	5.92520748316913e-21	0.12287492464236	0.109061943723815	0.00733471426725151	2.35206274426149e-32	0.209184383863712
Seq40	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown	0.473098330241187	34363	1.0082462345807e-09	0.0490374429021079	1.80251796117108e-82	0.482108748323486	0.0602472800235672	0.00652932271559877	1.52212657349603e-09	0.129338197481786
Seq41	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.445269016697588	26257	2.44158334102833e-20	0.148764914163261	9.5300364407744e-24	0.151216305630092	0.000948905678484029	0.0213995385622411	6.96744514391011e-20	0.00516381229686658
Seq42	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	0.276437847866419	31913	1.25099756063476e-40	0.193108682226581	8.69555882279997e-76	0.387528993019859	0.658497262950517	0.00127319469208199	1.54070225888703e-39	0.753869463374794
Seq43	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0.703153988868275	33660	1.11397899308551e-64	0.39047444745046	2.1549984244596e-26	0.121430776361157	0.134143278430279	0.00513260827489806	1.30335542191004e-62	0.239614711089201
Seq44	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0.332096474953618	30767	4.82678283698893e-36	0.161588750273207	8.79447483103869e-85	0.434342459004769	0.197730324737514	0.00356045560493479	4.18321179205707e-35	0.323558713206841
Seq45	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	0.252319109461967	31198	6.64270782994868e-54	0.263154477832005	1.91749169491908e-66	0.316851465207067	0.00203140290185757	0.0115908486384126	2.2205623317257e-52	0.00851360120926607
Seq46	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0871985157699443	30117	6.95307467994537e-06	0.0482804946804197	1.49683051284111e-29	0.208800339587803	0.0183341400903345	0.0139890996576681	8.47405976618342e-06	0.048448435544031
Seq47	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	0.133580705009276	28544	1.4071836923916e-12	0.102896825593716	1.80902941250165e-19	0.134792983111374	0.337416007066599	0.00486096849979528	2.63424787215708e-12	0.481435034473074
Seq48	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0.244897959183673	26176	5.20191320701745e-25	0.141298557833469	4.12402712106903e-55	0.316460260433003	6.72306205406831e-05	0.0220876449146244	1.96330272651949e-24	0.000558903819588605
Seq49	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0.142857142857143	21848	3.58707497166622e-43	0.28752144130763	7.48713753771187e-20	0.105606133897073	3.34869316677695e-05	0.0263217388865808	5.99553959549926e-42	0.000301382385009926
Seq50	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0.62152133580705	21913	5.76762217342151e-30	0.237022561990006	0.0287206792626878	0.00976046756750206	2.37907919833345e-05	0.0336402415701087	3.24629567950247e-29	0.000242045448873925
Seq51	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.36178107606679	19946	1.66693411211111e-28	0.19284461373868	2.89414612902819e-31	0.188969713907337	0.960509482136383	0.00034847510541816	8.12630379654166e-28	0.97721399486919
Seq52	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0.228200371057514	18712	3.94536405025648e-24	0.13082430344175	7.2544412009023e-63	0.360611744039701	0.0304082345803789	0.00852512921616071	1.37793311605973e-23	0.0718740090081684
Seq54	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.604823747680891	21963	3.85072316127531e-29	0.213470878377711	9.83122638241938e-14	0.0803972600894915	1.86686831906171e-06	0.0382491248926628	1.91716855263494e-28	3.12033704757458e-05
Seq55	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0.586270871985158	18239	2.43877417535678e-32	0.251539766642421	4.62662477917126e-06	0.0335409881205986	0.0295911795751862	0.0120642891397092	1.63049473438139e-31	0.0713849074287998
Seq56	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.50278293135436	17946	6.26181779523310e-11	0.0596794074762626	8.12829749192726e-70	0.41707286570519	0.000122950654135161	0.0201120327318568	1.04661811720325e-10	0.000928079131213797
Seq57	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	0.181818181818182	17134	5.91777516126548e-17	0.103320603564461	3.50706567371733e-53	0.329502638588061	0.918644005354012	0.000538563381986506	1.44245769555846e-16	0.94281884760017
Seq58	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.667903525046382	17072	1.80751920861775e-07	0.0669500973074778	1.02058513882846e-15	0.113295070909753	0.0828273648477071	0.0103155515560022	2.41691139895174e-07	0.165701100638341
Seq59	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Planobacterium	0.133580705009276	13977	9.20925428295221e-27	0.153333423791256	6.77305499460343e-55	0.318103708209237	0.376784826466508	0.00309498855938383	4.22542255335455e-26	0.514123352512317
Seq60	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.49721706864564	17096	2.94336377755529e-29	0.205305724520085	5.95148198442371e-23	0.137098723911789	0.00213682420302704	0.0180175538970478	1.49727635640856e-28	0.00851360120926607
Seq61	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	0.0871985157699443	15446	2.79553520096536e-37	0.233765799585186	5.09615946092605e-37	0.20821311470181	0.991769457592412	0.000106374304208918	2.61662094810358e-36	0.991769457592412
Seq62	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.202226345083488	16737	3.4749467570869e-35	0.258979339763626	1.71892668096429e-13	0.0778044755879588	0.377902635179994	0.0038740951668045	2.8039225557184e-34	0.514123352512317
Seq63	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.673469387755102	15192	7.99036591721321e-13	0.111680366537588	8.25561583792291e-10	0.0666471508420232	0.0218078927006036	0.0148918625337135	1.53257838084253e-12	0.0560774383729808
Seq64	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.319109461966605	11282	1.24675881321104e-21	0.166298109221286	1.91827265578337e-18	0.119239716999248	0.626574387525677	0.0023620413779741	3.78885145832964e-21	0.733092033405042
Seq65	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.847866419294991	14719	3.04947924613463e-66	0.395785389881755	2.91683061821403e-27	0.1239035518928	0.107073461200477	0.00551792491612595	7.13578143595504e-64	0.207067685296791
Seq66	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0.269016697588126	14099	1.36301592151231e-25	0.164014202679486	1.04306756743531e-38	0.231967271963953	0.00465523109022357	0.0146942717288627	5.69545938631929e-25	0.0153425926072157
Seq67	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0.191094619666048	10757	5.77069377497329e-10	0.0770656915509166	1.76180976412634e-30	0.210747147461513	0.61139813592857	0.0024479808804824	9.00228228895833e-10	0.718930471393393
Seq68	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.100185528756957	12432	5.21027478214002e-11	0.101434092502392	4.71155265882804e-07	0.048271598834942	0.877876803104155	0.00109555281888806	8.77125394978968e-11	0.925329603271947
Seq69	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.435992578849722	11841	1.48226726007869e-14	0.131611889632588	0.00139358097799297	0.0212233814873853	0.206731684313733	0.00729671951884266	3.15318671689467e-14	0.335938987009817
Seq70	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0.0705009276437848	7842	7.66768579126326e-05	0.037614449351227	2.92690845717002e-14	0.0854049006079977	7.59545440782176e-29	0.196679532815526	8.83861317810642e-05	1.77733633143029e-26
Seq71	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.148423005565863	11550	1.78412514246011e-41	0.280790239264918	1.82004759899587e-22	0.124223722144193	0.778645378696845	0.00123211214466768	2.45579578432744e-40	0.843532493588248
Seq72	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	0.155844155844156	11109	3.90656644609124e-07	0.0440241458014684	1.66664854091376e-60	0.381132829007565	0.000442774623662354	0.0192699646201262	5.10690809153827e-07	0.00259023154842477
Seq73	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0.0946196660482375	9344	6.41079268996397e-25	0.177751969609127	1.41153517615545e-24	0.152208912564066	0.0148693861549419	0.0131855948884797	2.38115157055805e-24	0.0414218614316239
Seq74	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.217068645640074	8014	6.17960504832121e-08	0.0350003921632214	7.37896338859677e-98	0.534473067016964	1.70219545831145e-08	0.0307126515851853	8.45630164507113e-08	7.45273535523939e-07
Seq75	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0.098330241187384	9327	9.78882692456111e-14	0.0970838873997775	3.18915736279968e-37	0.246361608794014	0.901993709488857	0.000716037943200265	1.95776538491222e-13	0.933922690355719
Seq76	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	unknown	0.116883116883117	9431	3.11493850678504e-25	0.169637959439786	5.06982246446362e-34	0.208923489048135	0.503140423863189	0.0027615293177005	1.21482601764617e-24	0.634385240478252
Seq77	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0.50834879406308	7213	1.09689064712525e-15	0.140091342764349	0.100677983424607	0.00726512513236437	0.00282337819992963	0.0224277108434388	2.51639619046381e-15	0.0105503738094916
Seq78	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.211502782931354	8478	9.68620097474597e-17	0.142574205892623	2.17898925123559e-08	0.0548355390297	0.0699535026161398	0.0106729519304593	2.33667116297995e-16	0.143588768527866
Seq79	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	0.148423005565863	8465	6.39272249342355e-12	0.0757340729275434	7.24160357080697e-51	0.32290066204676	0.00582022162116577	0.0140961818425976	1.15069004881624e-11	0.0184044845858485
Seq81	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	0.172541743970315	8222	3.51636865691586e-21	0.152866205490923	4.18862334919826e-25	0.158812730140848	0.00174863639740349	0.0194003508991752	1.04155729837761e-20	0.00772039466023427
Seq82	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0.23191094619666	7595	3.34441571022697e-11	0.104990532069228	0.000425120574142593	0.025846877170233	0.412117449111397	0.0047159506381295	5.75436232494934e-11	0.547928881204926
Seq83	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.564007421150278	8179	8.93714113283209e-24	0.182610721690892	3.41822041003821e-14	0.0885231432252888	0.00212608835234798	0.0199847148469571	3.03085655809088e-23	0.00851360120926607
Seq84	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0.0890538033395176	9259	1.11371775644743e-06	0.0572569168215652	3.76442945746879e-21	0.150135496574936	0.000945838031075696	0.024239952808049	1.40112879036935e-06	0.00516381229686658
Seq85	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.300556586270872	7800	2.12596415806821e-24	0.15980907182617	5.05131263619454e-33	0.19687855590666	2.58866070755099e-07	0.0395272835862965	7.5375092876964e-24	6.05746605566932e-06
Seq86	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.161410018552876	6050	7.25446600162633e-31	0.196102221082557	7.91707317879258e-38	0.220780415897712	0.112621514252648	0.00657242640314197	4.2438626109514e-30	0.21425556370016
Seq87	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.0686456400742115	5388	5.97979940444064e-09	0.0836740256421891	1.50123294510442e-08	0.0603829436533275	0.664261135057375	0.00255760801584534	8.8004595008749e-09	0.754549056327309
Seq88	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.163265306122449	7052	2.06903055539312e-14	0.0848843775153169	2.01884355717183e-56	0.342950882763877	2.90589489408808e-05	0.0251226478915583	4.32279598180348e-14	0.000271991762086645
Seq89	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.426716141001855	6953	4.08650921656478e-15	0.110158241424067	1.8802081770922e-25	0.163345882459333	4.57371215287467e-08	0.049228108078279	8.85410330255701e-15	1.33781080471584e-06
Seq90	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.100185528756957	3434	6.46651785067421e-38	0.229214983284328	4.47233854433708e-42	0.233611060490946	0.935391307224168	0.000430875866568172	6.57897903068593e-37	0.955814698211596
Seq91	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0.0871985157699443	7554	8.39155364706697e-13	0.102149326749153	3.04995198368066e-22	0.152887820908886	0.245475935516058	0.00584115353404707	1.59644191334445e-12	0.38294245940505
Seq92	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.313543599257885	5483	7.04848802128574e-11	0.0782527522955495	6.19543776871652e-38	0.254630294093063	0.321475518600756	0.00440481816324635	1.16151140632455e-10	0.464353526867759
Seq93	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	0.0816326530612245	6528	2.32165604007604e-05	0.056602627627178	0.0815215179761766	0.00890597432845209	0.659811263017198	0.00282690247578296	2.72998750441102e-05	0.753869463374794
Seq94	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	0.413729128014842	5464	2.01729404141089e-50	0.342825493497043	6.54327307357319e-15	0.0760988203201441	0.262175423513459	0.0043824104197663	4.72046805690148e-49	0.393263135270189
Seq95	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown	0.298701298701299	6839	5.82668455295315e-30	0.172150441830218	3.34827487034596e-51	0.289781691100809	0.00159967533574694	0.015352928150262	3.24629567950247e-29	0.00737277741038816
Seq96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.157699443413729	5820	5.03242643191323e-12	0.0843570617865866	9.46300119340338e-38	0.24779126763239	0.00152233044645857	0.0191855175872949	9.12858748114492e-12	0.00737277741038816
Seq98	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.294990723562152	5053	2.93508528498094e-17	0.118663057187746	4.11132038605661e-35	0.224069575256663	0.00214659175789187	0.0179967969210184	7.38505329769397e-17	0.00851360120926607
Seq99	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.131725417439703	5270	4.99581155442501e-10	0.0862925035777651	6.94556719540107e-14	0.0962629688038843	0.00043440990085317	0.0274626322381832	7.84577116600975e-10	0.00259023154842477
Seq100	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.24860853432282	4754	3.49093760995133e-25	0.180540087388018	5.45221108571215e-25	0.155830924004098	0.383673640953863	0.00382855945149026	1.33914655857149e-24	0.518957410307537
Seq101	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.526901669758813	5526	2.22156750619367e-41	0.244854581506193	8.11306288379605e-43	0.230788408829151	0.152212878284886	0.00522526677836818	2.88803775805177e-40	0.261895687637231
Seq102	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown	0.0686456400742115	5436	7.97979232395959e-10	0.0777252465707109	4.39766705128996e-28	0.195942855069304	0.908621657364278	0.00075174523971159	1.22043882601735e-09	0.936640827415159
Seq103	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.0593692022263451	3857	1.78871927689894e-24	0.187302644659774	1.13915224339004e-15	0.0983957199221368	0.0848524317081684	0.00891531025336985	6.43938939683617e-24	0.167815990698234
Seq104	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	0.283858998144712	3514	7.3393161713258e-12	0.0789622028001175	4.32392851060166e-44	0.283483867717467	0.00030842797970076	0.0222600719689957	1.31099235426736e-11	0.00195059857432372
