FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Prevalence	TotalReads	HabitatP	HabitatR2	SubjectP	SubjectR2	PlateP	PlateR2	HabitatQ	PlateQ
Seq271	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.309833024118738	356	9.93249762442536e-13	0.118373975374314	0.00710489691858846	0.0163230694027253	0.486376450146035	0.00399201920109975	1.87435842267382e-12	0.62183704038602
Seq276	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.0538033395176252	356	1.10323964321968e-21	0.167075337307593	1.22333285418768e-16	0.106459411806728	0.0243090217793791	0.0128443522957291	3.39681679622901e-21	0.0598769589092076
Seq278	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.181818181818182	377	7.40926391584556e-09	0.0808574480894276	0.882897135388683	0.000393751725879345	3.34261316672275e-11	0.0858952461526274	1.07687438279991e-08	3.02018347394861e-09
Seq281	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.0816326530612245	379	0.257560973749371	0.0133681877101696	2.24463184666134e-09	0.0711793766498293	0.165368017851125	0.00878993278967525	0.259781326971348	0.278389325015564
Seq284	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown	unknown	0.0612244897959184	300	1.936178499634e-12	0.103025498692635	6.82505026809081e-16	0.108634502053107	0.00204252590473354	0.0217394454003293	3.59576007074886e-12	0.00851360120926607
Seq291	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0649350649350649	344	0.000409413893973681	0.0419978810495618	3.30534582418345e-09	0.0679424616645682	0.255291267189512	0.00682051702026382	0.000462815706231118	0.38791010728796
Seq292	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown	0.051948051948052	242	0.00117607813750425	0.0405898258987921	0.814187741734933	0.000743551349628018	0.351684755689858	0.00592644329626352	0.00126239579897246	0.498752926251071
Seq296	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0816326530612245	218	2.31418611904618e-10	0.0986849808227003	0.410353731201029	0.00296485835694729	0.00361008159091022	0.0227588488881214	3.68380647521637e-10	0.0127993801859544
Seq303	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.116883116883117	269	6.54097869716085e-05	0.0477188204964397	1.93470931772965e-10	0.0754595878845635	0.00160688738431537	0.0250033111638318	7.57717334225564e-05	0.00737277741038816
Seq304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.12987012987013	311	1.9927984441852e-16	0.144554837340714	0.435381630225223	0.00258613694249029	6.92658579832032e-05	0.0346437814871083	4.66340666604227e-16	0.000558903819588605
Seq306	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0760667903525046	310	0.043745813963589	0.0205982807236084	1.28422703970941e-18	0.140592888901334	0.167130890146453	0.00801491740338251	0.045094803821497	0.279347344959071
Seq312	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0538033395176252	216	2.19491066270658e-05	0.0555870651178558	0.00100346283038964	0.0241887186374611	0.154417230665117	0.00911224508245726	2.59398532865323e-05	0.263749138508303
Seq315	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	0.126159554730983	206	1.69713237337647e-16	0.132574081272919	4.44062171912048e-10	0.0636341236057361	2.22945074729383e-08	0.0565571056213427	4.05233648336829e-16	7.45273535523939e-07
Seq317	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Planobacterium	0.122448979591837	205	1.15886170012461e-08	0.0722725611835256	2.94034013282342e-22	0.157372672287278	0.0716245305606758	0.0101675831471854	1.66364194987214e-08	0.145740349140853
Seq319	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.128014842300557	283	2.63062146396853e-37	0.259157396251174	1.16960308642096e-19	0.111187209715641	0.0200141607434033	0.0116319129645409	2.56485592736932e-36	0.0520368179328485
Seq320	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0723562152133581	241	1.63715249874626e-05	0.0558577606463202	7.82554984717182e-06	0.0408850220620266	0.232026446237328	0.00731224111164656	1.96458299849551e-05	0.369348220541053
Seq322	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.0686456400742115	220	0.00225625094041751	0.0366361858883812	0.000286789613122212	0.0291517406518403	0.266206574427931	0.00698072196243263	0.00239983054571681	0.39676648672698
Seq323	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.098330241187384	215	1.57604250610591e-10	0.0982137871356336	3.40911836969541e-05	0.0341647552007386	0.123884293810134	0.00942254768695526	2.54340652709505e-10	0.231911398012571
Seq333	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Mogibacterium	0.0575139146567718	243	0.0864118596735122	0.0203691060681804	0.034112371119724	0.0124345591745885	0.593923729415061	0.00347314426255201	0.0886858559807099	0.705472856259514
Seq344	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0500927643784787	198	5.3047303111223e-23	0.18530466038965	5.74467387178988e-09	0.0555947441673077	0.0169427955694501	0.0145369324241153	1.70042040109948e-22	0.0461001646889689
Seq345	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0.0612244897959184	223	0.00901289922342451	0.0314004345452304	0.0708562074416266	0.00966450273212509	0.81305794741137	0.00172761529376936	0.00941526079589882	0.870467733794558
Seq349	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.0705009276437848	122	0.000753521921497414	0.0393315262969793	0.000396103728931671	0.0265530753964788	6.60406100738771e-07	0.0541830275206385	0.000820112230839046	1.18873098132979e-05
Seq359	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0649350649350649	182	2.05496170035589e-07	0.0716497642466952	4.23414604793031e-06	0.0419370556880094	0.0378213097336754	0.0140620753139137	2.71672902758914e-07	0.0867665340949025
Seq361	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.128014842300557	156	3.97274720630023e-05	0.0534600430784058	0.00163742667387043	0.0225958971757509	0.260057873062345	0.00700241696365793	4.62498928494654e-05	0.392603498687669
Seq366	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.0667903525046382	85	6.94486858234346e-10	0.0941515061113684	0.0200464975580266	0.013061933674162	0.010063822001072	0.0189732704744417	1.06914424228182e-09	0.029809295547479
Seq374	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown	0.102040816326531	160	1.08253096803519e-07	0.072141718602372	1.26149963768555e-09	0.0686195056279686	0.0853423200559397	0.0107032809293664	1.45581750873698e-07	0.167815990698234
Seq375	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.0667903525046382	156	4.66965029510191e-07	0.0656538080657768	1.0361377935259e-11	0.084327206573013	0.0434863907848752	0.0129933395224094	6.00383609370245e-07	0.0969125280348647
Seq377	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.0500927643784787	159	0.000212504787926514	0.0446170486292093	7.57072555705924e-09	0.0648545303446673	0.160686962116873	0.00866290010339191	0.000242566440852703	0.272469196632958
Seq379	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.102040816326531	134	0.00545207796257596	0.0329771547067664	0.0002491043127258	0.0299167823140905	0.777641352942709	0.00194795485179324	0.00574678487947195	0.843532493588248
Seq388	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0538033395176252	171	5.88824947676094e-31	0.199235735459025	3.91406411167129e-31	0.177714944677884	1.76499262396994e-07	0.0391551644674074	3.57726411846502e-30	4.58898082232183e-06
Seq402	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0909090909090909	147	0.00422772520697542	0.0275427291487923	9.04451921944505e-25	0.176446760058552	3.40630440904478e-06	0.0413410239401745	0.00447641492503279	4.68867783362635e-05
Seq466	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.051948051948052	64	2.21088354154143e-08	0.08297593000597	0.13987972965294	0.00674561668954299	0.120669299933619	0.00998919585048913	3.13543484073148e-08	0.227714646648925
Seq486	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.0630797773654917	75	3.39431911090485e-07	0.0714427830920449	0.0317345059677839	0.0117891165339161	0.0046252596194109	0.0223261751171403	4.4621947862457e-07	0.0153425926072157
Seq535	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.051948051948052	54	2.89334068281952e-23	0.198412667460146	0.0621094287877045	0.00835256312202975	0.308667899530671	0.00538742072232221	9.53579887013758e-23	0.451426803063607
