FeatureID	sa1	sa2	sa3	sa4	sa5	sa6	sa7	sa8	sa9	sa10	sa11	sa12	sa13	sa14	sa15	sa16	sa17	sa18	sa19	sa20	sa21	sa22	sa23	sa24	sa25	sa26	sa27	sa28	sa29	sa30	sa31	sa32	sa33	sa34	sa35	sa36	sa37	sa38	sa39	sa40	sa41	sa42	sa43	sa44	sa45	sa46	sa47	sa48	sa49	sa50	sa51	sa52	sa53	sa54	sa55	sa56	sa57	sa58	sa59	sa60	sa61	sa62	sa63	sa64	sa65	sa66	sa67	sa68	sa69	sa70	sa71	sa72	sa73	sa74	sa75	sa76	sa77	sa78	sa79	sa80	sa81	sa82	sa83	sa84	sa85	sa86	sa87	sa88	sa89	sa90	sa91	sa92	sa93	sa94	sa95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135
unclassified_Lachnospiraceae	2800	1898	2273	830	653	4037	1995	353	709	696	3445	1596	1037	1630	2489	685	2448	624	236	1240	1099	603	1505	3344	623	1134	2759	90	884	5571	1229	1846	3799	5707	3834	7138	7517	2184	4057	1761	1318	1865	1886	7371	1393	5959	4597	1103	3520	2568	2676	2786	3928	4883	996	5600	2641	5200	3323	5035	3530	2769	2090	3311	2258	2357	3658	2522	1687	2960	4103	4657	2965	4801	3056	2872	1471	2830	7861	7174	2351	4114	854	1109	2928	3691	2105	7411	2301	2799	1142	1137	2085	5505	2445	2187	1111	5981	2428	2739	4511	2311	4770	5341	5754	3187	4173	13143	5067	6952	2377	3967	4144	3662	10841	7986	3942	1137	4247	4511	1973	6433	1651	6026	4188	1901	3193	3032	2958	3138	2723	3800	1835	6432	4407
unclassified_Lactobacillaceae	0	3	2	1	0	3	0	0	0	0	0	1	0	0	0	13	1	0	2	0	0	13	0	0	0	2	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	23	0	0	19	0	1	0	0	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	52	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2
unclassified_Marinilabiliaceae	3	1	0	0	3	1	9	0	4	2	0	5	0	1	604	3	7	0	1	2	4	1	1	3	2	11	3	5	2	3386	6	2	10	19	1	4	92	3	0	1	0	29	0	25	1	2	3	0	1	6	1	1	68	2	1	6	8	2	1	6	4	2	2	0	1	124	5	2	4	2	3	1	0	3	1	1	1	7	4	2	0	1	2	2	1435	15	0	1685	5	2	1	1	2	6	9	3	0	2	2	1	0	0	0	1	0	0	9	41	1	4	0	1	0	0	0	8	2	0	1	0	1	0	0	0	1	2	0	0	0	3	0	551	0	1	16
unclassified_Mariprofundaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Methanobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Microbacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Micrococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Natranaerobiaceae	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	2	3	0	1	0	0	6	9	0	29	0	17	0	0	3	1	2	3	6	22	1	1	1	4	3	9	7	1	0	6	0	5	0	0	2	2	8	9	0	27	0	11	1	2	8	2	21	0	0	1	2	14	1	6	8	1	2	0	0	1	0	0	0	4	1	2	0	1	4	0	0	0	2	4	0	0	0	25	2	0	6	0	7	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
unclassified_Natranaerovirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	1	0	42	0	0	0	0	0	5	0	0	3	2	0	1	0	5	2	0	0	0	0	6	0	1	2	0	0	0	10	0	0	13	0	12	1	3	1	0	6	0	0	4	1	1	0	7	2	0	2	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	12	3	1	0	0	4	1	22	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Neisseriaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Oceanospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Oleiphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Oligosphaeraceae	3	2	0	0	0	0	0	0	0	0	0	1	3	1	6	3	6	0	4	1	3	2	0	0	2	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	24	0	41	0	1	30	0	0	18	17	1	4	0	0	4	1	0	58	0	0	9	0	1	1	1	1	1	0	0	0	106	0	44	0	0	2	0	3	0	0	0	1	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
unclassified_Oxalobacteraceae	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	6	14	21	0	0	4	0	2	60	3	11	0	2	0	8	2	0	11	2	1	1	0	10	0	5	10	2	0	6	2	12	0	1	0	0	8	0	0	7	0	9	1	11	4	0	30	0	6	0	4	19	0	31	1	1	1	0	0	1	12	0	0	0	8	37	0	0	19	0	0	0	8	19	12	0	0	85	23	0	9	3	15	0	7	20	10	0	7	0	0	0	0	0	0	7	0	1	9	0	0
unclassified_Paenibacillaceae	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	18	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	4	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Pasteurellaceae	0	7	2	1	1	1980	3	3	0	2	2	1	0	13	4	1	4	0	4	24	4	1	0	1	0	6	2	1	5	136	3	3	1	35	35	5	45	4	7	0	0	1	1	8	2	11	1	0	0	7	8	2	2	19	0	3	0	1	40	29	7	7	45	3	1	0	10	4	0	2	4	7	1	2	0	4	5	2	5	1	1	11	2	1	9	34	0	41	0	4	1	0	242	6	0	0	239	4	1	11	1	0	0	0	1	4	0	1	6	2	26	6	23	6	46	3	0	0	0	14	3	2	0	0	4	0	6	1	0	29	1	0	0	0	2
unclassified_Peptococcaceae	1	0	0	1	0	0	0	2	0	1	0	3	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	0	0	6	1	0	10	1	2	9	7	1	0	6	14	6	1	147	3	17	1	4	1	12	3	8	10	34	2	18	2	13	7	7	11	16	0	20	6	15	10	1	0	2	38	1	10	26	6	32	0	22	7	3	17	0	0	3	7	5	0	30	19	1	2	28	0	0	29	0	0	4	0	3	0	1	7	1	13	0	5	47	22	1	0	14	4	0	25	0	24	0	2	6	0	29	16	0	1	1	0	0	0	5	0	7	1	0	3
unclassified_Peptoniphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Peptostreptococcaceae	1	0	3	1	2	53	1	0	1	1	2	6	0	23	1	2	10	0	5	0	3	2	2	0	0	2	6	0	0	12	1	27	4	6	6	15	10	4	0	1	19	40	3	79	0	12	0	1	3	17	26	2	9	31	4	16	2	13	8	1	8	26	7	5	0	4	8	31	23	5	17	6	2	57	1	23	5	5	6	2	16	2	1	0	4	12	10	57	6	1	2	2	4	5	0	1	0	4	1	2	0	2	3	13	1	0	0	6	2	2	0	8	7	1	13	1	15	1	0	1	2	2	5	1	1	0	10	8	2	8	0	1	5	2	0
unclassified_Planococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Porphyromonadaceae	37	71	11	161	13	6	17	394	6	9	9	12	4	4	22	5	26	3	16	10	18	6	32	4	6	220	10	10	8	402	9	66	112	47	21	29	32	17	13	48	22	95	18	1693	12	45	7	21	91	9	14	61	63	702	368	230	306	36	105	510	19	12	12	50	2	233	116	8	66	12	81	29	4	43	9	25	18	64	44	45	54	4	36	34	1031	65	17	426	122	29	50	29	4	411	227	27	9	1320	433	3643	3	189	75	7	1	17	36	46	1551	19	4	48	9	0	17	31	14	3	12	66	4	1	6	2	4	21	0	7	4	135	10	6	7	2	36
unclassified_Prevotellaceae	23	41	18	55	4	4	17	5	7	0	2	8	1	3	47	2	12	3	56	6	8	0	1	2	4	42	6	5	0	8	32	50	49	5	16	88	217	8	4	4	2	12	3	2835	5	18	3	7	25	5	12	161	48	335	238	23	7	7	81	76	20	174	51	3	19	333	18	79	90	26	27	351	51	13	3	8	13	10	13	26	199	7	20	3	257	10	31	167	60	10	1	2	10	8	7	0	0	4	0	11	1	31	3	21	12	0	1	0	51	0	0	0	2	0	1	139	0	1	0	78	20	3	0	1	0	1	8	2	0	0	0	0	9	0	1
unclassified_Prolixibacteraceae	0	0	1	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	2	0	0	0	0	0	2	0	0	0	2	2	2	4	0	1	0	0	0	3	0	0	15	8	2	0	1	4	1	4	3	0	0	0	1	10	0	0	1	0	2	0	1	1	0	23	0	0	0	1	1	0	1	0	1	1	0	12	9	0	1	0	0	0	0	0	0	0	0	1	0	0	81	0	0	0	1	0	0	0	0	1	0	0	0	0	92	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
unclassified_Proteinivoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	9	0	0	52	1	3	0	2	0	3	1	1	6	4	0	1	0	3	1	0	3	0	0	1	2	0	0	0	0	0	0	0	0	16	0	0	0	4	6	3	10	0	0	0	2	1	0	10	2	0	0	1	1	0	1	0	0	2	0	0	0	0	1	0	1	0	1	4	0	0	0	5	2	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
unclassified_Puniceicoccaceae	14	1	0	1	1	1	2	3	0	0	0	1	0	0	3	1	2	0	2	0	0	5	0	0	0	1	0	2	0	4	3	1	7	14	2	0	1	1	1	1	8	5	0	28	5	27	0	5	1	0	2	3	6	2	2	4	2	1	7	40	34	0	0	3	7	8	3	0	2	14	0	1	2	71	10	5	0	4	2	1	0	1	0	1	10	5	0	112	6	1	0	2	0	2	7	5	0	2	2	3	0	8	2	4	0	0	1	6	0	3	0	12	4	0	0	1	7	0	0	11	0	2	4	0	3	0	0	1	10	1	0	3	3	0	17
unclassified_Rhodobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Rhodocyclaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Rhodospirillaceae	267	6	8	10	217	19	308	3	16	13	9	24	3	9	21	25	46	7	20	8	47	20	12	3	8	27	8	19	5	15	13	11	32	8	20	15	916	4	1	6	110	63	3	1355	638	41	11	8	959	28	20	85	324	27	195	473	273	180	0	13	236	68	14	958	12	70	12	7	2	5	111	106	1	654	7	279	24	8	201	0	46	8	6	29	335	21	5	922	15	17	6	1	13	547	476	0	0	43	2	0	17	179	8	0	0	6	30	384	240	392	4	50	74	1	53	278	0	0	135	1	0	1	3	0	0	6	0	0	212	20	1	7	49	0	0
unclassified_Rickettsiaceae	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	11	0	0	0	1	0	0	1	0	8	7	2	1	0	13	0	0	27	0	0	1	0	1	1	1	0	0	67	1	0	104	0	35	1	0	1	0	9	0	0	1	26	1	0	16	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	16	0	8	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0
unclassified_Rikenellaceae	21	2	0	1	2	1	3	1	2	0	0	2	0	0	6	1	4	1	2	1	6	1	2	1	1	4	1	2	0	5	2	10	204	581	15	4	2	4	1	13	25	688	5	75	3	12	3	0	0	6	105	1	0	8	0	7	106	8	0	29	8	0	5	25	1	0	9	0	39	1	6	2	1	21	1	5	1	208	3	1	3	0	3	3	3	512	0	5	7	35	2	15	2	1	53	76	0	3	16	6	0	3	20	0	13	0	62	16	4	46	0	19	3	0	88	3	2	0	2	53	4	0	1	0	14	1	0	0	7	63	0	0	1	0	739
unclassified_Ruminococcaceae	624	157	64	650	71	97	2096	1087	72	61	55	1052	15	285	2292	432	579	41	125	1034	203	2197	472	144	34	542	1403	43	419	5285	1130	1014	2419	2384	1474	3520	4260	2326	830	1068	2202	4968	712	16083	3190	5254	655	1337	1432	3221	1146	2066	3176	6183	773	4113	2277	4113	1561	3282	7518	2147	1033	3273	2624	2573	1242	173	2926	2554	4258	2780	1471	9491	3601	3506	927	4132	4176	1210	3935	2416	607	5004	3624	10483	2069	10423	4944	1581	1793	1847	1411	2430	1813	735	518	4724	2566	5757	1844	5055	3792	2875	1161	1597	4655	8756	4039	1849	788	4634	2730	790	4704	1840	5635	656	1125	5066	1505	4706	3561	678	1629	1439	1066	723	1436	5915	406	2039	3077	1585	3346
unclassified_Sphingobacteriaceae	5	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	2	17	0	0	0	0	0	0	7	10	0	24	0	24	0	0	0	6	10	7	1	6	2	33	1	2	0	3	21	6	0	0	6	2	0	1	0	1	14	5	4	37	20	14	2	7	0	1	22	0	1	0	6	14	0	4	1	2	1	9	0	0	3	0	1	40	0	0	0	0	5	0	0	0	2	13	0	0	0	235	10	0	5	6	5	0	2	0	0	0	5	0	0	2	0	0	1	2	0	0	0	0	7
unclassified_Spirochaetaceae	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
unclassified_Sporolactobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Streptococcaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
unclassified_Succinivibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	4	0	0	11	1	6	0	0	2	0	0	0	0	0	0	1	3	0	11	0	0	0	0	0	6	0	0	2	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Sutterellaceae	114	3	2	2	7	7	5	67	4	3	9	6	1	0	121	5	7	2	7	1	6	3	2	0	3	12	3	4	1	9	3	18	1	1	5	2	3	3	44	0	13	5	6	52	1	2	10	20	2	4	3	95	11	4	1	17	1	4	0	17	4	1	6	36	0	65	89	15	0	412	0	8	0	139	3	4	7	87	12	19	0	2	6	47	44	2	4	16	23	2	5	1	29	6	612	0	0	3	21	19	0	1	1	26	0	1	0	7	2	1	0	0	42	0	0	0	0	21	0	326	0	0	0	6	0	0	0	0	1	1	0	43	0	0	2
unclassified_Synergistaceae	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	5	2	0	0	1	0	1	0	0	0	0	56	21	0	52	0	4	0	0	0	1	0	0	0	62	1	4	0	12	2	2	3	0	0	7	2	15	0	0	0	0	14	0	0	24	0	10	0	1	3	1	18	1	2	0	3	1	0	9	17	0	4	3	0	0	34	0	0	0	1	1	0	0	3	0	0	0	0	62	212	0	0	10	4	0	21	3	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
unclassified_Syntrophobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
unclassified_Thermoactinomycetaceae	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	8	0	2	1	0	0	1	2	0	0	0	13	32	0	33	3	6	0	1	1	14	1	2	0	10	1	3	11	18	0	2	0	0	0	5	0	23	2	1	11	0	31	3	0	15	7	9	1	9	5	1	15	0	0	6	1	1	1	2	12	0	3	60	4	10	5	1	0	12	0	2	1	0	4	0	0	0	9	179	1	1	0	113	1	1	5	1	37	0	4	4	0	2	6	0	0	0	0	0	0	1	0	0	0	0	3
unclassified_Thermoanaerobacteraceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	4	0	0	0	2	2	1	0	0	0	1	2	31	0	15	0	4	1	0	1	1	2	7	1	0	0	16	0	0	1	2	0	3	0	0	1	0	0	0	2	0	0	23	0	26	1	3	0	0	15	0	1	0	11	1	0	0	1	0	0	0	0	0	1	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0
unclassified_Vallitalea	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	2	0	0	0	0	6	0	17	0	7	0	1	2	1	1	0	4	9	0	0	0	2	3	4	0	1	0	1	0	0	0	0	0	0	7	0	1	21	1	5	0	3	5	1	6	0	0	0	0	5	0	2	1	1	0	0	1	0	6	0	0	2	0	1	0	0	1	10	0	0	0	5	1	0	0	20	0	0	298	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
unclassified_Veillonellaceae	6	0	2234	8	77	11	6	1	9	7	24	12	5	9	7	9	10	35	72	3	10	9	6	13	9	38	6	9	16	145	3	16	11	6	36	107	19	5	1	3	419	776	4	204	356	20	7	6	254	20	77	670	125	476	39	750	9	54	119	44	588	229	10	313	36	25	8	13	139	10	1143	55	164	500	5	740	11	65	1004	32	603	4	17	11	686	1242	20	260	13	36	118	7	27	9	221	25	22	16	160	2	2	7	44	1	0	3	17	58	201	249	4	503	499	1	143	5	308	1	8	86	4	382	1	4	1	3	2	11	12	293	0	2	273	3	9
unclassified_Verrucomicrobiaceae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
unclassified_Victivallaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	9	0	0	0	0	4	0	0	0	27	2	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	5	2	2	0	0	1	0	15	0	0	0	1	2	1	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Vulgatibacteraceae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
